Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
BSU05850	BSU05850	630170	630883	BSU05850-MONOMER
BSU10810	BSU10810	1159922	1160746	BSU10810-MONOMER
BSU33800	BSU33800	3467546	3468235	BSU33800-MONOMER
BSU15560	BSU15560	1629320	1629970	BSU15560-MONOMER
BSU00660	BSU00660	73809	74825	BSU00660-MONOMER
BSU38490	BSU38490	3950726	3951661	BSU38490-MONOMER
BSU20180	BSU20180	2169497	2169676	BSU20180-MONOMER
BSU24650	BSU24650	2555519	2555845	BSU24650-MONOMER
BSU29460	BSU29460	3014514	3015026	BSU29460-MONOMER
BSU05650	BSU05650	609388	612045	BSU05650-MONOMER
BSU10620	BSU10620	1136320	1139820	BSU10620-MONOMER
BSU33600	BSU33600	3451248	3451718	BSU33600-MONOMER
BSU15340	BSU15340	1606560	1607354	BSU15340-MONOMER
BSU00430	BSU00430	51680	52552	BSU00430-MONOMER
BSU38300	BSU38300	3931372	3932190	BSU38300-MONOMER
BSU20010	BSU20010	2158724	2159173	BSU20010-MONOMER
BSU24410	BSU24410	2535952	2536158	BSU24410-MONOMER
BSU29290	BSU29290	2999717	3000967	BSU29290-MONOMER
BSU05390	BSU05390	585868	586548	BSU05390-MONOMER
BSU10420	BSU10420	1117109	1117687	BSU10420-MONOMER
BSU33440	BSU33440	3432339	3434156	BSU33440-MONOMER
BSU15140	BSU15140	1580622	1581557	BSU15140-MONOMER
BSU00210	BSU00210	28867	29463	BSU00210-MONOMER
BSU38130	BSU38130	3914009	3914272	BSU38130-MONOMER
BSU19830	BSU19830	2152265	2152852	BSU19830-MONOMER
BSU24230	BSU24230	2519102	2520382	BSU24230-MONOMER
BSU29080	BSU29080	2972329	2973159	BSU29080-MONOMER
BSU05230	BSU05230	570371	571234	BSU05230-MONOMER
BSU10200	BSU10200	1095063	1096103	BSU10200-MONOMER
BSU33260	BSU33260	3412128	3413357	BSU33260-MONOMER
BSU14880	BSU14880	1559309	1560226	BSU14880-MONOMER
BSU37940	BSU37940	3894463	3895785	BSU37940-MONOMER
BSU19620	BSU19620	2134566	2135387	BSU19620-MONOMER
BSU24060	BSU24060	2500104	2501528	BSU24060-MONOMER
BSU28820	BSU28820	2950221	2951306	BSU28820-MONOMER
BSU05070	BSU05070	552616	553158	BSU05070-MONOMER
BSU09950	BSU09950	1070364	1071242	BSU09950-MONOMER
BSU33070	BSU33070	3393293	3394414	BSU33070-MONOMER
BSU14580	BSU14580	1528326	1529441	BSU14580-MONOMER
BSU37770	BSU37770	3877192	3878892	BSU37770-MONOMER
BSU19400	BSU19400	2114742	2115332	BSU19400-MONOMER
BSU23820	BSU23820	2475843	2476859	BSU23820-MONOMER
BSU28650	BSU28650	2930827	2931573	BSU28650-MONOMER
BSU04780	BSU04780	525743	527902	BSU04780-MONOMER
BSU09730	BSU09730	1049142	1049762	BSU09730-MONOMER
BSU32850	BSU32850	3372740	3373648	BSU32850-MONOMER
BSU14380	BSU14380	1507578	1508333	BSU14380-MONOMER
BSU37570	BSU37570	3857017	3858417	BSU37570-MONOMER
BSU19190	BSU19190	2090574	2091686	MONOMER8J2-32 // BSU19190-MONOMER
BSU23580	BSU23580	2455819	2456808	BSU23580-MONOMER
BSU28450	BSU28450	2908129	2908737	BSU28450-MONOMER
BSU04520	BSU04520	505152	506297	BSU04520-MONOMER
BSU09510	BSU09510	1028511	1029587	BSU09510-MONOMER
BSU32669	BSU32669	3355045	3355323	BSU32669-MONOMER
BSU14140	BSU14140	1486045	1486926	BSU14140-MONOMER
BSU37390	BSU37390	3837840	3838559	BSU37390-MONOMER
BSU19010	BSU19010	2073658	2074215	BSU19010-MONOMER
BSU23401	BSU23401	2439804	2440415	BSU23401-MONOMER
BSU28270	BSU28270	2891020	2892117	BSU28270-MONOMER
BSU04310	BSU04310	483845	485956	BSU04310-MONOMER
BSU09340	BSU09340	1010445	1010969	BSU09340-MONOMER
BSU13900	BSU13900	1459384	1459650	BSU13900-MONOMER
BSU37200	BSU37200	3817863	3818825	BSU37200-MONOMER
BSU18820	BSU18820	2050689	2050952	BSU18820-MONOMER
BSU23120	BSU23120	2417181	2417903	MONOMER8J2-15 // BSU23120-MONOMER
BSU04150	BSU04150	466042	466944	BSU04150-MONOMER
BSU28110	BSU28110	2871022	2872749	BSU28110-MONOMER
BSU09130	BSU09130	986986	988377	BSU09130-MONOMER
BSU13730	BSU13730	1440100	1440549	BSU13730-MONOMER
BSU37010	BSU37010	3797085	3798155	BSU37010-MONOMER
BSU18620	BSU18620	2031439	2032890	BSU18620-MONOMER
BSU22880	BSU22880	2394664	2395812	BSU22880-MONOMER
BSU03960	BSU03960	448461	449033	BSU03960-MONOMER
BSU27930	BSU27930	2853981	2854559	BSU27930-MONOMER
BSU08930	BSU08930	970135	970617	BSU08930-MONOMER
BSU13570	BSU13570	1424767	1425546	BSU13570-MONOMER
BSU36810	BSU36810	3781491	3782912	BSU36810-MONOMER
BSU18420	BSU18420	2006541	2007398	BSU18420-MONOMER
BSU22680	BSU22680	2375869	2377416	BSU22680-MONOMER
BSU03670	BSU03670	416235	417713	BSU03670-MONOMER
BSU27730	BSU27730	2835150	2836154	BSU27730-MONOMER
BSU08730	BSU08730	944487	944924	BSU08730-MONOMER
BSU13350	BSU13350	1398975	1400096	BSU13350-MONOMER
BSU36600	BSU36600	3764133	3764906	BSU36600-MONOMER
BSU18250	BSU18250	1954525	1956174	BSU18250-MONOMER
BSU03500	BSU03500	390880	391020	BSU03500-MONOMER
G8J2-172	BSU_misc_RNA_65	532583	532642	RNA8J2-13
BSU22510	BSU22510	2360630	2361502	BSU22510-MONOMER
BSU27510	BSU27510	2810559	2811698	BSU27510-MONOMER
BSU32470	BSU32470	3335751	3336272	BSU32470-MONOMER
BSU08510	BSU08510	924633	925544	BSU08510-MONOMER
BSU13130	BSU13130	1379605	1380852	BSU13130-MONOMER
BSU36420	BSU36420	3748421	3748702	BSU36420-MONOMER
BSU18070	BSU18070	1931920	1932501	BSU18070-MONOMER
BSU41050	BSU41050	4214753	4215103	BSU41050-MONOMER
BSU22250	BSU22250	2338017	2338394	BSU22250-MONOMER
BSU27270	BSU27270	2787130	2787825	BSU27270-MONOMER
BSU32250	BSU32250	3313770	3314828	BSU32250-MONOMER
BSU08300	BSU08300	905010	905672	BSU08300-MONOMER
BSU12930	BSU12930	1361242	1362168	BSU12930-MONOMER
BSU36170	BSU36170	3724420	3725136	BSU36170-MONOMER
BSU17850	BSU17850	1917639	1918256	BSU17850-MONOMER
BSU03140	BSU03140	339156	339749	BSU03140-MONOMER
BSU40840	BSU40840	4194389	4195744	BSU40840-MONOMER
BSU22060	BSU22060	2318127	2319443	BSU22060-MONOMER
BSU27040	BSU27040	2760233	2761060	BSU27040-MONOMER
BSU32030	BSU32030	3294270	3294872	BSU32030-MONOMER
BSU08090	BSU08090	882266	883642	BSU08090-MONOMER
BSU12750	BSU12750	1343230	1345293	BSU12750-MONOMER
BSU35950	BSU35950	3705165	3706133	BSU35950-MONOMER
BSU17620	BSU17620	1895378	1896013	BSU17620-MONOMER
BSU02960	BSU02960	319180	320352	BSU02960-MONOMER
BSU40630	BSU40630	4176900	4177688	BSU40630-MONOMER
BSU21850	BSU21850	2299406	2300179	BSU21850-MONOMER
BSU26810	BSU26810	2738308	2739105	BSU26810-MONOMER
BSU31730	BSU31730	3257693	3258061	BSU31730-MONOMER
BSU07830	BSU07830	854412	855077	BSU07830-MONOMER
BSU12580	BSU12580	1325890	1327191	BSU12580-MONOMER
BSU35750	BSU35750	3681370	3682140	BSU35750-MONOMER
BSU17380	BSU17380	1868969	1871071	BSU17380-MONOMER
BSU02750	BSU02750	296429	297169	BSU02750-MONOMER
BSU40350	BSU40350	4145747	4147132	BSU40350-MONOMER
BSU21610	BSU21610	2279977	2280867	BSU21610-MONOMER
BSU26590	BSU26590	2716973	2718175	BSU26590-MONOMER
BSU31480	BSU31480	3232640	3233818	BSU31480-MONOMER
BSU12420	BSU12420	1314453	1315724	BSU12420-MONOMER
BSU35490	BSU35490	3644607	3645296	MONOMER8J2-31 // BSU35490-MONOMER
BSU17180	BSU17180	1792806	1807937	BSU17180-MONOMER
BSU02560	BSU02560	279059	279994	BSU02560-MONOMER
BSU40110	BSU40110	4121166	4122605	BSU40110-MONOMER
BSU21440	BSU21440	2265225	2265671	BSU21440-MONOMER
BSU26350	BSU26350	2698893	2699243	BSU26350-MONOMER
BSU31290	BSU31290	3214372	3216036	BSU31290-MONOMER
BSU07340	BSU07340	805456	806841	BSU07340-MONOMER
BSU12240	BSU12240	1294996	1295748	BSU12240-MONOMER
BSU35260	BSU35260	3624821	3625507	BSU35260-MONOMER
BSU17020	BSU17020	1774374	1774805	BSU17020-MONOMER
BSU39950	BSU39950	4103762	4104187	BSU39950-MONOMER
BSU21290	BSU21290	2244714	2245133	BSU21290-MONOMER
BSU26200	BSU26200	2689594	2690313	BSU26200-MONOMER
BSU31050	BSU31050	3183867	3185075	BSU31050-MONOMER
BSU07120	BSU07120	782062	782949	BSU07120-MONOMER
BSU11930	BSU11930	1265887	1266348	BSU11930-MONOMER
BSU35000	BSU35000	3594242	3595174	BSU35000-MONOMER
BSU16780	BSU16780	1749418	1751085	BSU16780-MONOMER
BSU02200	BSU02200	239644	241842	BSU02200-MONOMER
BSU39730	BSU39730	4079083	4080996	BSU39730-MONOMER
BSU21130	BSU21130	2234233	2235669	BSU21130-MONOMER
BSU26020	BSU26020	2672054	2672713	BSU26020-MONOMER
BSU30860	BSU30860	3155725	3157011	BSU30860-MONOMER
BSU06950	BSU06950	758719	760452	BSU06950-MONOMER
BSU11730	BSU11730	1248665	1249348	BSU11730-MONOMER
BSU34800	BSU34800	3574363	3575784	BSU34800-MONOMER
BSU16560	BSU16560	1724029	1725297	BSU16560-MONOMER
BSU01960	BSU01960	217697	219040	BSU01960-MONOMER
BSU39540	BSU39540	4062543	4063529	BSU39540-MONOMER
BSU20970	BSU20970	2217133	2217639	BSU20970-MONOMER
BSU25840	BSU25840	2660330	2660464	BSU25840-MONOMER
BSU30610	BSU30610	3133387	3134169	BSU30610-MONOMER
BSU06720	BSU06720	736436	737347	BSU06720-MONOMER
BSU11560	BSU11560	1234510	1234908	BSU11560-MONOMER
BSU34570	BSU34570	3549228	3551501	BSU34570-MONOMER
BSU16360	BSU16360	1705543	1705812	BSU16360-MONOMER
BSU01710	BSU01710	193075	193557	BSU01710-MONOMER
BSU39330	BSU39330	4039466	4040875	BSU39330-MONOMER
BSU20810	BSU20810	2206682	2207758	BSU20810-MONOMER
BSU25640	BSU25640	2643765	2644334	BSU25640-MONOMER
BSU30330	BSU30330	3105470	3105805	BSU30330-MONOMER
BSU06530	BSU06530	710148	711416	BSU06530-MONOMER
BSU11400	BSU11400	1216210	1217121	BSU11400-MONOMER
BSU34370	BSU34370	3529151	3529855	BSU34370-MONOMER
BSU16150	BSU16150	1688114	1688659	BSU16150-MONOMER
BSU01530	BSU01530	156612	157325	BSU01530-MONOMER
BSU39050	BSU39050	4008143	4010203	BSU39050-MONOMER
BSU20650	BSU20650	2199150	2199353	BSU20650-MONOMER
BSU25390	BSU25390	2618466	2619779	BSU25390-MONOMER
BSU30050	BSU30050	3073531	3075165	BSU30050-MONOMER
BSU11180	BSU11180	1194333	1194827	BSU11180-MONOMER
BSU34180	BSU34180	3509831	3510490	BSU34180-MONOMER
BSU15920	BSU15920	1665337	1665570	BSU15920-MONOMER
BSU01080	BSU01080	125562	129161	BSU01080-MONOMER
BSU38820	BSU38820	3985351	3986244	BSU38820-MONOMER
BSU20490	BSU20490	2191626	2192300	BSU20490-MONOMER
BSU25060	BSU25060	2588701	2589000	BSU25060-MONOMER
BSU29850	BSU29850	3054746	3055192	BSU29850-MONOMER
BSU06010	BSU06010	648930	649664	BSU06010-MONOMER
BSU10960	BSU10960	1174136	1174765	BSU10960-MONOMER
BSU33980	BSU33980	3486807	3487817	BSU33980-MONOMER
BSU15730	BSU15730	1646999	1647952	BSU15730-MONOMER
BSU00800	BSU00800	87401	87610	BSU00800-MONOMER
BSU38640	BSU38640	3966745	3967947	BSU38640-MONOMER
BSU20330	BSU20330	2174852	2175568	BSU20330-MONOMER
BSU24820	BSU24820	2566237	2567298	BSU24820-MONOMER
BSU29630	BSU29630	3032417	3033040	BSU29630-MONOMER
BSU05820	BSU05820	626933	627265	BSU05820-MONOMER
BSU10750	BSU10750	1152244	1153149	BSU10750-MONOMER
BSU33770	BSU33770	3465776	3466387	BSU33770-MONOMER
BSU15510	BSU15510	1622657	1623751	BSU15510-MONOMER
BSU00610	BSU00610	68515	69150	BSU00610-MONOMER
BSU38460	BSU38460	3947158	3948399	BSU38460-MONOMER
BSU20150	BSU20150	2168114	2168461	BSU20150-MONOMER
BSU24620	BSU24620	2553081	2553866	BSU24620-MONOMER
BSU29420	BSU29420	3010661	3011428	BSU29420-MONOMER
BSU05600	BSU05600	604103	604576	BSU05600-MONOMER
BSU10580	BSU10580	1132179	1133384	BSU10580-MONOMER
BSU33570	BSU33570	3448693	3449052	BSU33570-MONOMER
BSU15290	BSU15290	1597832	1598980	BSU15290-MONOMER
BSU00400	BSU00400	48629	49942	BSU00400-MONOMER
BSU38260	BSU38260	3926682	3927932	BSU38260-MONOMER
BSU19970	BSU19970	2156757	2157110	BSU19970-MONOMER
BSU24380	BSU24380	2533692	2534312	BSU24380-MONOMER
BSU29240	BSU29240	2995094	2995597	BSU29240-MONOMER
BSU05360	BSU05360	582536	583456	BSU05360-MONOMER
BSU10370	BSU10370	1111925	1112485	BSU10370-MONOMER
BSU33400	BSU33400	3426749	3427579	BSU33400-MONOMER
BSU15100	BSU15100	1576767	1577249	BSU15100-MONOMER
BSU00180	BSU00180	25852	26337	BSU00180-MONOMER
BSU38100	BSU38100	3910302	3911303	BSU38100-MONOMER
BSU19790	BSU19790	2149084	2150037	BSU19790-MONOMER
BSU24200	BSU24200	2515614	2515907	BSU24200-MONOMER
BSU29050	BSU29050	2970038	2970880	BSU29050-MONOMER
BSU05190	BSU05190	566211	567503	BSU05190-MONOMER
BSU10160	BSU10160	1090401	1092728	BSU10160-MONOMER
BSU33210	BSU33210	3406614	3408356	BSU33210-MONOMER
BSU14830	BSU14830	1551385	1552314	BSU14830-MONOMER
BSU37900	BSU37900	3890922	3892346	BSU37900-MONOMER
BSU19580	BSU19580	2130377	2131867	BSU19580-MONOMER
BSU24030	BSU24030	2496796	2498070	BSU24030-MONOMER
BSU28790	BSU28790	2945689	2947371	BSU28790-MONOMER
BSU05040	BSU05040	550240	551259	BSU05040-MONOMER
BSU09920	BSU09920	1066077	1068968	BSU09920-MONOMER
BSU33030	BSU33030	3388113	3388988	BSU33030-MONOMER
BSU14540	BSU14540	1524791	1525000	BSU14540-MONOMER
BSU37740	BSU37740	3873566	3874180	BSU37740-MONOMER
BSU19370	BSU19370	2108774	2111608	BSU19370-MONOMER
BSU23790	BSU23790	2471787	2472746	BSU23790-MONOMER
BSU28620	BSU28620	2926031	2926972	BSU28620-MONOMER
BSU04700	BSU04700	521019	522026	BSU04700-MONOMER
BSU09680	BSU09680	1042885	1044246	BSU09680-MONOMER
BSU32820	BSU32820	3367040	3368824	BSU32820-MONOMER
BSU14310	BSU14310	1499432	1499665	BSU14310-MONOMER
BSU37540	BSU37540	3853486	3853674	BSU37540-MONOMER
BSU19140	BSU19140	2086070	2086606	BSU19140-MONOMER
BSU23550	BSU23550	2451463	2452782	BSU23550-MONOMER
BSU28410	BSU28410	2904727	2904951	BSU28410-MONOMER
BSU04480	BSU04480	501579	502631	BSU04480-MONOMER
BSU09480	BSU09480	1026255	1027664	BSU09480-MONOMER
BSU32630	BSU32630	3352789	3353907	BSU32630-MONOMER
BSU14050	BSU14050	1477069	1477929	BSU14050-MONOMER
BSU37360	BSU37360	3836146	3836298	BSU37360-MONOMER
BSU18970	BSU18970	2065424	2069029	BSU18970-MONOMER
BSU23370	BSU23370	2436045	2436917	BSU23370-MONOMER
BSU28240	BSU28240	2887817	2888821	BSU28240-MONOMER
BSU04270	BSU04270	478944	480032	BSU04270-MONOMER
BSU09300	BSU09300	1004975	1006642	BSU09300-MONOMER
BSU13860	BSU13860	1453691	1454782	BSU13860-MONOMER
BSU37170	BSU37170	3813246	3814385	BSU37170-MONOMER
BSU18780	BSU18780	2046980	2047411	BSU18780-MONOMER
BSU23080	BSU23080	2412706	2413473	BSU23080-MONOMER
BSU04100	BSU04100	461615	462367	BSU04100-MONOMER
BSU28080	BSU28080	2865312	2866604	BSU28080-MONOMER
BSU09100	BSU09100	984262	984465	BSU09100-MONOMER
BSU13690	BSU13690	1434433	1435245	BSU13690-MONOMER
BSU36970	BSU36970	3794676	3795350	BSU36970-MONOMER
BSU18590	BSU18590	2028175	2028579	BSU18590-MONOMER
BSU22830	BSU22830	2389151	2390188	BSU22830-MONOMER
BSU03880	BSU03880	439709	440023	BSU03880-MONOMER
BSU27890	BSU27890	2850716	2851258	BSU27890-MONOMER
BSU08880	BSU08880	965909	966178	BSU08880-MONOMER
BSU37640	BSU37640	3863415	3864260	BSU37640-MONOMER
BSU13540	BSU13540	1421426	1421923	BSU13540-MONOMER
BSU13410	BSU13410	1406357	1407292	BSU13410-MONOMER
BSU36750	BSU36750	3776722	3777753	BSU36750-MONOMER
BSU38620	BSU38620	3964278	3964868	BSU38620-MONOMER
BSU18390	BSU18390	2003401	2003946	BSU18390-MONOMER
BSU00880	BSU00880	107476	108558	BSU00880-MONOMER
BSU03651	BSU03651	414595	414822	BSU03651-MONOMER
BSU13400	BSU13400	1404518	1406353	BSU13400-MONOMER
BSU27690	BSU27690	2831915	2832367	BSU27690-MONOMER
BSU08700	BSU08700	941168	942229	BSU08700-MONOMER
BSU13280	BSU13280	1394776	1395288	BSU13280-MONOMER
BSU36560	BSU36560	3760694	3761185	BSU36560-MONOMER
BSU18230	BSU18230	1952031	1952930	BSU18230-MONOMER
BSU03470	BSU03470	376032	376394	BSU03470-MONOMER
G8J2-164	BSU_misc_RNA_74	2069732	2070115	RNA8J2-11
BSU22480	BSU22480	2358911	2359324	BSU22480-MONOMER
BSU27480	BSU27480	2806286	2808682	BSU27480-MONOMER
BSU32440	BSU32440	3331857	3333149	BSU32440-MONOMER
BSU08460	BSU08460	921472	922503	BSU08460-MONOMER
BSU13100	BSU13100	1376855	1377172	BSU13100-MONOMER
BSU05330	BSU05330	579541	579876	BSU05330-MONOMER
BSU36370	BSU36370	3743732	3744157	BSU36370-MONOMER
BSU15240	BSU15240	1593704	1594495	BSU15240-MONOMER
BSU18020	BSU18020	1930264	1930410	BSU18020-MONOMER
BSU33540	BSU33540	3445442	3446077	BSU33540-MONOMER
BSU03300	BSU03300	355764	358181	BSU03300-MONOMER
BSU10550	BSU10550	1128286	1129611	BSU10550-MONOMER
BSU41020	BSU41020	4211510	4212889	BSU41020-MONOMER
BSU05510	BSU05510	598729	599067	BSU05510-MONOMER
BSU22210	BSU22210	2333324	2334565	BSU22210-MONOMER
BSU29390	BSU29390	3008249	3008785	BSU29390-MONOMER
BSU27220	BSU27220	2781209	2784151	BSU27220-MONOMER
BSU00580	BSU00580	66405	67874	BSU00580-MONOMER
BSU32220	BSU32220	3310386	3310721	BSU32220-MONOMER
BSU15480	BSU15480	1619023	1620330	BSU15480-MONOMER
BSU08270	BSU08270	901555	902496	BSU08270-MONOMER
BSU33740	BSU33740	3463534	3464067	BSU33740-MONOMER
BSU12890	BSU12890	1356447	1357418	BSU12890-MONOMER
BSU10720	BSU10720	1150206	1150427	BSU10720-MONOMER
BSU36130	BSU36130	3722005	3722541	BSU36130-MONOMER
BSU05770	BSU05770	622808	623290	BSU05770-MONOMER
BSU17820	BSU17820	1915221	1915979	BSU17820-MONOMER
BSU24760	BSU24760	2562966	2563802	BSU24760-MONOMER
BSU03110	BSU03110	336092	337432	BSU03110-MONOMER
BSU20300	BSU20300	2174104	2174319	BSU20300-MONOMER
BSU40800	BSU40800	4189796	4190212	BSU40800-MONOMER
BSU38590	BSU38590	3961566	3961874	BSU38590-MONOMER
BSU22030	BSU22030	2312529	2316110	BSU22030-MONOMER
BSU00760	BSU00760	84874	85755	BSU00760-MONOMER
BSU27009	BSU27009	2755987	2756181	MONOMER8J2-61
BSU11880	BSU11880	1259606	1260778	BSU11880-MONOMER
BSU32000	BSU32000	3291511	3292296	BSU32000-MONOMER
BSU07090	BSU07090	776834	779407	BSU07090-MONOMER
BSU08060	BSU08060	879002	880003	BSU08060-MONOMER
BSU31000	BSU31000	3179926	3180447	BSU31000-MONOMER
BSU12720	BSU12720	1340932	1341357	BSU12720-MONOMER
BSU26170	BSU26170	2685856	2686773	BSU26170-MONOMER
BSU35920	BSU35920	3702393	3703274	BSU35920-MONOMER
BSU30530	BSU30530	3124250	3125641	BSU30530-MONOMER
BSU17590	BSU17590	1890512	1891666	BSU17590-MONOMER
BSU06660	BSU06660	726840	728318	BSU06660-MONOMER
BSU02910	BSU02910	313396	313974	BSU02910-MONOMER
BSU02140	BSU02140	233994	235328	BSU02140-MONOMER
BSU40600	BSU40600	4174410	4175120	BSU40600-MONOMER
BSU30070	BSU30070	3076818	3078356	BSU30070-MONOMER
BSU21810	BSU21810	2296603	2297109	BSU21810-MONOMER
BSU06160	BSU06160	668601	669992	BSU06160-MONOMER
BSU26770	BSU26770	2733772	2734143	BSU26770-MONOMER
BSU25570	BSU25570	2637543	2639873	BSU25570-MONOMER
BSU40560	BSU40560	4169166	4169612	BSU40560-MONOMER
BSU04360	BSU04360	491147	492424	BSU04360-MONOMER
BSU21780	BSU21780	2294286	2295281	BSU21780-MONOMER
BSU14360	BSU14360	1505416	1506108	BSU14360-MONOMER
BSU26730	BSU26730	2730560	2730835	BSU26730-MONOMER
BSU03810	BSU03810	433315	434262	BSU03810-MONOMER
BSU31700	BSU31700	3255853	3256020	BSU31700-MONOMER
BSU13300	BSU13300	1396013	1397368	BSU13300-MONOMER
BSU07800	BSU07800	850367	851779	BSU07800-MONOMER
BSU02420	BSU02420	262732	264168	BSU02420-MONOMER
BSU12550	BSU12550	1324149	1324355	BSU12550-MONOMER
BSU35090	BSU35090	3605523	3606734	BSU35090-MONOMER
BSU35720	BSU35720	3676159	3678399	BSU35720-MONOMER
BSU07570	BSU07570	829382	830818	BSU07570-MONOMER
BSU17330	BSU17330	1866389	1867333	BSU17330-MONOMER
BSU02170	BSU02170	236879	238129	BSU02170-MONOMER
BSU02710	BSU02710	292881	293264	BSU02710-MONOMER
BSU30370	BSU30370	3109397	3111337	BSU30370-MONOMER
BSU40320	BSU40320	4141711	4142601	BSU40320-MONOMER
BSU06230	BSU06230	676442	677863	BSU06230-MONOMER
BSU21580	BSU21580	2275706	2277421	BSU21580-MONOMER
BSU28900	BSU28900	2954492	2955187	BSU28900-MONOMER
BSU26530	BSU26530	2712577	2713134	BSU26530-MONOMER
BSU05470	BSU05470	595109	596002	BSU05470-MONOMER
BSU31450	BSU31450	3230067	3231353	BSU31450-MONOMER
BSU14370	BSU14370	1506105	1507298	BSU14370-MONOMER
BSU07510	BSU07510	824714	825715	BSU07510-MONOMER
BSU03820	BSU03820	434256	435014	BSU03820-MONOMER
BSU12380	BSU12380	1309880	1311322	BSU12380-MONOMER
BSU14340	BSU14340	1503582	1504277	BSU14340-MONOMER
BSU35430	BSU35430	3640285	3640551	BSU35430-MONOMER
BSU03330	BSU03330	362937	364142	BSU03330-MONOMER
BSU17150	BSU17150	1789943	1791205	BSU17150-MONOMER
BSU38280	BSU38280	3929105	3930550	BSU38280-MONOMER
BSU02530	BSU02530	277160	277321	BSU02530-MONOMER
BSU08260	BSU08260	900080	901528	BSU08260-MONOMER
BSU40080	BSU40080	4117080	4118486	BSU40080-MONOMER
BSU02340	BSU02340	253518	254762	BSU02340-MONOMER
BSU21410	BSU21410	2263489	2264592	BSU21410-MONOMER
BSU30380	BSU30380	3111327	3112088	BSU30380-MONOMER
BSU26320	BSU26320	2697673	2698242	BSU26320-MONOMER
BSU06320	BSU06320	686962	687834	BSU06320-MONOMER
BSU31240	BSU31240	3206169	3208154	BSU31240-MONOMER
BSU28910	BSU28910	2955209	2955649	BSU28910-MONOMER
BSU07310	BSU07310	802351	803286	BSU07310-MONOMER
BSU05800	BSU05800	625125	626291	BSU05800-MONOMER
BSU12210	BSU12210	1291344	1292534	BSU12210-MONOMER
BSU15030	BSU15030	1570574	1571800	BSU15030-MONOMER
BSU35220	BSU35220	3620346	3621539	BSU35220-MONOMER
BSU03830	BSU03830	435036	435989	BSU03830-MONOMER
BSU16990	BSU16990	1770461	1771504	BSU16990-MONOMER
BSU14350	BSU14350	1504282	1505415	BSU14350-MONOMER
BSU39900	BSU39900	4098150	4098419	BSU39900-MONOMER
BSU03800	BSU03800	432372	433322	BSU03800-MONOMER
BSU21260	BSU21260	2243642	2243992	BSU21260-MONOMER
BSU09280	BSU09280	1002501	1003325	BSU09280-MONOMER
BSU34970	BSU34970	3591810	3592460	BSU34970-MONOMER
BSU02400	BSU02400	260123	261535	BSU02400-MONOMER
BSU16740	BSU16740	1745263	1745865	BSU16740-MONOMER
BSU02120	BSU02120	231348	232967	BSU02120-MONOMER
BSU39700	BSU39700	4075785	4076819	BSU39700-MONOMER
BSU21100	BSU21100	2229988	2230908	BSU21100-MONOMER
BSU25990	BSU25990	2670363	2670788	BSU25990-MONOMER
BSU30810	BSU30810	3149751	3150575	BSU30810-MONOMER
BSU06920	BSU06920	757111	757653	BSU06920-MONOMER
BSU15690	BSU15690	1642567	1642770	BSU15690-MONOMER
BSU11700	BSU11700	1245808	1246818	BSU11700-MONOMER
BSU33930	BSU33930	3480197	3481381	BSU33930-MONOMER
BSU34750	BSU34750	3569573	3570523	BSU34750-MONOMER
BSU10930	BSU10930	1171755	1172465	BSU10930-MONOMER
BSU16520	BSU16520	1720526	1721083	BSU16520-MONOMER
BSU05960	BSU05960	646582	647094	BSU05960-MONOMER
BSU01920	BSU01920	214175	215407	BSU01920-MONOMER
BSU29805	BSU29805	3049725	3052583	BSU29805-MONOMER
BSU39480	BSU39480	4058029	4058778	BSU39480-MONOMER
BSU25020	BSU25020	2585434	2586042	BSU25020-MONOMER
BSU20940	BSU20940	2213536	2214864	BSU20940-MONOMER
BSU20460	BSU20460	2189961	2190785	BSU20460-MONOMER
BSU25800	BSU25800	2656816	2657256	BSU25800-MONOMER
BSU38780	BSU38780	3981227	3982915	BSU38780-MONOMER
BSU30550	BSU30550	3127825	3129027	BSU30550-MONOMER
BSU01000	BSU01000	117532	117711	BSU01000-MONOMER
BSU06690	BSU06690	730509	731939	BSU06690-MONOMER
BSU15890	BSU15890	1662547	1663548	BSU15890-MONOMER
BSU11530	BSU11530	1229915	1231036	BSU11530-MONOMER
BSU34140	BSU34140	3505102	3505953	BSU34140-MONOMER
BSU34530	BSU34530	3544642	3545604	BSU34530-MONOMER
BSU11140	BSU11140	1190490	1191302	BSU11140-MONOMER
BSU16330	BSU16330	1703834	1704196	BSU16330-MONOMER
BSU06190	BSU06190	671994	673019	BSU06190-MONOMER
BSU01680	BSU01680	189790	191157	BSU01680-MONOMER
BSU30010	BSU30010	3071400	3072110	BSU30010-MONOMER
BSU39260	BSU39260	4032346	4033755	BSU39260-MONOMER
BSU28990	BSU28990	2964148	2965566	BSU28990-MONOMER
BSU20780	BSU20780	2203779	2204003	BSU20780-MONOMER
BSU22350	BSU22350	2345433	2346131	BSU22350-MONOMER
BSU25580	BSU25580	2639877	2640446	BSU25580-MONOMER
BSU00010	BSU00010	410	1750	BSU00010-MONOMER
BSU30260	BSU30260	3096782	3097816	BSU30260-MONOMER
BSU29230	BSU29230	2991269	2994616	BSU29230-MONOMER
BSU06500	BSU06500	706973	708013	BSU06500-MONOMER
BSU25210	BSU25210	2601528	2603339	BSU25210-MONOMER
