Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
PPTS312_34930-MONOMER	Inner_Membrane	PPTS312_34930()	Inner_Membrane	s
PPTS312_10300-MONOMER	Membrane	PPTS312_10300()	Membrane	s
PPTS312_15010-MONOMER	Membrane	PPTS312_15010()	Membrane	s
PPTS312_21190-MONOMER	Membrane	PPTS312_21190()	Membrane	s
PPTS312_02070-MONOMER	Inner_Membrane	PPTS312_02070()	Inner_Membrane	s
PPTS312_41650-MONOMER	Inner_Membrane	PPTS312_41650()	Inner_Membrane	s
PPTS312_29260-MONOMER	Inner_Membrane	PPTS312_29260()	Inner_Membrane	s
PPTS312_30030-MONOMER	Inner_Membrane	PPTS312_30030()	Inner_Membrane	s
PPTS312_39760-MONOMER	Membrane	PPTS312_39760()	Membrane	s
PPTS312_44750-MONOMER	Inner_Membrane	PPTS312_44750()	Inner_Membrane	s
PPTS312_03760-MONOMER	Inner_Membrane	PPTS312_03760()	Inner_Membrane	s
PPTS312_17990-MONOMER	Inner_Membrane	PPTS312_17990()	Inner_Membrane	s
PPTS312_50830-MONOMER	Inner_Membrane	PPTS312_50830()	Inner_Membrane	s
PPTS312_45710-MONOMER	Membrane	PPTS312_45710()	Membrane	s
PPTS312_50640-MONOMER	Inner_Membrane	PPTS312_50640()	Inner_Membrane	s
PPTS312_01620-MONOMER	Inner_Membrane	PPTS312_01620()	Inner_Membrane	s
PPTS312_42270-MONOMER	Inner_Membrane	PPTS312_42270()	Inner_Membrane	s
PPTS312_16110-MONOMER	Inner_Membrane	PPTS312_16110()	Inner_Membrane	s
PPTS312_03220-MONOMER	Inner_Membrane	PPTS312_03220()	Inner_Membrane	s
CPLX_APSR-0	Inner_Membrane	PPTS312_03220()	Inner_Membrane	s
CPLX_METSOXR1-0	Inner_Membrane	PPTS312_03220()	Inner_Membrane	s
CPLX_METSOXR1-1	Inner_Membrane	PPTS312_03220()	Inner_Membrane	s
CPLX_RNDR1-0	Inner_Membrane	PPTS312_03220()	Inner_Membrane	s
CPLX_THIORDXi-0	Inner_Membrane	PPTS312_03220()	Inner_Membrane	s
CPLX_THIORDXi-2	Inner_Membrane	PPTS312_03220()	Inner_Membrane	s
CPLX_THIORDXi-4	Inner_Membrane	PPTS312_03220()	Inner_Membrane	s
CPLX_THIORDXi-6	Inner_Membrane	PPTS312_03220()	Inner_Membrane	s
CPLX_TRDR-0	Inner_Membrane	PPTS312_03220()	Inner_Membrane	s
PPTS312_45850-MONOMER	Membrane	PPTS312_45850()	Membrane	s
PPTS312_47970-MONOMER	Membrane	PPTS312_47970()	Membrane	s
PPTS312_15750-MONOMER	Membrane	PPTS312_15750()	Membrane	s
PPTS312_40910-MONOMER	Membrane	PPTS312_40910()	Membrane	s
PPTS312_42070-MONOMER	Inner_Membrane	PPTS312_42070()	Inner_Membrane	s
PPTS312_43890-MONOMER	Inner_Membrane	PPTS312_43890()	Inner_Membrane	s
PPTS312_09270-MONOMER	Membrane	PPTS312_09270()	Membrane	s
PPTS312_48060-MONOMER	Membrane	PPTS312_48060()	Membrane	s
PPTS312_05080-MONOMER	Inner_Membrane	PPTS312_05080()	Inner_Membrane	s
PPTS312_17640-MONOMER	Inner_Membrane	PPTS312_17640()	Inner_Membrane	s
PPTS312_11560-MONOMER	Membrane	PPTS312_11560()	Membrane	s
PPTS312_31510-MONOMER	Inner_Membrane	PPTS312_31510()	Inner_Membrane	s
PPTS312_16400-MONOMER	Inner_Membrane	PPTS312_16400()	Inner_Membrane	s
PPTS312_32180-MONOMER	Inner_Membrane	PPTS312_32180()	Inner_Membrane	s
PPTS312_12660-MONOMER	Membrane	PPTS312_12660()	Membrane	s
PPTS312_18680-MONOMER	Inner_Membrane	PPTS312_18680()	Inner_Membrane	s
PPTS312_46090-MONOMER	Inner_Membrane	PPTS312_46090()	Inner_Membrane	s
PPTS312_16330-MONOMER	Inner_Membrane	PPTS312_16330()	Inner_Membrane	s
PPTS312_14210-MONOMER	Inner_Membrane	PPTS312_14210()	Inner_Membrane	s
PPTS312_06590-MONOMER	Inner_Membrane	PPTS312_06590()	Inner_Membrane	s
PPTS312_48100-MONOMER	Membrane	PPTS312_48100()	Membrane	s
PPTS312_08310-MONOMER	Inner_Membrane	PPTS312_08310()	Inner_Membrane	s
PPTS312_03210-MONOMER	Membrane	PPTS312_03210()	Membrane	s
PPTS312_22330-MONOMER	Membrane	PPTS312_22330()	Membrane	s
PPTS312_19300-MONOMER	Inner_Membrane	PPTS312_19300()	Inner_Membrane	s
PPTS312_16470-MONOMER	Membrane	PPTS312_16470()	Membrane	s
PPTS312_01470-MONOMER	Membrane	PPTS312_01470()	Membrane	s
PPTS312_48350-MONOMER	Inner_Membrane	PPTS312_48350()	Inner_Membrane	s
PPTS312_42560-MONOMER	Inner_Membrane	PPTS312_42560()	Inner_Membrane	s
PPTS312_03200-MONOMER	Inner_Membrane	PPTS312_03200()	Inner_Membrane	s
CPLX_OPHBDC-0	Inner_Membrane	PPTS312_03200()	Inner_Membrane	s
PPTS312_50290-MONOMER	Membrane	PPTS312_50290()	Membrane	s
PPTS312_04410-MONOMER	Membrane	PPTS312_04410()	Membrane	s
PPTS312_11430-MONOMER	Membrane	PPTS312_11430()	Membrane	s
PPTS312_50480-MONOMER	Inner_Membrane	PPTS312_50480()	Inner_Membrane	s
PPTS312_03230-MONOMER	Inner_Membrane	PPTS312_03230()	Inner_Membrane	s
PPTS312_09410-MONOMER	Membrane	PPTS312_09410()	Membrane	s
PPTS312_43640-MONOMER	Membrane	PPTS312_43640()	Membrane	s
PPTS312_48140-MONOMER	Membrane	PPTS312_48140()	Membrane	s
PPTS312_18060-MONOMER	Membrane	PPTS312_18060()	Membrane	s
PPTS312_35040-MONOMER	Membrane	PPTS312_35040()	Membrane	s
PPTS312_11210-MONOMER	Inner_Membrane	PPTS312_11210()	Inner_Membrane	s
PPTS312_42900-MONOMER	Inner_Membrane	PPTS312_42900()	Inner_Membrane	s
PPTS312_25060-MONOMER	Inner_Membrane	PPTS312_25060()	Inner_Membrane	s
PPTS312_19930-MONOMER	Inner_Membrane	PPTS312_19930()	Inner_Membrane	s
PPTS312_05940-MONOMER	Periplasm	PPTS312_05940()	Periplasm	s
PPTS312_16280-MONOMER	Membrane	PPTS312_16280()	Membrane	s
PPTS312_09430-MONOMER	Inner_Membrane	PPTS312_09430()	Inner_Membrane	s
PPTS312_39030-MONOMER	Inner_Membrane	PPTS312_39030()	Inner_Membrane	s
PPTS312_12960-MONOMER	Periplasm	PPTS312_12960()	Periplasm	s
PPTS312_13280-MONOMER	Periplasm	PPTS312_13280()	Periplasm	s
PPTS312_48260-MONOMER	Inner_Membrane	PPTS312_48260()	Inner_Membrane	s
PPTS312_29840-MONOMER	Inner_Membrane	PPTS312_29840()	Inner_Membrane	s
PPTS312_09250-MONOMER	Inner_Membrane	PPTS312_09250()	Inner_Membrane	s
PPTS312_07400-MONOMER	Inner_Membrane	PPTS312_07400()	Inner_Membrane	s
PPTS312_35640-MONOMER	Membrane	PPTS312_35640()	Membrane	s
PPTS312_48250-MONOMER	Membrane	PPTS312_48250()	Membrane	s
PPTS312_35410-MONOMER	Inner_Membrane	PPTS312_35410()	Inner_Membrane	s
PPTS312_36170-MONOMER	Membrane	PPTS312_36170()	Membrane	s
PPTS312_03240-MONOMER	Outer_Membrane	PPTS312_03240()	Outer_Membrane	s
PPTS312_42340-MONOMER	Membrane	PPTS312_42340()	Membrane	s
PPTS312_46010-MONOMER	Inner_Membrane	PPTS312_46010()	Inner_Membrane	s
PPTS312_02100-MONOMER	Inner_Membrane	PPTS312_02100()	Inner_Membrane	s
