Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
EWS79_RS08995	EWS79_RS08995	2039833	2040633	EWS79_RS08995-MONOMER
EWS79_RS01770	EWS79_RS01770	417501	418202	EWS79_RS01770-MONOMER
EWS79_RS00620	EWS79_RS00620	136652	138079	EWS79_RS00620-MONOMER
EWS79_RS01720	EWS79_RS01720	405312	407633	EWS79_RS01720-MONOMER
EWS79_RS07315	EWS79_RS07315	1679818	1680312	EWS79_RS07315-MONOMER
EWS79_RS08770	EWS79_RS08770	1992330	1992677	EWS79_RS08770-MONOMER
EWS79_RS00530	EWS79_RS00530	115570	118062	EWS79_RS00530-MONOMER
EWS79_RS03945	EWS79_RS03945	897128	898705	EWS79_RS03945-MONOMER
EWS79_RS01565	EWS79_RS01565	375131	375820	EWS79_RS01565-MONOMER
EWS79_RS08445	EWS79_RS08445	1923810	1924436	EWS79_RS08445-MONOMER
EWS79_RS03100	EWS79_RS03100	697321	699540	EWS79_RS03100-MONOMER
EWS79_RS08935	EWS79_RS08935	2025126	2027687	EWS79_RS08935-MONOMER
EWS79_RS03525	EWS79_RS03525	797580	798365	EWS79_RS03525-MONOMER
EWS79_RS06425	EWS79_RS06425	1459718	1461127	EWS79_RS06425-MONOMER
EWS79_RS06325	EWS79_RS06325	1432336	1435242	EWS79_RS06325-MONOMER
EWS79_RS00865	EWS79_RS00865	194763	196655	EWS79_RS00865-MONOMER
EWS79_RS06935	EWS79_RS06935	1591324	1592028	EWS79_RS06935-MONOMER
EWS79_RS03480	EWS79_RS03480	782941	784527	EWS79_RS03480-MONOMER
EWS79_RS00085	EWS79_RS00085	18995	20401	EWS79_RS00085-MONOMER
EWS79_RS03840	EWS79_RS03840	874445	875413	EWS79_RS03840-MONOMER
EWS79_RS03855	EWS79_RS03855	877808	878701	EWS79_RS03855-MONOMER
EWS79_RS06625	EWS79_RS06625	1511992	1512768	EWS79_RS06625-MONOMER
EWS79_RS00605	EWS79_RS00605	133993	134799	EWS79_RS00605-MONOMER
EWS79_RS03785	EWS79_RS03785	865059	865955	EWS79_RS03785-MONOMER
EWS79_RS01430	EWS79_RS01430	333442	334221	EWS79_RS01430-MONOMER
EWS79_RS08120	EWS79_RS08120	1854807	1855388	EWS79_RS08120-MONOMER
EWS79_RS05180	EWS79_RS05180	1175447	1176247	EWS79_RS05180-MONOMER
EWS79_RS05785	EWS79_RS05785	1313986	1315611	EWS79_RS05785-MONOMER
EWS79_RS08230	EWS79_RS08230	1878263	1878589	EWS79_RS08230-MONOMER
EWS79_RS00345	EWS79_RS00345	74614	74883	EWS79_RS00345-MONOMER
EWS79_RS05705	EWS79_RS05705	1294362	1294598	EWS79_RS05705-MONOMER
EWS79_RS06375	EWS79_RS06375	1449080	1450093	EWS79_RS06375-MONOMER
EWS79_RS05075	EWS79_RS05075	1154616	1155554	EWS79_RS05075-MONOMER
EWS79_RS07335	EWS79_RS07335	1683908	1685005	EWS79_RS07335-MONOMER
EWS79_RS05260	EWS79_RS05260	1196710	1197084	EWS79_RS05260-MONOMER
EWS79_RS02550	EWS79_RS02550	578378	579910	EWS79_RS02550-MONOMER
EWS79_RS06480	EWS79_RS06480	1472740	1473336	EWS79_RS06480-MONOMER
EWS79_RS01180	EWS79_RS01180	277905	279404	EWS79_RS01180-MONOMER
EWS79_RS04865	EWS79_RS04865	1100980	1101972	EWS79_RS04865-MONOMER
EWS79_RS03205	EWS79_RS03205	721993	722532	EWS79_RS03205-MONOMER
EWS79_RS07005	EWS79_RS07005	1606600	1607514	EWS79_RS07005-MONOMER
EWS79_RS06385	EWS79_RS06385	1450714	1453254	EWS79_RS06385-MONOMER
EWS79_RS07555	EWS79_RS07555	1734896	1735720	EWS79_RS07555-MONOMER
EWS79_RS02110	EWS79_RS02110	485597	485935	EWS79_RS02110-MONOMER
EWS79_RS08835	EWS79_RS08835	2001622	2002365	EWS79_RS08835-MONOMER
EWS79_RS07030	EWS79_RS07030	1612755	1612831	EWS79_RS07030-tRNA
EWS79_RS04345	EWS79_RS04345	991025	992014	EWS79_RS04345-MONOMER
EWS79_RS00310	EWS79_RS00310	67151	68488	EWS79_RS00310-MONOMER
EWS79_RS08015	EWS79_RS08015	1830545	1832389	EWS79_RS08015-MONOMER
EWS79_RS07150	EWS79_RS07150	1644420	1644866	EWS79_RS07150-MONOMER
EWS79_RS08510	EWS79_RS08510	1935651	1936727	EWS79_RS08510-MONOMER
EWS79_RS04755	EWS79_RS04755	1077983	1078387	EWS79_RS04755-MONOMER
EWS79_RS02805	EWS79_RS02805	630353	630778	EWS79_RS02805-MONOMER
EWS79_RS07930	EWS79_RS07930	1812526	1813932	EWS79_RS07930-MONOMER
EWS79_RS00035	EWS79_RS00035	8386	9120	EWS79_RS00035-MONOMER
EWS79_RS05390	EWS79_RS05390	1228049	1228366	EWS79_RS05390-MONOMER
EWS79_RS04230	EWS79_RS04230	966620	967888	EWS79_RS04230-MONOMER
EWS79_RS08670	EWS79_RS08670	1967397	1968605	EWS79_RS08670-MONOMER
EWS79_RS01495	EWS79_RS01495	352877	354718	EWS79_RS01495-MONOMER
EWS79_RS08180	EWS79_RS08180	1870330	1871784	EWS79_RS08180-MONOMER
EWS79_RS04785	EWS79_RS04785	1082144	1082953	EWS79_RS04785-MONOMER
EWS79_RS05090	EWS79_RS05090	1158075	1159094	EWS79_RS05090-MONOMER
EWS79_RS00615	EWS79_RS00615	135759	136385	EWS79_RS00615-MONOMER
EWS79_RS07830	EWS79_RS07830	1792151	1793260	EWS79_RS07830-MONOMER
EWS79_RS02570	EWS79_RS02570	584388	585242	EWS79_RS02570-MONOMER
EWS79_RS06285	EWS79_RS06285	1425405	1425881	EWS79_RS06285-MONOMER
EWS79_RS07165	EWS79_RS07165	1647696	1648760	EWS79_RS07165-MONOMER
EWS79_RS07880	EWS79_RS07880	1802903	1803859	EWS79_RS07880-MONOMER
EWS79_RS05920	EWS79_RS05920	1343630	1343902	EWS79_RS05920-MONOMER
EWS79_RS01115	EWS79_RS01115	260929	261594	EWS79_RS01115-MONOMER
EWS79_RS07545	EWS79_RS07545	1732337	1733452	EWS79_RS07545-MONOMER
EWS79_RS08090	EWS79_RS08090	1849928	1850194	EWS79_RS08090-MONOMER
EWS79_RS07090	EWS79_RS07090	1624744	1627584	EWS79_RS07090-MONOMER
EWS79_RS06090	EWS79_RS06090	1384581	1385426	EWS79_RS06090-MONOMER
EWS79_RS03900	EWS79_RS03900	887217	888242	EWS79_RS03900-MONOMER
EWS79_RS04935	EWS79_RS04935	1122579	1123061	EWS79_RS04935-MONOMER
EWS79_RS04035	EWS79_RS04035	923618	924277	EWS79_RS04035-MONOMER
EWS79_RS07760	EWS79_RS07760	1775013	1775786	EWS79_RS07760-MONOMER
EWS79_RS03990	EWS79_RS03990	908918	909121	EWS79_RS03990-MONOMER
EWS79_RS05510	EWS79_RS05510	1251557	1253317	EWS79_RS05510-MONOMER
EWS79_RS00205	EWS79_RS00205	45398	46003	EWS79_RS00205-MONOMER
EWS79_RS00910	EWS79_RS00910	202897	206277	EWS79_RS00910-MONOMER
EWS79_RS07070	EWS79_RS07070	1619847	1622285	EWS79_RS07070-MONOMER
EWS79_RS03230	EWS79_RS03230	724973	725350	EWS79_RS03230-MONOMER
EWS79_RS05250	EWS79_RS05250	1194542	1195960	EWS79_RS05250-MONOMER
EWS79_RS06745	EWS79_RS06745	1535247	1537034	EWS79_RS06745-MONOMER
EWS79_RS06145	EWS79_RS06145	1396918	1398192	EWS79_RS06145-MONOMER
EWS79_RS06800	EWS79_RS06800	1549449	1552532	EWS79_RS06800-MONOMER
EWS79_RS07290	EWS79_RS07290	1675997	1676323	EWS79_RS07290-MONOMER
EWS79_RS05760	EWS79_RS05760	1307662	1308222	EWS79_RS05760-MONOMER
EWS79_RS01615	EWS79_RS01615	385761	387950	EWS79_RS01615-MONOMER
EWS79_RS04475	EWS79_RS04475	1021456	1022103	EWS79_RS04475-MONOMER
EWS79_RS07580	EWS79_RS07580	1740623	1741699	EWS79_RS07580-MONOMER
EWS79_RS06280	EWS79_RS06280	1424816	1425229	EWS79_RS06280-MONOMER
EWS79_RS05300	EWS79_RS05300	1206663	1208603	EWS79_RS05300-MONOMER
EWS79_RS01370	EWS79_RS01370	319792	322617	EWS79_RS01370-MONOMER
EWS79_RS02205	EWS79_RS02205	510845	512245	EWS79_RS02205-MONOMER
EWS79_RS06320	EWS79_RS06320	1431170	1432258	EWS79_RS06320-MONOMER
EWS79_RS03935	EWS79_RS03935	894667	895221	EWS79_RS03935-MONOMER
EWS79_RS01635	EWS79_RS01635	389689	390603	EWS79_RS01635-MONOMER
EWS79_RS05150	EWS79_RS05150	1170746	1171303	EWS79_RS05150-MONOMER
EWS79_RS02835	EWS79_RS02835	635068	635379	EWS79_RS02835-MONOMER
EWS79_RS02465	EWS79_RS02465	556852	558000	EWS79_RS02465-MONOMER
EWS79_RS02870	EWS79_RS02870	640868	641926	EWS79_RS02870-MONOMER
EWS79_RS07395	EWS79_RS07395	1701463	1702254	EWS79_RS07395-MONOMER
EWS79_RS01475	EWS79_RS01475	343568	344194	EWS79_RS01475-MONOMER
EWS79_RS06240	EWS79_RS06240	1416672	1417466	EWS79_RS06240-MONOMER
EWS79_RS02135	EWS79_RS02135	495230	495931	EWS79_RS02135-MONOMER
EWS79_RS07045	EWS79_RS07045	1616184	1616259	EWS79_RS07045-tRNA
EWS79_RS05985	EWS79_RS05985	1357905	1360508	EWS79_RS05985-MONOMER
EWS79_RS02095	EWS79_RS02095	481236	481466	EWS79_RS02095-MONOMER
EWS79_RS08805	EWS79_RS08805	1996096	1996485	EWS79_RS08805-MONOMER
EWS79_RS05515	EWS79_RS05515	1253434	1253509	EWS79_RS05515-tRNA
EWS79_RS07265	EWS79_RS07265	1670098	1671669	EWS79_RS07265-MONOMER
EWS79_RS00325	EWS79_RS00325	69776	70327	EWS79_RS00325-MONOMER
EWS79_RS07770	EWS79_RS07770	1776865	1777806	EWS79_RS07770-MONOMER
EWS79_RS08035	EWS79_RS08035	1837591	1837666	EWS79_RS08035-tRNA
EWS79_RS08205	EWS79_RS08205	1874429	1875016	EWS79_RS08205-MONOMER
EWS79_RS03355	EWS79_RS03355	751733	752857	EWS79_RS03355-MONOMER
EWS79_RS06775	EWS79_RS06775	1542431	1543366	EWS79_RS06775-MONOMER
EWS79_RS05690	EWS79_RS05690	1291462	1291701	EWS79_RS05690-MONOMER
EWS79_RS02715	EWS79_RS02715	612495	612848	EWS79_RS02715-MONOMER
EWS79_RS01275	EWS79_RS01275	301061	302314	EWS79_RS01275-MONOMER
EWS79_RS06305	EWS79_RS06305	1429221	1429388	EWS79_RS06305-MONOMER
EWS79_RS02790	EWS79_RS02790	627240	628274	EWS79_RS02790-MONOMER
EWS79_RS03455	EWS79_RS03455	778104	779576	EWS79_RS03455-MONOMER
EWS79_RS06175	EWS79_RS06175	1405063	1406040	EWS79_RS06175-MONOMER
EWS79_RS01960	EWS79_RS01960	452013	453263	EWS79_RS01960-MONOMER
EWS79_RS06845	EWS79_RS06845	1565132	1566799	EWS79_RS06845-MONOMER
EWS79_RS01110	EWS79_RS01110	259275	260732	EWS79_RS01110-MONOMER
EWS79_RS04330	EWS79_RS04330	987363	988517	EWS79_RS04330-MONOMER
EWS79_RS08060	EWS79_RS08060	1842443	1843282	EWS79_RS08060-MONOMER
EWS79_RS00270	EWS79_RS00270	59627	59896	EWS79_RS00270-MONOMER
EWS79_RS02365	EWS79_RS02365	532512	532934	EWS79_RS02365-MONOMER
EWS79_RS01150	EWS79_RS01150	269639	271063	EWS79_RS01150-MONOMER
EWS79_RS01350	EWS79_RS01350	317031	317279	EWS79_RS01350-MONOMER
EWS79_RS06065	EWS79_RS06065	1377713	1380850	EWS79_RS06065-MONOMER
EWS79_RS06300	EWS79_RS06300	1427506	1428882	EWS79_RS06300-MONOMER
EWS79_RS05010	EWS79_RS05010	1140761	1143067	EWS79_RS05010-MONOMER
EWS79_RS08595	EWS79_RS08595	1951971	1952699	EWS79_RS08595-MONOMER
EWS79_RS04405	EWS79_RS04405	1006216	1006701	EWS79_RS04405-MONOMER
EWS79_RS08135	EWS79_RS08135	1860689	1862158	EWS79_RS08135-MONOMER
EWS79_RS05225	EWS79_RS05225	1185427	1185729	EWS79_RS05225-MONOMER
EWS79_RS04695	EWS79_RS04695	1066699	1068945	EWS79_RS04695-MONOMER
EWS79_RS00950	EWS79_RS00950	215793	216554	EWS79_RS00950-MONOMER
EWS79_RS01005	EWS79_RS01005	227809	228195	EWS79_RS01005-MONOMER
EWS79_RS00425	EWS79_RS00425	91652	93106	EWS79_RS00425-MONOMER
EWS79_RS04930	EWS79_RS04930	1120018	1122282	EWS79_RS04930-MONOMER
EWS79_RS02760	EWS79_RS02760	620611	621297	EWS79_RS02760-MONOMER
EWS79_RS03040	EWS79_RS03040	682585	683532	EWS79_RS03040-MONOMER
EWS79_RS06470	EWS79_RS06470	1470088	1471128	EWS79_RS06470-MONOMER
EWS79_RS03620	EWS79_RS03620	818426	819739	EWS79_RS03620-MONOMER
EWS79_RS09045	EWS79_RS09045	2052615	2053871	EWS79_RS09045-MONOMER
EWS79_RS00570	EWS79_RS00570	125170	126426	EWS79_RS00570-MONOMER
EWS79_RS04780	EWS79_RS04780	1080888	1082147	EWS79_RS04780-MONOMER
EWS79_RS08820	EWS79_RS08820	1997267	1999210	EWS79_RS08820-MONOMER
EWS79_RS07710	EWS79_RS07710	1767341	1767718	EWS79_RS07710-MONOMER
EWS79_RS06215	EWS79_RS06215	1412219	1413376	EWS79_RS06215-MONOMER
EWS79_RS00415	EWS79_RS00415	89582	89773	EWS79_RS00415-MONOMER
EWS79_RS08745	EWS79_RS08745	1986822	1987331	EWS79_RS08745-MONOMER
EWS79_RS01625	EWS79_RS01625	388372	389223	EWS79_RS01625-MONOMER
EWS79_RS07180	EWS79_RS07180	1651027	1651656	EWS79_RS07180-MONOMER
EWS79_RS02105	EWS79_RS02105	483664	485463	EWS79_RS02105-MONOMER
EWS79_RS08580	EWS79_RS08580	1949421	1950476	EWS79_RS08580-MONOMER
EWS79_RS07295	EWS79_RS07295	1676388	1677074	EWS79_RS07295-MONOMER
EWS79_RS05600	EWS79_RS05600	1269583	1270113	EWS79_RS05600-MONOMER
EWS79_RS07530	EWS79_RS07530	1727763	1728863	EWS79_RS07530-MONOMER
EWS79_RS02785	EWS79_RS02785	625388	627247	EWS79_RS02785-MONOMER
EWS79_RS08280	EWS79_RS08280	1886202	1887251	EWS79_RS08280-MONOMER
EWS79_RS05610	EWS79_RS05610	1272058	1272498	EWS79_RS05610-MONOMER
EWS79_RS06770	EWS79_RS06770	1541606	1542385	EWS79_RS06770-MONOMER
EWS79_RS08840	EWS79_RS08840	2002422	2002868	EWS79_RS08840-MONOMER
EWS79_RS06765	EWS79_RS06765	1541257	1541460	EWS79_RS06765-MONOMER
EWS79_RS00140	EWS79_RS00140	32036	33934	EWS79_RS00140-MONOMER
EWS79_RS02665	EWS79_RS02665	603767	604624	EWS79_RS02665-MONOMER
EWS79_RS06335	EWS79_RS06335	1438413	1441007	EWS79_RS06335-MONOMER
EWS79_RS00480	EWS79_RS00480	104017	104454	EWS79_RS00480-MONOMER
EWS79_RS07745	EWS79_RS07745	1772851	1774062	EWS79_RS07745-MONOMER
EWS79_RS06830	EWS79_RS06830	1562314	1562979	EWS79_RS06830-MONOMER
EWS79_RS05560	EWS79_RS05560	1264622	1265419	EWS79_RS05560-MONOMER
EWS79_RS01245	EWS79_RS01245	294212	295069	EWS79_RS01245-MONOMER
EWS79_RS06760	EWS79_RS06760	1540866	1541243	EWS79_RS06760-MONOMER
EWS79_RS03370	EWS79_RS03370	754301	754714	EWS79_RS03370-MONOMER
EWS79_RS00930	EWS79_RS00930	210916	213747	EWS79_RS00930-MONOMER
EWS79_RS01490	EWS79_RS01490	351396	352739	EWS79_RS01490-MONOMER
EWS79_RS08275	EWS79_RS08275	1885182	1886195	EWS79_RS08275-MONOMER
EWS79_RS00545	EWS79_RS00545	120789	121607	EWS79_RS00545-MONOMER
EWS79_RS06080	EWS79_RS06080	1383145	1383993	EWS79_RS06080-MONOMER
EWS79_RS01805	EWS79_RS01805	423532	425004	EWS79_RS01805-MONOMER
EWS79_RS00070	EWS79_RS00070	16367	17080	EWS79_RS00070-MONOMER
EWS79_RS00860	EWS79_RS00860	193186	193770	EWS79_RS00860-MONOMER
EWS79_RS01970	EWS79_RS01970	455081	456715	EWS79_RS01970-MONOMER
EWS79_RS08795	EWS79_RS08795	1995178	1995818	EWS79_RS08795-MONOMER
EWS79_RS01535	EWS79_RS01535	364879	366066	EWS79_RS01535-MONOMER
EWS79_RS07365	EWS79_RS07365	1693230	1693967	EWS79_RS07365-MONOMER
EWS79_RS01660	EWS79_RS01660	393391	393894	EWS79_RS01660-MONOMER
EWS79_RS02700	EWS79_RS02700	610052	611287	EWS79_RS02700-MONOMER
EWS79_RS02445	EWS79_RS02445	551877	553493	EWS79_RS02445-MONOMER
EWS79_RS00960	EWS79_RS00960	217210	218331	EWS79_RS00960-MONOMER
EWS79_RS01380	EWS79_RS01380	323230	323742	EWS79_RS01380-MONOMER
EWS79_RS08920	EWS79_RS08920	2020652	2022070	EWS79_RS08920-MONOMER
EWS79_RS07325	EWS79_RS07325	1682031	1683056	EWS79_RS07325-MONOMER
EWS79_RS01010	EWS79_RS01010	228288	229862	EWS79_RS01010-MONOMER
EWS79_RS08040	EWS79_RS08040	1837749	1838072	EWS79_RS08040-MONOMER
EWS79_RS02640	EWS79_RS02640	596978	597919	EWS79_RS02640-MONOMER
EWS79_RS03255	EWS79_RS03255	735567	736925	EWS79_RS03255-MONOMER
EWS79_RS04265	EWS79_RS04265	973932	974771	EWS79_RS04265-MONOMER
EWS79_RS05085	EWS79_RS05085	1157517	1158029	EWS79_RS05085-MONOMER
EWS79_RS05115	EWS79_RS05115	1162574	1163050	EWS79_RS05115-MONOMER
EWS79_RS07780	EWS79_RS07780	1779357	1780442	EWS79_RS07780-MONOMER
EWS79_RS05530	EWS79_RS05530	1256508	1258457	EWS79_RS05530-MONOMER
EWS79_RS08590	EWS79_RS08590	1950879	1951901	EWS79_RS08590-MONOMER
EWS79_RS04385	EWS79_RS04385	1000401	1002884	EWS79_RS04385-MONOMER
EWS79_RS03055	EWS79_RS03055	687060	689837	EWS79_RS03055-MONOMER
EWS79_RS05490	EWS79_RS05490	1248772	1248996	EWS79_RS05490-MONOMER
EWS79_RS05435	EWS79_RS05435	1238138	1239658	EWS79_RS05435-MONOMER
EWS79_RS05385	EWS79_RS05385	1226942	1227673	EWS79_RS05385-MONOMER
EWS79_RS05640	EWS79_RS05640	1279032	1280213	EWS79_RS05640-MONOMER
EWS79_RS01195	EWS79_RS01195	281051	281689	EWS79_RS01195-MONOMER
EWS79_RS05430	EWS79_RS05430	1237585	1238010	EWS79_RS05430-MONOMER
EWS79_RS07865	EWS79_RS07865	1799671	1801026	EWS79_RS07865-MONOMER
EWS79_RS06460	EWS79_RS06460	1466651	1468162	EWS79_RS06460-MONOMER
EWS79_RS05850	EWS79_RS05850	1329312	1330319	EWS79_RS05850-MONOMER
EWS79_RS05935	EWS79_RS05935	1345880	1348690	EWS79_RS05935-MONOMER
EWS79_RS08420	EWS79_RS08420	1919288	1920115	EWS79_RS08420-MONOMER
EWS79_RS07355	EWS79_RS07355	1692331	1692406	EWS79_RS07355-tRNA
EWS79_RS06405	EWS79_RS06405	1455409	1456200	EWS79_RS06405-MONOMER
EWS79_RS03650	EWS79_RS03650	826405	828120	EWS79_RS03650-MONOMER
EWS79_RS00355	EWS79_RS00355	76803	78920	EWS79_RS00355-MONOMER
EWS79_RS04440	EWS79_RS04440	1012225	1012851	EWS79_RS04440-MONOMER
EWS79_RS04105	EWS79_RS04105	943232	946009	EWS79_RS04105-MONOMER
EWS79_RS01320	EWS79_RS01320	311282	312097	EWS79_RS01320-MONOMER
EWS79_RS00515	EWS79_RS00515	112713	113186	EWS79_RS00515-MONOMER
EWS79_RS08155	EWS79_RS08155	1862913	1863773	EWS79_RS08155-MONOMER
EWS79_RS04005	EWS79_RS04005	913654	916755	EWS79_RS04005-MONOMER
EWS79_RS00585	EWS79_RS00585	128300	128998	EWS79_RS00585-MONOMER
EWS79_RS00505	EWS79_RS00505	110563	110850	EWS79_RS00505-MONOMER
EWS79_RS05230	EWS79_RS05230	1185726	1186760	EWS79_RS05230-MONOMER
EWS79_RS05780	EWS79_RS05780	1313615	1313989	EWS79_RS05780-MONOMER
EWS79_RS02020	EWS79_RS02020	466171	466791	EWS79_RS02020-MONOMER
EWS79_RS05800	EWS79_RS05800	1317686	1318336	EWS79_RS05800-MONOMER
EWS79_RS06860	EWS79_RS06860	1571917	1573842	EWS79_RS06860-MONOMER
EWS79_RS05245	EWS79_RS05245	1192326	1194542	EWS79_RS05245-MONOMER
EWS79_RS07795	EWS79_RS07795	1782883	1783155	EWS79_RS07795-MONOMER
EWS79_RS06550	EWS79_RS06550	1490460	1491356	EWS79_RS06550-MONOMER
EWS79_RS01305	EWS79_RS01305	306838	308106	EWS79_RS01305-MONOMER
EWS79_RS04550	EWS79_RS04550	1033437	1034537	EWS79_RS04550-MONOMER
EWS79_RS07705	EWS79_RS07705	1766231	1767136	EWS79_RS07705-MONOMER
EWS79_RS05885	EWS79_RS05885	1336284	1337510	EWS79_RS05885-MONOMER
EWS79_RS03265	EWS79_RS03265	737508	737948	EWS79_RS03265-MONOMER
EWS79_RS06005	EWS79_RS06005	1363592	1364353	EWS79_RS06005-MONOMER
EWS79_RS06620	EWS79_RS06620	1511682	1511771	EWS79_RS06620-tRNA
EWS79_RS05475	EWS79_RS05475	1246114	1246851	EWS79_RS05475-MONOMER
EWS79_RS08145	EWS79_RS08145	1862426	1862680	EWS79_RS08145-MONOMER
EWS79_RS08210	EWS79_RS08210	1875192	1875515	EWS79_RS08210-MONOMER
EWS79_RS05980	EWS79_RS05980	1356936	1357781	EWS79_RS05980-MONOMER
EWS79_RS04565	EWS79_RS04565	1037355	1038008	EWS79_RS04565-MONOMER
EWS79_RS02705	EWS79_RS02705	611328	612020	EWS79_RS02705-MONOMER
EWS79_RS00115	EWS79_RS00115	26353	26829	EWS79_RS00115-MONOMER
EWS79_RS02755	EWS79_RS02755	619735	620478	EWS79_RS02755-MONOMER
EWS79_RS04460	EWS79_RS04460	1017712	1019205	EWS79_RS04460-MONOMER
EWS79_RS06505	EWS79_RS06505	1478198	1479076	EWS79_RS06505-MONOMER
EWS79_RS08910	EWS79_RS08910	2018047	2019345	EWS79_RS08910-MONOMER
EWS79_RS06695	EWS79_RS06695	1526576	1527328	EWS79_RS06695-MONOMER
EWS79_RS05890	EWS79_RS05890	1337546	1339003	EWS79_RS05890-MONOMER
EWS79_RS02280	EWS79_RS02280	522733	522936	EWS79_RS02280-MONOMER
EWS79_RS05675	EWS79_RS05675	1286794	1288203	EWS79_RS05675-MONOMER
EWS79_RS06795	EWS79_RS06795	1548452	1549381	EWS79_RS06795-MONOMER
EWS79_RS00730	EWS79_RS00730	158337	158729	EWS79_RS00730-MONOMER
EWS79_RS08460	EWS79_RS08460	1925091	1925459	EWS79_RS08460-MONOMER
EWS79_RS08330	EWS79_RS08330	1898056	1898171	EWS79_RS08330-rRNA
EWS79_RS08815	EWS79_RS08815	1997011	1997262	EWS79_RS08815-MONOMER
EWS79_RS01555	EWS79_RS01555	371698	373521	EWS79_RS01555-MONOMER
EWS79_RS00470	EWS79_RS00470	102404	103015	EWS79_RS00470-MONOMER
EWS79_RS06600	EWS79_RS06600	1503578	1506778	EWS79_RS06600-MONOMER
EWS79_RS03645	EWS79_RS03645	825818	826408	EWS79_RS03645-MONOMER
EWS79_RS02155	EWS79_RS02155	502001	502453	EWS79_RS02155-MONOMER
EWS79_RS03660	EWS79_RS03660	829577	830968	EWS79_RS03660-MONOMER
EWS79_RS07890	EWS79_RS07890	1805244	1806131	EWS79_RS07890-MONOMER
EWS79_RS07625	EWS79_RS07625	1750627	1753035	EWS79_RS07625-MONOMER
EWS79_RS03025	EWS79_RS03025	679328	679909	EWS79_RS03025-MONOMER
EWS79_RS04000	EWS79_RS04000	911634	913334	EWS79_RS04000-MONOMER
EWS79_RS03030	EWS79_RS03030	680351	680773	EWS79_RS03030-MONOMER
EWS79_RS04605	EWS79_RS04605	1045151	1046326	EWS79_RS04605-MONOMER
EWS79_RS00015	EWS79_RS00015	3697	4329	EWS79_RS00015-MONOMER
EWS79_RS05580	EWS79_RS05580	1267327	1267770	EWS79_RS05580-MONOMER
EWS79_RS00080	EWS79_RS00080	18367	18939	EWS79_RS00080-MONOMER
EWS79_RS01965	EWS79_RS01965	453260	454591	EWS79_RS01965-MONOMER
EWS79_RS00750	EWS79_RS00750	162713	163906	EWS79_RS00750-MONOMER
EWS79_RS06415	EWS79_RS06415	1457573	1458670	EWS79_RS06415-MONOMER
EWS79_RS02085	EWS79_RS02085	479900	480904	EWS79_RS02085-MONOMER
EWS79_RS07750	EWS79_RS07750	1774066	1774551	EWS79_RS07750-MONOMER
EWS79_RS04890	EWS79_RS04890	1106706	1108994	EWS79_RS04890-MONOMER
EWS79_RS07280	EWS79_RS07280	1672231	1674522	EWS79_RS07280-MONOMER
EWS79_RS00525	EWS79_RS00525	114593	115552	EWS79_RS00525-MONOMER
EWS79_RS00785	EWS79_RS00785	171796	173346	EWS79_RS00785-MONOMER
EWS79_RS07230	EWS79_RS07230	1663069	1665084	EWS79_RS07230-MONOMER
EWS79_RS01780	EWS79_RS01780	419106	419717	EWS79_RS01780-MONOMER
EWS79_RS03415	EWS79_RS03415	767438	767905	EWS79_RS03415-MONOMER
EWS79_RS05820	EWS79_RS05820	1320427	1321176	EWS79_RS05820-MONOMER
EWS79_RS08845	EWS79_RS08845	2002881	2003342	EWS79_RS08845-MONOMER
EWS79_RS01060	EWS79_RS01060	239572	240864	EWS79_RS01060-MONOMER
EWS79_RS02815	EWS79_RS02815	631378	633177	EWS79_RS02815-MONOMER
EWS79_RS06915	EWS79_RS06915	1584192	1585157	EWS79_RS06915-MONOMER
EWS79_RS08055	EWS79_RS08055	1840610	1842316	EWS79_RS08055-MONOMER
EWS79_RS03570	EWS79_RS03570	810613	811944	EWS79_RS03570-MONOMER
EWS79_RS03835	EWS79_RS03835	872794	874329	EWS79_RS03835-MONOMER
EWS79_RS03335	EWS79_RS03335	748734	749360	EWS79_RS03335-MONOMER
EWS79_RS06000	EWS79_RS06000	1362649	1363479	EWS79_RS06000-MONOMER
EWS79_RS00235	EWS79_RS00235	50969	52792	EWS79_RS00235-MONOMER
EWS79_RS07610	EWS79_RS07610	1747960	1748754	EWS79_RS07610-MONOMER
EWS79_RS07140	EWS79_RS07140	1642068	1642538	EWS79_RS07140-MONOMER
EWS79_RS07225	EWS79_RS07225	1661182	1663068	EWS79_RS07225-MONOMER
EWS79_RS05895	EWS79_RS05895	1339280	1339987	EWS79_RS05895-MONOMER
EWS79_RS07550	EWS79_RS07550	1733517	1734806	EWS79_RS07550-MONOMER
EWS79_RS04560	EWS79_RS04560	1035854	1037035	EWS79_RS04560-MONOMER
EWS79_RS00200	EWS79_RS00200	43594	45351	EWS79_RS00200-MONOMER
EWS79_RS05645	EWS79_RS05645	1280224	1280880	EWS79_RS05645-MONOMER
EWS79_RS08285	EWS79_RS08285	1888042	1889793	EWS79_RS08285-MONOMER
EWS79_RS01510	EWS79_RS01510	357086	357637	EWS79_RS01510-MONOMER
EWS79_RS04095	EWS79_RS04095	941164	941610	EWS79_RS04095-MONOMER
EWS79_RS00685	EWS79_RS00685	148382	148912	EWS79_RS00685-MONOMER
EWS79_RS04520	EWS79_RS04520	1028995	1030008	EWS79_RS04520-MONOMER
