reaction	direction	complex	mods	keff
CRNDt2rpp	FWD	CPLX0-7642		71.27676995912228
CRNDt2rpp	REV	CPLX0-7642		71.27676995912228
CRNDtex	FWD	CPLX0-7530		74.67911373302745
CRNDtex	REV	CPLX0-7530		74.67911373302745
CRNDtex	FWD	CPLX0-7533		76.74472378998097
CRNDtex	REV	CPLX0-7533		76.74472378998097
CRNDtex	FWD	CPLX0-7534		75.26768199270408
CRNDtex	REV	CPLX0-7534		75.26768199270408
CRNDtex	FWD	G6700-MONOMER		34.19401863135169
CRNDtex	REV	G6700-MONOMER		34.19401863135169
CRNabcpp	FWD	ABC-26-CPLX		111.64922923957607
CRNt2rpp	FWD	CPLX0-7642		71.27676995912228
CRNt2rpp	REV	CPLX0-7642		71.27676995912228
CRNt7pp	FWD	CPLX0-7906		98.90915550578868
CRNt8pp	FWD	CPLX0-7906		98.90915550578868
CRNtex	FWD	CPLX0-7530		74.67911373302745
CRNtex	REV	CPLX0-7530		74.67911373302745
CRNtex	FWD	CPLX0-7533		76.74472378998097
CRNtex	REV	CPLX0-7533		76.74472378998097
CRNtex	FWD	CPLX0-7534		75.26768199270408
CRNtex	REV	CPLX0-7534		75.26768199270408
CRNtex	FWD	G6700-MONOMER		34.19401863135169
CRNtex	REV	G6700-MONOMER		34.19401863135169
CSND	FWD	CYTDEAM-MONOMER	cobalt2(1) AND zn2(1)	38.09377821841704
CSND	FWD	CYTDEAM-MONOMER	fe2(1) AND zn2(1)	38.09377821841704
CSND	FWD	CYTDEAM-MONOMER	mn2(1) AND zn2(1)	38.09377821841704
CSNt2pp	FWD	CODB-MONOMER		35.71179444427871
CSNtex	FWD	CPLX0-7530		74.67911373302745
CSNtex	REV	CPLX0-7530		74.67911373302745
CSNtex	FWD	CPLX0-7533		76.74472378998097
CSNtex	REV	CPLX0-7533		76.74472378998097
CSNtex	FWD	CPLX0-7534		75.26768199270408
CSNtex	REV	CPLX0-7534		75.26768199270408
CSNtex	FWD	G6700-MONOMER		34.19401863135169
CSNtex	REV	G6700-MONOMER		34.19401863135169
CS	FWD	CITRATE-SI-SYNTHASE		493.212536
CTBTCAL2	FWD	CAIC-MONOMER		44.51131423109999
CTBTabcpp	FWD	ABC-26-CPLX		111.64922923957607
CTBTt2rpp	FWD	CPLX0-7642		71.27676995912228
CTBTt2rpp	REV	CPLX0-7642		71.27676995912228
CTECOAI6	FWD	FADB-CPLX		94.24365723944095
CTECOAI6	REV	FADB-CPLX		94.24365723944095
CTECOAI7	FWD	FADB-CPLX		94.24365723944095
CTECOAI7	REV	FADB-CPLX		94.24365723944095
CTECOAI8	FWD	FADB-CPLX		94.24365723944095
CTECOAI8	REV	FADB-CPLX		94.24365723944095
CTPS2	FWD	CTPSYN-CPLX	mg2(1)	6.812018257723042
CU1Opp	FWD	EG12318-MONOMER		43.365142911093244
CU1abcpp	FWD	G6260-MONOMER		60.35159508235751
CU2abcpp	FWD	YHHO-MONOMER		54.57650805762166
CU2tex	FWD	CPLX0-7530		74.67911373302745
CU2tex	REV	CPLX0-7530		74.67911373302745
CU2tex	FWD	CPLX0-7533		76.74472378998097
CU2tex	REV	CPLX0-7533		76.74472378998097
CU2tex	FWD	CPLX0-7534		75.26768199270408
CU2tex	REV	CPLX0-7534		75.26768199270408
CU2tex	FWD	G6700-MONOMER		34.19401863135169
CU2tex	REV	G6700-MONOMER		34.19401863135169
CU2tpp	FWD	EG11167-MONOMER		1530.58156643038
CUt3	FWD	CPLX0-1721		239.3181381115306
CUtex	FWD	CPLX0-7530		74.67911373302745
CUtex	REV	CPLX0-7530		74.67911373302745
CUtex	FWD	CPLX0-7533		76.74472378998097
CUtex	REV	CPLX0-7533		76.74472378998097
CUtex	FWD	CPLX0-7534		75.26768199270408
CUtex	REV	CPLX0-7534		75.26768199270408
CUtex	FWD	G6700-MONOMER		34.19401863135169
CUtex	REV	G6700-MONOMER		34.19401863135169
CYANST	FWD	CPLX0-242		22.887009724209044
CYANSTpp	FWD	EG10780-MONOMER		13.09999189184859
CYANtex	FWD	CPLX0-7530		74.67911373302745
CYANtex	REV	CPLX0-7530		74.67911373302745
CYANtex	FWD	CPLX0-7533		76.74472378998097
CYANtex	REV	CPLX0-7533		76.74472378998097
CYANtex	FWD	CPLX0-7534		75.26768199270408
CYANtex	REV	CPLX0-7534		75.26768199270408
CYANtex	FWD	G6700-MONOMER		34.19401863135169
CYANtex	REV	G6700-MONOMER		34.19401863135169
CYNTAH	FWD	CPLX0-7520		99.14711578497914
CYNTt2pp	FWD	CYNX-MONOMER		34.30310520639704
CYNTtex	FWD	CPLX0-7530		74.67911373302745
CYNTtex	REV	CPLX0-7530		74.67911373302745
CYNTtex	FWD	CPLX0-7533		76.74472378998097
CYNTtex	REV	CPLX0-7533		76.74472378998097
CYNTtex	FWD	CPLX0-7534		75.26768199270408
CYNTtex	REV	CPLX0-7534		75.26768199270408
CYNTtex	FWD	G6700-MONOMER		34.19401863135169
CYNTtex	REV	G6700-MONOMER		34.19401863135169
CYSDDS	FWD	DCYSDESULF-CPLX	pydx5p(1)	51.035285818834076
CYSDS	FWD	CYSTATHIONINE-BETA-LYASE-CPLX		100.228858809866
CYSDS	FWD	TRYPTOPHAN-CPLX		116.44984320931016
CYSDtex	FWD	CPLX0-7530		74.67911373302745
CYSDtex	REV	CPLX0-7530		74.67911373302745
CYSDtex	FWD	CPLX0-7533		76.74472378998097
CYSDtex	REV	CPLX0-7533		76.74472378998097
CYSDtex	FWD	CPLX0-7534		75.26768199270408
CYSDtex	REV	CPLX0-7534		75.26768199270408
CYSDtex	FWD	G6700-MONOMER		34.19401863135169
CYSDtex	REV	G6700-MONOMER		34.19401863135169
CYSSADS	FWD	CPLX0-7838_CPLX0-7839	pydx5p(1)	75.4280953819251
CYSSADS	FWD	CPLX0-7838	pydx5p(1)	59.61376246395297
CYSS	FWD	ACSERLYA-CPLX	pydx5p(2)	50.32348330674314
CYSS	FWD	ACSERLYB-CPLX	pydx5p(1)	0.762426444770113
CYSTL	FWD	CYSTATHIONINE-BETA-LYASE-CPLX	pydx5p(1)	5.993762027444097
CYSTL	FWD	EG10564-MONOMER		35.697137649519206
CYSabc2pp	FWD	ABC-6-CPLX		134.57003878554306
CYStex	FWD	CPLX0-7530		74.67911373302745
CYStex	REV	CPLX0-7530		74.67911373302745
CYStex	FWD	CPLX0-7533		76.74472378998097
CYStex	REV	CPLX0-7533		76.74472378998097
CYStex	FWD	CPLX0-7534		75.26768199270408
CYStex	REV	CPLX0-7534		75.26768199270408
CYStex	FWD	G6700-MONOMER		34.19401863135169
CYStex	REV	G6700-MONOMER		34.19401863135169
CYStpp	FWD	EG11639-MONOMER		28.509317403326005
CYStpp	FWD	EG12445-MONOMER		20.80922838127495
CYTBD2pp	FWD	APP-UBIOX-CPLX	pheme(1) AND hemed(1)	66.67169067995982
CYTBDpp	FWD	APP-UBIOX-CPLX	pheme(1) AND hemed(1)	66.67169067995982
CYTBDpp	FWD	CYT-D-UBIOX-CPLX	pheme(1) AND hemed(1)	66.82587978628993
CYTBO3_4pp	FWD	CYT-O-UBIOX-CPLX	pheme(1) AND hemeO(1) AND cu2(1)	3469.426300148329
CYTDH	FWD	CPLX0-7904		83.24193843473628
CYTDH	FWD	EG11082-MONOMER		28.6543815720468
CYTDH	FWD	G6358-MONOMER		29.478812906094575
CYTDK2	FWD	UDK-MONOMER	mg2(1)	23.045107743286962
CYTD	FWD	CYTIDEAM-CPLX	zn2(1)	47.05092510399107
CYTDt2pp	FWD	NUPC-MONOMER		35.60380074767
CYTDt2pp	FWD	NUPG-MONOMER		37.380574950471946
CYTDt2rpp	FWD	XAPB-MONOMER		37.2290866550139
CYTDt2rpp	REV	XAPB-MONOMER		37.2290866550139
CYTDtex	FWD	CPLX0-7530		74.67911373302745
CYTDtex	REV	CPLX0-7530		74.67911373302745
CYTDtex	FWD	CPLX0-7533		76.74472378998097
CYTDtex	REV	CPLX0-7533		76.74472378998097
CYTDtex	FWD	CPLX0-7534		75.26768199270408
CYTDtex	REV	CPLX0-7534		75.26768199270408
CYTDtex	FWD	G6700-MONOMER		34.19401863135169
CYTDtex	REV	G6700-MONOMER		34.19401863135169
CYTK1	FWD	CMPKI-MONOMER	mg2(1)	7.701424375836808
CYTK1	REV	CMPKI-MONOMER	mg2(1)	23.320981146646474
CYTK2	FWD	CMPKI-MONOMER	mg2(1)	23.320981146646474
CYTK2	REV	CMPKI-MONOMER	mg2(1)	23.320981146646474
Cs_cyto_import	FWD	KUP-MONOMER		50.51283248547529
DAAD	FWD	DALADEHYDROGA-MONOMER		38.109653909761555
DADA	FWD	ADENODEAMIN-MONOMER		31.148504768395068
DADK	FWD	ADENYL-KIN-MONOMER	mg2(1)	22.49659816538253
DADK	REV	ADENYL-KIN-MONOMER	mg2(1)	22.49659816538253
DADNt2pp	FWD	NUPC-MONOMER		35.60380074767
DADNt2pp	FWD	NUPG-MONOMER		37.380574950471946
DADNtex	FWD	EG11035-MONOMER		29.32956569869997
DADNtex	REV	EG11035-MONOMER		29.32956569869997
DAGK120	FWD	DIACYLGLYKIN-CPLX	cd2(1) AND zn2(1) AND mg2(1) AND mn2(1) AND cobalt2(1)	33.25330781666427
DAGK140	FWD	DIACYLGLYKIN-CPLX	cd2(1) AND zn2(1) AND mg2(1) AND mn2(1) AND cobalt2(1)	33.25330781666427
DAGK141	FWD	DIACYLGLYKIN-CPLX	cd2(1) AND zn2(1) AND mg2(1) AND mn2(1) AND cobalt2(1)	33.25330781666427
DAGK160	FWD	DIACYLGLYKIN-CPLX	cd2(1) AND zn2(1) AND mg2(1) AND mn2(1) AND cobalt2(1)	33.25330781666427
DAGK161	FWD	DIACYLGLYKIN-CPLX	cd2(1) AND zn2(1) AND mg2(1) AND mn2(1) AND cobalt2(1)	33.25330781666427
DAGK180	FWD	DIACYLGLYKIN-CPLX	cd2(1) AND zn2(1) AND mg2(1) AND mn2(1) AND cobalt2(1)	33.25330781666427
DAGK181	FWD	DIACYLGLYKIN-CPLX	cd2(1) AND zn2(1) AND mg2(1) AND mn2(1) AND cobalt2(1)	33.25330781666427
DALAt2pp	FWD	CYCA-MONOMER		40.52465006172475
DALAtex	FWD	CPLX0-7530		74.67911373302745
DALAtex	REV	CPLX0-7530		74.67911373302745
DALAtex	FWD	CPLX0-7533		76.74472378998097
DALAtex	REV	CPLX0-7533		76.74472378998097
DALAtex	FWD	CPLX0-7534		75.26768199270408
DALAtex	REV	CPLX0-7534		75.26768199270408
DALAtex	FWD	G6700-MONOMER		34.19401863135169
DALAtex	REV	G6700-MONOMER		34.19401863135169
DAMPtex	FWD	CPLX0-7530		74.67911373302745
DAMPtex	REV	CPLX0-7530		74.67911373302745
DAMPtex	FWD	CPLX0-7533		76.74472378998097
DAMPtex	REV	CPLX0-7533		76.74472378998097
DAMPtex	FWD	CPLX0-7534		75.26768199270408
DAMPtex	REV	CPLX0-7534		75.26768199270408
DAMPtex	FWD	G6700-MONOMER		34.19401863135169
DAMPtex	REV	G6700-MONOMER		34.19401863135169
DAPAL	FWD	CPLX0-1401	pydx5p(1)	59.71146477976742
DAPDC	FWD	DIAMINOPIMDECARB-CPLX	pydx5p(1)	8.459357616214428
DAPE	FWD	DIAMINOPIMEPIM-MONOMER		4.99910788542344
DAPE	REV	DIAMINOPIMEPIM-MONOMER		27.087503434617567
DAPtex	FWD	CPLX0-7530		74.67911373302745
DAPtex	REV	CPLX0-7530		74.67911373302745
DAPtex	FWD	CPLX0-7533		76.74472378998097
DAPtex	REV	CPLX0-7533		76.74472378998097
DAPtex	FWD	CPLX0-7534		75.26768199270408
DAPtex	REV	CPLX0-7534		75.26768199270408
DAPtex	FWD	G6700-MONOMER		34.19401863135169
DAPtex	REV	G6700-MONOMER		34.19401863135169
DASYN120	FWD	CDPDIGLYSYN-MONOMER	mg2(1) AND k(1)	27.92939963952302
DASYN140	FWD	CDPDIGLYSYN-MONOMER	mg2(1) AND k(1)	27.92939963952302
DASYN141	FWD	CDPDIGLYSYN-MONOMER	mg2(1) AND k(1)	27.92939963952302
DASYN160	FWD	CDPDIGLYSYN-MONOMER	mg2(1) AND k(1)	1196.4316177821727
DASYN161	FWD	CDPDIGLYSYN-MONOMER	mg2(1) AND k(1)	1196.431617782173
DASYN180	FWD	CDPDIGLYSYN-MONOMER	mg2(1) AND k(1)	27.92939963952302
DASYN181	FWD	CDPDIGLYSYN-MONOMER	mg2(1) AND k(1)	27.92939963952302
DB4PS	FWD	DIOHBUTANONEPSYN-CPLX	mg2(1)	0.010072272615380452
DBTS	FWD	DETHIOBIOTIN-SYN-CPLX	mg2(1)	38.49929287524347
DC6PH	FWD	EG10144-MONOMER		39.83930245460812
DCAtex	FWD	CPLX0-7530		74.67911373302745
DCAtex	REV	CPLX0-7530		74.67911373302745
DCAtex	FWD	CPLX0-7533		76.74472378998097
DCAtex	REV	CPLX0-7533		76.74472378998097
DCAtex	FWD	CPLX0-7534		75.26768199270408
DCAtex	REV	CPLX0-7534		75.26768199270408
DCAtex	FWD	G6700-MONOMER		34.19401863135169
DCAtex	REV	G6700-MONOMER		34.19401863135169
DCMPtex	FWD	CPLX0-7530		74.67911373302745
DCMPtex	REV	CPLX0-7530		74.67911373302745
DCMPtex	FWD	CPLX0-7533		76.74472378998097
DCMPtex	REV	CPLX0-7533		76.74472378998097
DCMPtex	FWD	CPLX0-7534		75.26768199270408
DCMPtex	REV	CPLX0-7534		75.26768199270408
DCMPtex	FWD	G6700-MONOMER		34.19401863135169
DCMPtex	REV	G6700-MONOMER		34.19401863135169
DCTPD	FWD	DCTP-DEAM-CPLX		47.41778912997222
DCYTD	FWD	CYTIDEAM-CPLX	zn2(1)	47.05092510399107
DCYTt2pp	FWD	NUPC-MONOMER		35.60380074767
DCYTt2pp	FWD	NUPG-MONOMER		37.380574950471946
DCYTtex	FWD	EG11035-MONOMER		29.32956569869997
DCYTtex	REV	EG11035-MONOMER		29.32956569869997
DDCAtexi	FWD	EG10280-MONOMER		38.80400202195835
DDGALK	FWD	DEHYDDEOXGALACTKIN-MONOMER		27.86585215021038
DDGLCNt2rpp	FWD	KDGT-MONOMER		29.391444161367463
DDGLCNt2rpp	REV	KDGT-MONOMER		29.391444161367463
DDGLCNtex	FWD	CPLX0-7530		74.67911373302745
DDGLCNtex	REV	CPLX0-7530		74.67911373302745
DDGLCNtex	FWD	CPLX0-7533		76.74472378998097
DDGLCNtex	REV	CPLX0-7533		76.74472378998097
DDGLCNtex	FWD	CPLX0-7534		75.26768199270408
DDGLCNtex	REV	CPLX0-7534		75.26768199270408
DDGLCNtex	FWD	G6700-MONOMER		34.19401863135169
DDGLCNtex	REV	G6700-MONOMER		34.19401863135169
DDGLK	FWD	DEOXYGLUCONOKIN-MONOMER	mg2(1)	29.572631381148586
DDPA	FWD	AROF-CPLX	fe2(2)	54.969838707127415
DDPA	FWD	AROG-CPLX	fe2(1)	91.03270336613453
DDPA	FWD	AROH-CPLX	fe3(1)	54.904061357505064
DDPGALA	FWD	DEHYDDEOXPHOSGALACT-ALDOL-MONOMER		20.904825982015023
DDPGALA	REV	DEHYDDEOXPHOSGALACT-ALDOL-MONOMER		20.904825982015023
DGK1	FWD	GUANYL-KIN-CPLX		37.84267455284089
DGK1	REV	GUANYL-KIN-CPLX		37.84267455284089
DGMPtex	FWD	CPLX0-7530		74.67911373302745
DGMPtex	REV	CPLX0-7530		74.67911373302745
DGMPtex	FWD	CPLX0-7533		76.74472378998097
DGMPtex	REV	CPLX0-7533		76.74472378998097
DGMPtex	FWD	CPLX0-7534		75.26768199270408
DGMPtex	REV	CPLX0-7534		75.26768199270408
DGMPtex	FWD	G6700-MONOMER		34.19401863135169
DGMPtex	REV	G6700-MONOMER		34.19401863135169
DGSNt2pp	FWD	NUPG-MONOMER		37.380574950471946
DGSNtex	FWD	CPLX0-7530		74.67911373302745
DGSNtex	REV	CPLX0-7530		74.67911373302745
DGSNtex	FWD	CPLX0-7533		76.74472378998097
DGSNtex	REV	CPLX0-7533		76.74472378998097
DGSNtex	FWD	CPLX0-7534		75.26768199270408
DGSNtex	REV	CPLX0-7534		75.26768199270408
DGSNtex	FWD	G6700-MONOMER		34.19401863135169
DGSNtex	REV	G6700-MONOMER		34.19401863135169
DHACOAH	FWD	G6714-MONOMER		25.066931408320496
DHACOAH	REV	G6714-MONOMER		25.066931408320496
DHAD1	FWD	DIHYDROXYACIDDEHYDRAT-CPLX	4fe4s(1)	24.468394329123246
DHAD2	FWD	DIHYDROXYACIDDEHYDRAT-CPLX	4fe4s(1)	24.468394329123214
DHAPT	FWD	CPLX0-2081		112.60583180811714
DHAtex	FWD	CPLX0-7530		74.67911373302745
DHAtex	REV	CPLX0-7530		74.67911373302745
DHAtex	FWD	CPLX0-7533		76.74472378998097
DHAtex	REV	CPLX0-7533		76.74472378998097
DHAtex	FWD	CPLX0-7534		75.26768199270408
DHAtex	REV	CPLX0-7534		75.26768199270408
DHAtex	FWD	G6700-MONOMER		34.19401863135169
DHAtex	REV	G6700-MONOMER		34.19401863135169
DHBD	FWD	ENTA-CPLX		115.95569382480475
DHBD	REV	ENTA-CPLX		115.95569382480475
DHBS	FWD	ENTE-CPLX		75.38474744465164
DHCINDO	FWD	DHPDIOXYGEN-CPLX	fe2(1)	84.07758417705469
DHCIND	FWD	PHENPRODIOLDEHYDROG-MONOMER		25.93030964435712
DHDPRy	FWD	DIHYDROPICRED-CPLX		32.621244738981424
DHDPS	FWD	DIHYDRODIPICSYN-CPLX		860.7266225714102
DHFR	FWD	DIHYDROFOLATEREDUCT-MONOMER		18.359672907348756
DHFR	REV	DIHYDROFOLATEREDUCT-MONOMER		18.359672907348756
DHFR	FWD	G6862-MONOMER		24.450345137936488
DHFR	REV	G6862-MONOMER		24.450345137936488
DHFS	FWD	FOLC-MONOMER		36.77452556250699
DHMPTR	FWD	G6862-MONOMER		24.450345137936488
DHNAOT4	FWD	DMK-MONOMER	mg2(1)	29.34343563789335
DHNCOAS	FWD	CPLX0-7882	hco3(1)	107.50632943617393
DHNCOAT	FWD	EG11110-MONOMER		16.466560340833453
DHNPA2r	FWD	CPLX0-3936		70.83849176214554
DHNPA2r	REV	CPLX0-3936		70.83849176214554
DHNPTE	FWD	CPLX0-3936		70.83849176214554
DHNPTE	REV	CPLX0-3936		70.83849176214554
DHORD2	FWD	DIHYDROOROTOX-MONOMER	fmn(1)	31.40076237182387
DHORD5	FWD	DIHYDROOROTOX-MONOMER		31.40076237182387
DHORTS	FWD	DIHYDROOROT-CPLX	zn2(2)	54.99473843420251
DHORTS	REV	DIHYDROOROT-CPLX	zn2(2)	1412.3674951198805
DHPPDA2	FWD	CPLX0-7659		0.04098814393480249
DHPPD	FWD	PHENPRODIOLDEHYDROG-MONOMER		25.93030964435712
DHPS2	FWD	H2PTEROATESYNTH-CPLX	mg2(1)	46.0115494153523
DHPTDNRN	FWD	DIHYDROPTERIREDUCT-CPLX	fad(1)	38.217104250376515
DHPTDNRN	REV	DIHYDROPTERIREDUCT-CPLX	fad(1)	38.217104250376515
DHPTDNR	FWD	DIHYDROPTERIREDUCT-CPLX	fad(1)	38.217104250376515
DHPTDNR	REV	DIHYDROPTERIREDUCT-CPLX	fad(1)	38.217104250376515
DHPTPE	FWD	FOLXTET-CPLX	ca2(1)	72.66187900559525
DHPTPE	REV	FOLXTET-CPLX	ca2(1)	72.66187900559525
DHPTPE	FWD	FOLXTET-CPLX	mg2(1)	72.66187900559525
DHPTPE	REV	FOLXTET-CPLX	mg2(1)	72.66187900559525
DHPTPE	FWD	FOLXTET-CPLX	mn2(1)	72.66187900559525
DHPTPE	REV	FOLXTET-CPLX	mn2(1)	72.66187900559525
DHQS	FWD	AROB-MONOMER	cobalt2(1) AND nad(1)	2.769765171716876
DHQTi	FWD	AROD-CPLX		5.331530408889388
#DIMESULFREDUCT-CPLX	FWD	bmocogdp_integration_G6849-MONOMER		1169.937379714648
DIMPtex	FWD	CPLX0-7530		74.67911373302745
DIMPtex	REV	CPLX0-7530		74.67911373302745
DIMPtex	FWD	CPLX0-7533		76.74472378998097
DIMPtex	REV	CPLX0-7533		76.74472378998097
DIMPtex	FWD	CPLX0-7534		75.26768199270408
DIMPtex	REV	CPLX0-7534		75.26768199270408
DIMPtex	FWD	G6700-MONOMER		34.19401863135169
DIMPtex	REV	G6700-MONOMER		34.19401863135169
DINSt2pp	FWD	NUPG-MONOMER		37.380574950471946
DINStex	FWD	CPLX0-7530		74.67911373302745
DINStex	REV	CPLX0-7530		74.67911373302745
DINStex	FWD	CPLX0-7533		76.74472378998097
DINStex	REV	CPLX0-7533		76.74472378998097
DINStex	FWD	CPLX0-7534		75.26768199270408
DINStex	REV	CPLX0-7534		75.26768199270408
DINStex	FWD	G6700-MONOMER		34.19401863135169
DINStex	REV	G6700-MONOMER		34.19401863135169
DKGLCNR1	FWD	MONOMER0-148		27.692369696570516
DKGLCNR1	FWD	MONOMER0-149		26.56634578473805
DKGLCNR2x	FWD	CPLX0-235		51.30123534005563
DKGLCNR2y	FWD	CPLX0-235		51.30123534005563
DMATT	FWD	FPPSYN-MONOMER	mg2(1)	28.388305913993406
DMATT	FWD	FPPSYN-MONOMER	mn2(1)	28.388305913993406
DMPPS	FWD	CPLX0-7564	nadph(1) AND nadh(1) AND fad(1) AND cobalt2(1)	50.62633962109155
DMQMT	FWD	DHHB-METHYLTRANSFER-CPLX	zn2(1)	41.35572765859049
DMSOR1	FWD	CPLX0-1601		125.43308518462251
DMSOR1	FWD	DIMESULFREDUCT-CPLX	bmocogdp(1)	87.45480369935242
DMSOR1pp	FWD	CPLX-63		80.6084932173061
DMSOR2	FWD	DIMESULFREDUCT-CPLX	bmocogdp(1)	87.45480369935242
DMSOR2pp	FWD	CPLX-63		80.6084932173061
DMSOtex	FWD	CPLX0-7530		74.67911373302745
DMSOtex	REV	CPLX0-7530		74.67911373302745
DMSOtex	FWD	CPLX0-7533		76.74472378998097
DMSOtex	REV	CPLX0-7533		76.74472378998097
DMSOtex	FWD	CPLX0-7534		75.26768199270408
DMSOtex	REV	CPLX0-7534		75.26768199270408
DMSOtex	FWD	G6700-MONOMER		34.19401863135169
DMSOtex	REV	G6700-MONOMER		34.19401863135169
DMStex	FWD	CPLX0-7530		74.67911373302745
DMStex	REV	CPLX0-7530		74.67911373302745
DMStex	FWD	CPLX0-7533		76.74472378998097
DMStex	REV	CPLX0-7533		76.74472378998097
DMStex	FWD	CPLX0-7534		75.26768199270408
DMStex	REV	CPLX0-7534		75.26768199270408
DMStex	FWD	G6700-MONOMER		34.19401863135169
DMStex	REV	G6700-MONOMER		34.19401863135169
DNTPPA	FWD	EG10626-MONOMER	mn2(1) AND mg2(1)	15.953794174273781
DNTPPA	FWD	H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER	mg2(1)	17.83106946609747
DOGULNR	FWD	CPLX0-2061		52.58223347657124
DOPAtex	FWD	CPLX0-7530		74.67911373302745
DOPAtex	REV	CPLX0-7530		74.67911373302745
DOPAtex	FWD	CPLX0-7533		76.74472378998097
DOPAtex	REV	CPLX0-7533		76.74472378998097
DOPAtex	FWD	CPLX0-7534		75.26768199270408
DOPAtex	REV	CPLX0-7534		75.26768199270408
DOPAtex	FWD	G6700-MONOMER		34.19401863135169
DOPAtex	REV	G6700-MONOMER		34.19401863135169
DOXRBCNtex	FWD	CPLX0-7530		74.67911373302745
DOXRBCNtex	REV	CPLX0-7530		74.67911373302745
DOXRBCNtex	FWD	CPLX0-7533		76.74472378998097
DOXRBCNtex	REV	CPLX0-7533		76.74472378998097
DOXRBCNtex	FWD	CPLX0-7534		75.26768199270408
DOXRBCNtex	REV	CPLX0-7534		75.26768199270408
DOXRBCNtex	FWD	G6700-MONOMER		34.19401863135169
DOXRBCNtex	REV	G6700-MONOMER		34.19401863135169
DOXRBCNtpp	FWD	CPLX0-3932		115.58647559127218
DOXRBCNtpp	FWD	TRANS-CPLX-201		115.80312528151872
DPCOAK	FWD	EG12312-MONOMER		21.801796302765407
DPR	FWD	2-DEHYDROPANTOATE-REDUCT-MONOMER		29.51407818408799
DPR	FWD	CPLX0-7643		118.5751405268015
DRPA	FWD	DEOXYRIBOSE-P-ALD-MONOMER		25.404859100987867
DSBAO11	FWD	DSBBPROT-MONOMER		19.98873391812473
DSBAO21	FWD	DSBBPROT-MONOMER		19.98873391812473
DSERDHr	FWD	CPLX0-1962		70.90878316307881
DSERDHr	REV	CPLX0-1962		70.90878316307881
DSERt2pp	FWD	CYCA-MONOMER		40.52465006172475
DSERtex	FWD	CPLX0-7530		74.67911373302745
DSERtex	REV	CPLX0-7530		74.67911373302745
DSERtex	FWD	CPLX0-7533		76.74472378998097
DSERtex	REV	CPLX0-7533		76.74472378998097
DSERtex	FWD	CPLX0-7534		75.26768199270408
DSERtex	REV	CPLX0-7534		75.26768199270408
DSERtex	FWD	G6700-MONOMER		34.19401863135169
DSERtex	REV	G6700-MONOMER		34.19401863135169
DTARTD	FWD	FUMARASE-B	4fe4s(1)	76.337065296076
DTMPK	FWD	DTMPKI-MONOMER	mg2(1)	6.081107157892191
DTMPK	REV	DTMPKI-MONOMER	mg2(1)	22.636151155078068
DTMPtex	FWD	CPLX0-7530		74.67911373302745
DTMPtex	REV	CPLX0-7530		74.67911373302745
DTMPtex	FWD	CPLX0-7533		76.74472378998097
DTMPtex	REV	CPLX0-7533		76.74472378998097
DTMPtex	FWD	CPLX0-7534		75.26768199270408
DTMPtex	REV	CPLX0-7534		75.26768199270408
DTMPtex	FWD	G6700-MONOMER		34.19401863135169
DTMPtex	REV	G6700-MONOMER		34.19401863135169
DUMPtex	FWD	CPLX0-7530		74.67911373302745
DUMPtex	REV	CPLX0-7530		74.67911373302745
DUMPtex	FWD	CPLX0-7533		76.74472378998097
DUMPtex	REV	CPLX0-7533		76.74472378998097
DUMPtex	FWD	CPLX0-7534		75.26768199270408
DUMPtex	REV	CPLX0-7534		75.26768199270408
DUMPtex	FWD	G6700-MONOMER		34.19401863135169
DUMPtex	REV	G6700-MONOMER		34.19401863135169
DURADx	FWD	CPLX0-7788		102.79799675070274
DURADx	REV	CPLX0-7788		102.79799675070274
DURIK1	FWD	TDK-MONOMER		22.404587116616586
DURIPP	FWD	DEOA-CPLX		63.68073886629449
DURIPP	REV	DEOA-CPLX		63.68073886629449
DURIPP	FWD	DEOD-CPLX		92.64705297368366
DURIPP	REV	DEOD-CPLX		92.64705297368366
DURIt2pp	FWD	NUPC-MONOMER		35.60380074767
DURIt2pp	FWD	NUPG-MONOMER		37.380574950471946
DURItex	FWD	EG11035-MONOMER		29.32956569869997
DURItex	REV	EG11035-MONOMER		29.32956569869997
DUTPDP	FWD	DUTP-PYROP-CPLX	zn2(1)	38.594534327187894
DUTPDP	FWD	G7164-MONOMER		17.10024802353313
DXPRIi	FWD	DXPREDISOM-CPLX	cobalt2(1)	0.006830269248853308
DXPRIi	FWD	DXPREDISOM-CPLX	mg2(1)	0.006830269248853308
DXPRIi	FWD	DXPREDISOM-CPLX	mn2(1)	0.006830269248853308
DXPS	FWD	CPLX0-743	thmpp(1)	0.0197280812213829
DXYLK	FWD	CPLX0-7466	mg2(1)	69.08267069764388
D__LACt2pp	FWD	B2975-MONOMER		44.72682725981757
D__LACt2pp	REV	B2975-MONOMER		44.72682725981757
D__LACt2pp	FWD	LCTP-MONOMER		44.86741546344525
D__LACt2pp	REV	LCTP-MONOMER		44.86741546344525
D__LACtex	FWD	CPLX0-7530		74.67911373302745
D__LACtex	REV	CPLX0-7530		74.67911373302745
D__LACtex	FWD	CPLX0-7533		76.74472378998097
D__LACtex	REV	CPLX0-7533		76.74472378998097
D__LACtex	FWD	CPLX0-7534		75.26768199270408
D__LACtex	REV	CPLX0-7534		75.26768199270408
