reaction,keff,complex,mods
CUt3,239.3181381115306,CPLX0-1721,
CUtex,34.19401863135169,G6700-MONOMER,
CYANST,22.887009724209044,CPLX0-242,
CYANSTpp,13.09999189184859,EG10780-MONOMER,
CYANtex,34.19401863135169,G6700-MONOMER,
CYNTAH,99.14711578497914,CPLX0-7520,
CYNTt2pp,34.30310520639704,CYNX-MONOMER,
CYNTtex,34.19401863135169,G6700-MONOMER,
CYSDDS,51.035285818834076,DCYSDESULF-CPLX,pydx5p(1)
CYSDS,116.44984320931016,TRYPTOPHAN-CPLX,
CYSDabcpp,65,CPLX_dummy,
CYSDtex,34.19401863135169,G6700-MONOMER,
CYSS,0.762426444770113,ACSERLYB-CPLX,pydx5p(1)
CYSSADS,75.4280953819251,CPLX0-7838_CPLX0-7839,pydx5p(1)
CYSTL,35.697137649519206,EG10564-MONOMER,
CYSabc2pp,134.57003878554306,ABC-6-CPLX,
CYSabcpp,65,CPLX_dummy,
CYStex,34.19401863135169,G6700-MONOMER,
CYStpp,20.80922838127495,EG12445-MONOMER,
CYTBD2pp,66.67169067995982,APP-UBIOX-CPLX,pheme(1) AND hemed(1)
CYTBDpp,66.67169067995982,APP-UBIOX-CPLX,pheme(1) AND hemed(1)
CYTBO3_4pp,3000.0,CYT-O-UBIOX-CPLX,pheme(1) AND hemeO(1) AND cu2(1)
CYTD,47.05092510399107,CYTIDEAM-CPLX,zn2(1)
CYTDH,28.6543815720468,EG11082-MONOMER,
CYTDK2,23.045107743286962,UDK-MONOMER,mg2(1)
CYTDt2pp,37.380574950471946,NUPG-MONOMER,
CYTDt2rpp,37.2290866550139,XAPB-MONOMER,
CYTDtex,34.19401863135169,G6700-MONOMER,
CYTK1,7.701424375836808,CMPKI-MONOMER,mg2(1)
CYTK2,23.320981146646474,CMPKI-MONOMER,mg2(1)
D__LACt2pp,44.86741546344525,LCTP-MONOMER,
D__LACtex,34.19401863135169,G6700-MONOMER,
DAAD,38.109653909761555,DALADEHYDROGA-MONOMER,
DADA,31.148504768395068,ADENODEAMIN-MONOMER,
DADK,22.49659816538253,ADENYL-KIN-MONOMER,mg2(1)
DADNt2pp,37.380574950471946,NUPG-MONOMER,
DADNtex,29.32956569869997,EG11035-MONOMER,
DAGK120,33.25330781666427,DIACYLGLYKIN-CPLX,cd2(1) AND zn2(1) AND mg2(1) AND mn2(1) AND cobalt2(1)
DAGK140,33.25330781666427,DIACYLGLYKIN-CPLX,cd2(1) AND zn2(1) AND mg2(1) AND mn2(1) AND cobalt2(1)
DAGK141,33.25330781666427,DIACYLGLYKIN-CPLX,cd2(1) AND zn2(1) AND mg2(1) AND mn2(1) AND cobalt2(1)
DAGK160,33.25330781666427,DIACYLGLYKIN-CPLX,cd2(1) AND zn2(1) AND mg2(1) AND mn2(1) AND cobalt2(1)
DAGK161,33.25330781666427,DIACYLGLYKIN-CPLX,cd2(1) AND zn2(1) AND mg2(1) AND mn2(1) AND cobalt2(1)
DAGK180,33.25330781666427,DIACYLGLYKIN-CPLX,cd2(1) AND zn2(1) AND mg2(1) AND mn2(1) AND cobalt2(1)
DAGK181,33.25330781666427,DIACYLGLYKIN-CPLX,cd2(1) AND zn2(1) AND mg2(1) AND mn2(1) AND cobalt2(1)
DALAt2pp,40.52465006172475,CYCA-MONOMER,
DALAtex,34.19401863135169,G6700-MONOMER,
DAMPtex,34.19401863135169,G6700-MONOMER,
DAPAL,59.71146477976742,CPLX0-1401,pydx5p(1)
DAPDC,8.459357616214428,DIAMINOPIMDECARB-CPLX,pydx5p(1)
DAPE,4.99910788542344,DIAMINOPIMEPIM-MONOMER,
DAPabcpp,65,CPLX_dummy,
DAPtex,34.19401863135169,G6700-MONOMER,
DASYN120,27.92939963952302,CDPDIGLYSYN-MONOMER,mg2(1) AND k(1)
DASYN140,27.92939963952302,CDPDIGLYSYN-MONOMER,mg2(1) AND k(1)
DASYN141,27.92939963952302,CDPDIGLYSYN-MONOMER,mg2(1) AND k(1)
DASYN160,1196.4316177821727,CDPDIGLYSYN-MONOMER,mg2(1) AND k(1)
DASYN161,1196.431617782173,CDPDIGLYSYN-MONOMER,mg2(1) AND k(1)
DASYN180,27.92939963952302,CDPDIGLYSYN-MONOMER,mg2(1) AND k(1)
DASYN181,27.92939963952302,CDPDIGLYSYN-MONOMER,mg2(1) AND k(1)
DATPHs,65,,
DB4PS,0.010072272615380452,DIOHBUTANONEPSYN-CPLX,mg2(1)
DBTS,38.49929287524347,DETHIOBIOTIN-SYN-CPLX,mg2(1)
DC6PH,39.83930245460812,EG10144-MONOMER,
DCAtex,34.19401863135169,G6700-MONOMER,
DCMPtex,34.19401863135169,G6700-MONOMER,
DCTPD,47.41778912997222,DCTP-DEAM-CPLX,
DCYTD,47.05092510399107,CYTIDEAM-CPLX,zn2(1)
DCYTt2pp,37.380574950471946,NUPG-MONOMER,
DCYTtex,29.32956569869997,EG11035-MONOMER,
DDCAtexi,38.80400202195835,EG10280-MONOMER,
DDGALK,27.86585215021038,DEHYDDEOXGALACTKIN-MONOMER,
DDGLCNt2rpp,29.391444161367463,KDGT-MONOMER,
DDGLCNtex,34.19401863135169,G6700-MONOMER,
DDGLK,29.572631381148586,DEOXYGLUCONOKIN-MONOMER,mg2(1)
DDPA,54.904061357505064,AROH-CPLX,fe3(1)
DDPGALA,20.904825982015023,DEHYDDEOXPHOSGALACT-ALDOL-MONOMER,
DGK1,37.84267455284089,GUANYL-KIN-CPLX,
DGMPtex,34.19401863135169,G6700-MONOMER,
DGSNt2pp,37.380574950471946,NUPG-MONOMER,
DGSNtex,34.19401863135169,G6700-MONOMER,
DHACOAH,25.066931408320496,G6714-MONOMER,
DHAD1,24.468394329123246,DIHYDROXYACIDDEHYDRAT-CPLX,4fe4s(1)
DHAD2,24.468394329123214,DIHYDROXYACIDDEHYDRAT-CPLX,4fe4s(1)
DHAPT,112.60583180811714,CPLX0-2081,
DHAtex,34.19401863135169,G6700-MONOMER,
DHAtpp,65,CPLX_dummy,
DHBD,115.95569382480475,ENTA-CPLX,
DHBS,75.38474744465164,ENTE-CPLX,
DHBSH,65,CPLX_dummy,
DHCIND,25.93030964435712,PHENPRODIOLDEHYDROG-MONOMER,
DHCINDO,84.07758417705469,DHPDIOXYGEN-CPLX,fe2(1)
DHDPRy,32.621244738981424,DIHYDROPICRED-CPLX,
DHDPS,860.7266225714102,DIHYDRODIPICSYN-CPLX,
DHFR,24.450345137936488,G6862-MONOMER,
DHFS,36.77452556250699,FOLC-MONOMER,
DHMPTR,24.450345137936488,G6862-MONOMER,
DHNAOT4,29.34343563789335,DMK-MONOMER,mg2(1)
DHNCOAS,107.50632943617393,CPLX0-7882,hco3(1)
DHNCOAT,16.466560340833453,EG11110-MONOMER,
DHNPA2r,70.83849176214554,CPLX0-3936,
DHNPTE,70.83849176214554,CPLX0-3936,
DHORD2,31.40076237182387,DIHYDROOROTOX-MONOMER,fmn(1)
DHORD5,31.40076237182387,DIHYDROOROTOX-MONOMER,
DHORDfum,65,CPLX_dummy,
DHORTS,54.99473843420251,DIHYDROOROT-CPLX,zn2(2)
DHPPD,25.93030964435712,PHENPRODIOLDEHYDROG-MONOMER,
DHPPDA2,0.04098814393480249,CPLX0-7659,
DHPS2,46.0115494153523,H2PTEROATESYNTH-CPLX,mg2(1)
DHPTDCs2,65,,
DHPTDNR,38.217104250376515,DIHYDROPTERIREDUCT-CPLX,fad(1)
DHPTDNRN,38.217104250376515,DIHYDROPTERIREDUCT-CPLX,fad(1)
DHPTPE,72.66187900559525,FOLXTET-CPLX,ca2(1)
DHQS,2.769765171716876,AROB-MONOMER,cobalt2(1) AND nad(1)
DHQTi,5.331530408889388,AROD-CPLX,
DIMPtex,34.19401863135169,G6700-MONOMER,
DINSt2pp,37.380574950471946,NUPG-MONOMER,
DINStex,34.19401863135169,G6700-MONOMER,
DKGLCNR1,26.56634578473805,MONOMER0-149,
DKGLCNR2x,51.30123534005563,CPLX0-235,
DKGLCNR2y,51.30123534005563,CPLX0-235,
DMATT,28.388305913993406,FPPSYN-MONOMER,mg2(1)
DMPPS,50.62633962109155,CPLX0-7564,nadph(1) AND nadh(1) AND fad(1) AND cobalt2(1)
DMQMT,41.35572765859049,DHHB-METHYLTRANSFER-CPLX,zn2(1)
DMSOR1,125.43308518462251,CPLX0-1601,
DMSOR1pp,80.6084932173061,CPLX-63,
DMSOR2,87.45480369935242,DIMESULFREDUCT-CPLX,bmocogdp(1)
DMSOR2pp,80.6084932173061,CPLX-63,
DMSOtex,34.19401863135169,G6700-MONOMER,
DMSOtpp,65,,
DMStex,34.19401863135169,G6700-MONOMER,
DNMPPA,65,CPLX_dummy,
DNTPPA,15.953794174273781,EG10626-MONOMER,mn2(1) AND mg2(1)
DOGULNR,52.58223347657124,CPLX0-2061,
DOPAtex,34.19401863135169,G6700-MONOMER,
DOXRBCNtex,34.19401863135169,G6700-MONOMER,
DOXRBCNtpp,115.80312528151872,TRANS-CPLX-201,
DPCOAK,21.801796302765407,EG12312-MONOMER,
DPR,29.51407818408799,2-DEHYDROPANTOATE-REDUCT-MONOMER,
DRPA,25.404859100987867,DEOXYRIBOSE-P-ALD-MONOMER,
DSERDHr,70.90878316307881,CPLX0-1962,
DSERt2pp,40.52465006172475,CYCA-MONOMER,
DSERtex,34.19401863135169,G6700-MONOMER,
DTARTD,76.337065296076,FUMARASE-B,4fe4s(1)
DTMPK,6.081107157892191,DTMPKI-MONOMER,mg2(1)
DTMPtex,34.19401863135169,G6700-MONOMER,
DUMPtex,34.19401863135169,G6700-MONOMER,
DURADx,102.79799675070274,CPLX0-7788,
DURIK1,22.404587116616586,TDK-MONOMER,
DURIPP,63.68073886629449,DEOA-CPLX,
DURIt2pp,37.380574950471946,NUPG-MONOMER,
DURItex,29.32956569869997,EG11035-MONOMER,
DUTPDP,17.10024802353313,G7164-MONOMER,
DXPRIi,0.01,DXPREDISOM-CPLX,cobalt2(1)
DXPS,0.0197280812213829,CPLX0-743,thmpp(1)
DXYLK,69.08267069764388,CPLX0-7466,mg2(1)
E4PD,0.020554328254844406,ERYTH4PDEHYDROG-CPLX,
ECA4COLIPAabctex,101.33633471925427,ABC-53-CPLX,
ECA4OALpp,37.682707094373214,EG11424-MONOMER,
ECAP1pp,61.96537055457548,CPLX0-3976_edit,
ECAP2pp,61.96537055457548,CPLX0-3976_edit,
ECAP3pp,61.96537055457548,CPLX0-3976_edit,
ECAtpp,36.52091244751729,EG11486-MONOMER,
ECOAH1,54.710480168893135,CPLX0-1666,
ECOAH2,54.710480168893135,CPLX0-1666,
ECOAH3,54.710480168893135,CPLX0-1666,
ECOAH4,54.710480168893135,CPLX0-1666,
ECOAH5,54.710480168893135,CPLX0-1666,
ECOAH6,54.710480168893135,CPLX0-1666,
ECOAH7,54.710480168893135,CPLX0-1666,
ECOAH8,54.710480168893135,CPLX0-1666,
EDA,49.14438033348317,KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX,
EDD,521.43,PGLUCONDEHYDRAT-MONOMER,
ENLIPAabctex,101.33633471925427,ABC-53-CPLX,
ENO,165.0,Eno_dim,mg2(4)
ENTCS,22.507301881169354,ENTD-MONOMER,
ENTERES,35.04115117691013,EG10299-MONOMER,
ENTERES2,35.04115117691013,EG10299-MONOMER,
ETHAAL,217.9857829487019,ETHAMLY-CPLX,adocbl(1)
ETHAt2pp,65,CPLX_dummy,
ETHAtex,34.19401863135169,G6700-MONOMER,
ETHSO3abcpp,89.16555870425785,ABC-56-CPLX,
ETHSO3tex,34.19401863135169,G6700-MONOMER,
ETOHtex,34.19401863135169,G6700-MONOMER,
ETOHtrpp,65,,
F6PA,142.32583231388801,CPLX0-201,
F6PP,27.225515961849702,G6425-MONOMER,mg2(1)
F6Pt6_2pp,39.90393046067939,UHPT-MONOMER,
F6Ptex,34.19401863135169,G6700-MONOMER,
FACOAE100,79.93922067930916,THIOESTERII-CPLX,
FACOAE120,79.93922067930916,THIOESTERII-CPLX,
FACOAE140,79.93922067930916,THIOESTERII-CPLX,
FACOAE141,79.93922067930916,THIOESTERII-CPLX,
FACOAE160,79.93922067930916,THIOESTERII-CPLX,
FACOAE161,79.93922067930916,THIOESTERII-CPLX,
FACOAE180,79.93922067930916,THIOESTERII-CPLX,
FACOAE181,79.93922067930916,THIOESTERII-CPLX,
FACOAE60,79.93922067930916,THIOESTERII-CPLX,
FACOAE80,79.93922067930916,THIOESTERII-CPLX,
FACOAL100t2pp,78.45413810907992,ACYLCOASYN-CPLX,mg2(1)
FACOAL120t2pp,78.45413810907992,ACYLCOASYN-CPLX,mg2(1)
FACOAL140t2pp,78.45413810907992,ACYLCOASYN-CPLX,mg2(1)
FACOAL141t2pp,78.45413810907992,ACYLCOASYN-CPLX,mg2(1)
FACOAL160t2pp,78.45413810907992,ACYLCOASYN-CPLX,mg2(1)
FACOAL161t2pp,78.45413810907992,ACYLCOASYN-CPLX,mg2(1)
FACOAL180t2pp,78.45413810907992,ACYLCOASYN-CPLX,mg2(1)
FACOAL181t2pp,78.45413810907992,ACYLCOASYN-CPLX,mg2(1)
FACOAL60t2pp,78.45413810907992,ACYLCOASYN-CPLX,mg2(1)
FACOAL80t2pp,78.45413810907992,ACYLCOASYN-CPLX,mg2(1)
FADRx,24.369236875400635,FMNREDUCT-MONOMER,
FADRx2,312.1668323643595,SULFITE-REDUCT-CPLX,4fe4s(1) AND sheme(1) AND fmn(1) AND fad(1)
FALDH2,55.561047596789834,ADHC-CPLX,zn2(1)
FALDtex,34.19401863135169,G6700-MONOMER,
FALDtpp,65,,
FALGTHLs,65,,
FBA,104.6,FRUCBISALD-CLASSI,
FBA3,55.3322553679092,FRUCBISALD-CLASSII,
FBP,50.13260482771188,CPLX0-7776,mn2(1)
FCI,184.47875527828174,CPLX0-7631,mn2(1)
FCLK,41.43868035583974,FUCULOKIN-MONOMER,mg2(1)
FCLPA,22.23579445224793,G7419-MONOMER,
FCLT,99.85280840671211,PROTOHEME-FERROCHELAT-MONOMER,
FDH4pp,99.12587759129491,FORMATEDEHYDROGO-CPLX,bmocogdp(1)
FDH5pp,99.12587759129491,FORMATEDEHYDROGO-CPLX,bmocogdp(1)
FDMO,97.64477718672917,CPLX0-225,
FDMO2,97.64477718672917,CPLX0-225,
FDMO3,97.64477718672917,CPLX0-225,
FDMO4,97.64477718672917,CPLX0-225,
FDMO6,97.64477718672917,CPLX0-225,
FE2abcpp,58.59593244292525,FEOB-MONOMER,
FE2t2pp,36.04832137759414,YFEP-MONOMER,
FE2t3pp,48.60174271918431,CPLX0-7641,
FE2tex,34.19401863135169,G6700-MONOMER,
FE2tpp,24.54324461325089,EG11167-MONOMER,
FE3DCITabcpp,93.9550337342419,ABC-9-CPLX,
FE3DCITtonex,91.57048810133965,CPLX0-1943,
FE3DHBZR,65,CPLX_dummy,
FE3DHBZSabcpp,95.75521284553474,ABC-10-CPLX,
FE3DHBZStonex,86.3953307509418,CPLX0-1923_EG10155-MONOMER,
FE3HOXR1,65,CPLX_dummy,
FE3HOXR2,65,CPLX_dummy,
FE3HOXR3,65,CPLX_dummy,
FE3HOXUtex,65,CPLX_dummy,
FE3HOXUtpp,65,CPLX_dummy,
FE3HOXabcpp,124.86091081290355,ABC-11-CPLX,
FE3HOXexs,65,,
FE3HOXtonex,90.16082305616654,CPLX0-1942,
FE3Ri,24.369236875400635,FMNREDUCT-MONOMER,
FE3abcpp,65,CPLX_dummy,
FE3tex,34.19401863135169,G6700-MONOMER,
FECRMR1,65,CPLX_dummy,
FECRMR2,65,CPLX_dummy,
FECRMR3,65,CPLX_dummy,
FECRMUtex,65,CPLX_dummy,
FECRMUtpp,65,CPLX_dummy,
FECRMabcpp,124.86091081290355,ABC-11-CPLX,
FECRMexs,65,,
FECRMtonex,90.16082305616654,CPLX0-1942,
FEENTERR1,65,CPLX_dummy,
FEENTERR2,65,CPLX_dummy,
FEENTERR3,65,CPLX_dummy,
FEENTERabcpp,95.75521284553474,ABC-10-CPLX,
FEENTERexs,65,,
FEENTERtex,41.73668077085793,EG11009-MONOMER,
FEENTERtonex,90.12547855440654,CPLX0-1941,
FEENTERtpp,35.489011982225165,YBDA-MONOMER,
FEOXAMR1,27.0236656534557,G7949-MONOMER,
FEOXAMR2,27.0236656534557,G7949-MONOMER,
FEOXAMR3,27.0236656534557,G7949-MONOMER,
FEOXAMUtex,65,CPLX_dummy,
FEOXAMUtpp,65,CPLX_dummy,
FEOXAMabcpp,124.86091081290355,ABC-11-CPLX,
FEOXAMexs,65,,
FEOXAMtonex,90.16082305616654,CPLX0-1942,
FEROpp,43.365142911093244,EG12318-MONOMER,
FFSD,65,CPLX_dummy,
FHL,211.4439576461185,CPLX0-250_FORMATEDEHYDROGH-MONOMER,4fe4s(8) AND 2fe2s(2) AND bmocogdp(1) AND NiFe_cofactor(1)
FLVR,24.369236875400635,FMNREDUCT-MONOMER,
FLVRx,24.369236875400635,FMNREDUCT-MONOMER,
FMNAT,0.1361915307582795,RIBF-MONOMER,
FMNRx,24.369236875400635,FMNREDUCT-MONOMER,
FMNRx2,24.369236875400635,FMNREDUCT-MONOMER,
FOMETRi,20.69746288950221,EG11158-MONOMER,
FORCT,62.2775254479071,CPLX0-1142,
FORt2pp,92.33622191981874,CPLX0-7843,
FORtex,34.19401863135169,G6700-MONOMER,
FORtppi,92.33622191981874,CPLX0-7843,
FRD2,76.80413526052531,FUMARATE-REDUCTASE,pheme(1) AND 3fe4s(1) AND 4fe4s(1) AND fad(1) AND 2fe2s(1)
FRD3,76.80413526052531,FUMARATE-REDUCTASE,pheme(1) AND 3fe4s(1) AND 4fe4s(1) AND fad(1) AND 2fe2s(1)
FRUK,49.51435232664777,1-PFK,mg2(1)
FRULYSDG,209.74512739877596,CPLX0-821,
FRULYSE,131.88738174337334,CPLX0-3861,
FRULYSK,25.80807416812554,G7726-MONOMER,
FRULYSt2pp,38.09785652750615,YHFM-MONOMER,
FRULYStex,34.19401863135169,G6700-MONOMER,
FRUURt2rpp,37.82923518495802,GNTP-MONOMER,
FRUURtex,34.19401863135169,G6700-MONOMER,
FRUpts2pp,135.2742333717016,CPLX-165,
FRUptspp,148.1046727343265,CPLX-158,
FRUtex,34.19401863135169,G6700-MONOMER,
FTHFD,108.27466227554206,FORMYLTHFDEFORMYL-CPLX,
FTHFLi,65,CPLX_dummy,
FUCtex,34.19401863135169,G6700-MONOMER,
FUCtpp,38.07885020955552,FUCP-MONOMER,
FUM,354.28116,FUMARASE-A,4fe4s(1)
FUMt2_2pp,36.803567049100316,DCTA-MONOMER,
FUMt2_3pp,36.99202877379554,DCUA-MONOMER,
FUMtex,34.19401863135169,G6700-MONOMER,
FUSAtex,34.19401863135169,G6700-MONOMER,
FUSAtpp,115.80312528151872,TRANS-CPLX-201,
G1PACT,20.332003035077168,NAG1P-URIDYLTRANS-CPLX,mg2(1)
G1PPpp,62.13445056106387,GLUCOSE-1-PHOSPHAT-CPLX,
G1PTT,28.744018524932354,DTDPGLUCOSEPP-MONOMER,mg2(1)
G1Ptex,34.19401863135169,G6700-MONOMER,
G1SAT,80.49650359347159,GSAAMINOTRANS-CPLX,pydx5p(1)
G2PP,26.39028338896016,EG10983-MONOMER,mg2(1)
G2PPpp,68.67126559010578,APHA-CPLX,mg2(1)
G3PCabcpp,108.56526160347249,ABC-34-CPLX,
G3PCtex,34.19401863135169,G6700-MONOMER,
G3PD2,52.35859899945945,GLYC3PDEHYDROGBIOSYN-CPLX,
G3PD5,89.41958985627419,ANGLYC3PDEHYDROG-CPLX,fmn(1)
G3PD6,89.41958985627419,ANGLYC3PDEHYDROG-CPLX,fmn(1)
G3PD7,89.41958985627419,ANGLYC3PDEHYDROG-CPLX,fmn(1)
G3PEabcpp,108.56526160347249,ABC-34-CPLX,
G3PEtex,34.19401863135169,G6700-MONOMER,
G3PGabcpp,108.56526160347249,ABC-34-CPLX,
G3PGtex,34.19401863135169,G6700-MONOMER,
G3PIabcpp,108.56526160347249,ABC-34-CPLX,
G3PItex,34.19401863135169,G6700-MONOMER,
G3PSabcpp,108.56526160347249,ABC-34-CPLX,
G3PStex,34.19401863135169,G6700-MONOMER,
G3PT,27.225515961849702,G6425-MONOMER,mg2(1)
G5SADs,65,,
G5SD,3.2245351347924514,GLUTSEMIALDEHYDROG-CPLX,
G6PDA,102.72927240301411,GLUCOSAMINE-6-P-DEAMIN-CPLX,
G6PDH2r,289.458,GLU6PDEHYDROG-MONOMER,
G6PP,27.225515961849702,G6425-MONOMER,mg2(1)
G6Pt6_2pp,39.90393046067939,UHPT-MONOMER,
G6Ptex,34.19401863135169,G6700-MONOMER,
GAL1PPpp,62.13445056106387,GLUCOSE-1-PHOSPHAT-CPLX,
GAL1Ptex,34.19401863135169,G6700-MONOMER,
GALBDtex,34.19401863135169,G6700-MONOMER,
GALCTD,43.27266137364762,GALACTARDEHYDRA-MONOMER,fe2(1)
GALCTLO,31.187379973757892,G7945-MONOMER,
GALCTND,35.00797881759998,GALACTONATE-DEHYDRATASE-MONOMER,
GALCTNLt2pp,39.21459547833035,YJIZ-MONOMER,
GALCTNLtex,34.19401863135169,G6700-MONOMER,
GALCTNt2pp,37.799639602743646,YIDT-MONOMER,
GALCTNtex,34.19401863135169,G6700-MONOMER,
GALCTt2rpp,38.95590856448509,YHAU-MONOMER,
GALCTtex,34.19401863135169,G6700-MONOMER,
GALKr,34.3380285838919,GALACTOKIN-MONOMER,mg2(1)
GALM2pp,32.2927515817412,ALDOSE1EPIM-MONOMER,
GALS3,67.13731816138714,ALPHAGALACTOSID-CPLX,mn2(1)
GALT1,34.69458181181552,EG11351-MONOMER,
GALTptspp,136.15949124737526,CPLX0-231,
GALTtex,34.19401863135169,G6700-MONOMER,
GALURt2rpp,40.47347798072023,EXUT-MONOMER,
GALURtex,34.19401863135169,G6700-MONOMER,
GALUi,28.90201634696519,GLUC1PURIDYLTRANS-MONOMER,
GALabcpp,110.00288386846168,ABC-46-CPLX,
GALt2pp,40.12729036189295,GALP-MONOMER,
GALtex,34.19401863135169,G6700-MONOMER,
GAM6Pt6_2pp,39.90393046067939,UHPT-MONOMER,
GAMAN6Ptex,34.19401863135169,G6700-MONOMER,
GAMptspp,135.2742333717016,CPLX-165,
GAMtex,34.19401863135169,G6700-MONOMER,
GAPD,233.0,GAPDH-A-CPLX,
GARFT,22.2435219624436,GART-MONOMER,
GART,34.95408622384066,GARTRANSFORMYL2-MONOMER,mg2(1)
GBBTNtex,34.19401863135169,G6700-MONOMER,
GCALDD,115.60646366299711,ALD-CPLX,
GDMANE,52.120169063721505,CPLX0-3881,
GDPDPK,55.91435250674781,SPOT-MONOMER,
GDPMNH,31.23356463037189,CPLX0-7712,mg2(1)
GDPMNP,48.24025788877379,CPLX0-3971,
GDPTPDP,55.91435250674781,SPOT-MONOMER,
GDPtex,34.19401863135169,G6700-MONOMER,
GF6PTA,9.41096369682828,L-GLN-FRUCT-6-P-AMINOTRANS-CPLX,
GGGABADr,41.54594181716644,ALDHDEHYDROG-MONOMER,
GGGABAH,43.04006144711773,CPLX0-3943,
GGPTRCO,37.847009299213475,EG11822-MONOMER,
GGPTRCS,266.87932780400894,CPLX0-7709,mg2(1)
GHBDHx,78.41954278868347,CPLX0-7794,
GHMT2r,61.761204708399646,GLYOHMETRANS-CPLX,
GK1,44.16987197553314,GUANYL-KIN-CPLX,mg2(1)
GLBRAN2,58.51890865574642,GLYCOGEN-BRANCH-MONOMER,
GLCATr,33.551388632959004,MALTACETYLTRAN-CPLX,
GLCDpp,59.77311880549277,GLUCDEHYDROG-MONOMER,pqq(1)
GLCNt2rpp,37.123563151910986,GNTT-MONOMER,
GLCNtex,34.19401863135169,G6700-MONOMER,
GLCP,106.05261337772295,GLYCOPHOSPHORYL-CPLX,pydx5p(1)
GLCP2,106.05261337772295,GLYCOPHOSPHORYL-CPLX,pydx5p(1)
GLCRAL,96.47035847464554,CPLX0-7615,mg2(1)
GLCRD,39.022417180811296,GLUCARDEHYDRA-MONOMER,mg2(1)
GLCRt2rpp,38.95590856448509,YHAU-MONOMER,
GLCRtex,34.19401863135169,G6700-MONOMER,
GLCS1,691.6328703764639,GLYCOGENSYN-MONOMER,
GLCTR1,34.86782007908635,EG11339-MONOMER,
GLCTR2,33.082923434266895,EG11352-MONOMER,
GLCTR3,32.84602303904102,EG11353-MONOMER,
GLCUR1Ptex,34.19401863135169,G6700-MONOMER,
GLCURt2rpp,29.391444161367463,KDGT-MONOMER,
GLCURtex,34.19401863135169,G6700-MONOMER,
GLCabcpp,119.97608626088869,ABC-18-CPLX,
GLCptspp,135.2742333717016,CPLX-165,
GLCt2pp,40.12729036189295,GALP-MONOMER,
GLCtex,34.19401863135169,G6700-MONOMER,
GLCtexi,89.9906082896791,CPLX0-7655,
GLDBRAN2,52.81949368624593,EG10381-MONOMER,
GLGC,135.4751014223354,GLUC1PADENYLTRANS-CPLX,mg2(1)
GLNS,3000.0,CPLX0-7709,mg2(1)
GLNabcpp,80.65311853350225,ABC-12-CPLX,
GLNtex,34.19401863135169,G6700-MONOMER,
GLTPD,31.789878190245627,GALACTITOLPDEHYD-MONOMER,
GLU5K,10.340303193121702,GLUTKIN-CPLX,mg2(1)
GLUABUTt7pp,42.51810853190562,XASA-MONOMER,
GLUCYS,44.34416300017378,GLUTCYSLIG-MONOMER,mg2(1)
GLUDC,157.6201844703017,GLUTDECARBOXA-CPLX,pydx5p(1)
GLUDy,148.33213550714927,GDHA-CPLX,
GLUN,40.10291578158772,PABASYN-COMPI-MONOMER,
GLUNpp,88.9472371801186,ANSB-CPLX,
GLUPRT,81.08858821277668,PRPPAMIDOTRANS-CPLX,mg2(1)
GLUR,46.447271948104394,GLUTRACE-CPLX,
GLUSy,338.30741762631976,GLUTAMATESYN-CPLX,fe2(1) AND fad(1)
GLUabcpp,72.62979674726823,ABC-13-CPLX,
GLUt2rpp,37.84381545005166,GLTP-MONOMER,
GLUt4pp,34.95693797521075,GLTS-MONOMER,
GLUtex,34.19401863135169,G6700-MONOMER,
GLXCL,80.70210810010354,GLYOCARBOLIG-CPLX,mg2(1) AND thmpp(1) AND fad(1)
GLYALDtex,34.19401863135169,G6700-MONOMER,
GLYALDtpp,75.80539289668583,CPLX0-7654,
GLYAT,59.49566050975064,AKBLIG-CPLX,pydx5p(1)
GLYBabcpp,98.16439560687897,ABC-40-CPLX,
GLYBt2pp,41.23957888048175,YEAV-MONOMER,
GLYBtex,34.19401863135169,G6700-MONOMER,
GLYC2Pabcpp,108.56526160347249,ABC-34-CPLX,
GLYC2Ptex,34.19401863135169,G6700-MONOMER,
GLYC3Pabcpp,108.56526160347249,ABC-34-CPLX,
GLYC3Pt6pp,39.727425760439154,GLPT-MONOMER,
GLYC3Ptex,34.19401863135169,G6700-MONOMER,
GLYCAt2rpp,38.95590856448509,YHAU-MONOMER,
GLYCAtex,34.19401863135169,G6700-MONOMER,
GLYCDx,155.17173240071875,GLYCDEH-CPLX,
GLYCK,32.63814628579364,GLY3KIN-MONOMER,cobalt2(1)
GLYCK2,34.74374509325236,GKI-MONOMER,
GLYCL,175.24384515459704,GCVMULTI-CPLX,lipoyl(1)
GLYCLTDx,30.476708266813816,G6539-MONOMER,
GLYCLTDy,30.476708266813816,G6539-MONOMER,
GLYCLTt2rpp,44.86741546344525,LCTP-MONOMER,
GLYCLTt4pp,44.88618585815505,YJCG-MONOMER,
GLYCLTtex,34.19401863135169,G6700-MONOMER,
GLYCTO2,84.32519104166646,CPLX0-7458,
GLYCTO3,84.32519104166646,CPLX0-7458,
GLYCTO4,84.32519104166646,CPLX0-7458,
GLYCtex,34.19401863135169,G6700-MONOMER,
GLYCtpp,75.80539289668583,CPLX0-7654,
GLYK,122.11690884818229,GLYCEROL-KIN-CPLX,mn2(1)
