TU_id	replicon	genes	start	stop	tss	strand	rho_dependent	rnapol
TU1W2W-178_from_EWS79_RS07230-MONOMER	EWS79_RS01400,EWS79_RS01395	EWS79_RS01400,EWS79_RS01395	1	816		+	True	EWS79_RS07230-MONOMER
TU1W2W-730_from_EWS79_RS07230-MONOMER	EWS79_RS06240	EWS79_RS06240	1	795		-	True	EWS79_RS07230-MONOMER
TU1W2W-479_from_EWS79_RS07230-MONOMER	EWS79_RS04075	EWS79_RS04075	1	1446		+	True	EWS79_RS07230-MONOMER
TU1W2W-158_from_EWS79_RS07230-MONOMER	EWS79_RS01255	EWS79_RS01255	1	288		-	True	EWS79_RS07230-MONOMER
TU1W2W-887_from_EWS79_RS07230-MONOMER	EWS79_RS07495	EWS79_RS07495	1	651		-	True	EWS79_RS07230-MONOMER
TU1W2W-18_from_EWS79_RS07230-MONOMER	EWS79_RS00175	EWS79_RS00175	1	603		-	True	EWS79_RS07230-MONOMER
TU1W2W-936_from_EWS79_RS07230-MONOMER	EWS79_RS07860	EWS79_RS07860	1	891		-	True	EWS79_RS07230-MONOMER
TU1W2W-373_from_EWS79_RS07230-MONOMER	EWS79_RS03175	EWS79_RS03175	1	2094		-	True	EWS79_RS07230-MONOMER
TU1W2W-545_from_EWS79_RS07230-MONOMER	EWS79_RS04695	EWS79_RS04695	1	2247		+	True	EWS79_RS07230-MONOMER
TU1W2W-1162_from_EWS79_RS07230-MONOMER	EWS79_RS04365	EWS79_RS04365	1	2112		+	True	EWS79_RS07230-MONOMER
TU1W2W-1106_from_EWS79_RS07230-MONOMER	EWS79_RS07335	EWS79_RS07335	1	1098		-	True	EWS79_RS07230-MONOMER
TU1W2W-106_from_EWS79_RS07230-MONOMER	EWS79_RS00835	EWS79_RS00835	1	948		+	True	EWS79_RS07230-MONOMER
TU1W2W-86_from_EWS79_RS07230-MONOMER	EWS79_RS00655	EWS79_RS00655	1	1044		+	True	EWS79_RS07230-MONOMER
TU1W2W-245_from_EWS79_RS07230-MONOMER	EWS79_RS01975	EWS79_RS01975	1	360		-	True	EWS79_RS07230-MONOMER
TU1W2W-22_from_EWS79_RS07230-MONOMER	EWS79_RS00235	EWS79_RS00235	1	1824		-	True	EWS79_RS07230-MONOMER
TU1W2W-683_from_EWS79_RS07230-MONOMER	EWS79_RS05900,EWS79_RS05895	EWS79_RS05900,EWS79_RS05895	1	1638		+	True	EWS79_RS07230-MONOMER
TU1W2W-609_from_EWS79_RS07230-MONOMER	EWS79_RS05295	EWS79_RS05295	1	795		+	True	EWS79_RS07230-MONOMER
TU1W2W-1069_from_EWS79_RS07230-MONOMER	EWS79_RS08825	EWS79_RS08825	1	1374		-	True	EWS79_RS07230-MONOMER
TU1W2W-82_from_EWS79_RS07230-MONOMER	EWS79_RS00635,EWS79_RS00630	EWS79_RS00635,EWS79_RS00630	1	750		+	True	EWS79_RS07230-MONOMER
TU1W2W-611_from_EWS79_RS07230-MONOMER	EWS79_RS05310	EWS79_RS05310	1	74		+	True	EWS79_RS07230-MONOMER
TU1W2W-516_from_EWS79_RS07230-MONOMER	EWS79_RS04455	EWS79_RS04455	1	2280		+	True	EWS79_RS07230-MONOMER
TU1W2W-955_from_EWS79_RS07230-MONOMER	EWS79_RS07980	EWS79_RS07980	1	309		-	True	EWS79_RS07230-MONOMER
TU1W2W-997_from_EWS79_RS07230-MONOMER	EWS79_RS08405,EWS79_RS08400	EWS79_RS08405,EWS79_RS08400	1	77		-	True	EWS79_RS07230-MONOMER
TU1W2W-827_from_EWS79_RS07230-MONOMER	EWS79_RS07025	EWS79_RS07025	1	1122		+	True	EWS79_RS07230-MONOMER
TU1W2W-901_from_EWS79_RS07230-MONOMER	EWS79_RS07610,EWS79_RS07605	EWS79_RS07610,EWS79_RS07605	1	1095		-	True	EWS79_RS07230-MONOMER
TU1W2W-927_from_EWS79_RS07230-MONOMER	EWS79_RS07790,EWS79_RS07785	EWS79_RS07790,EWS79_RS07785	1	1239		-	True	EWS79_RS07230-MONOMER
TU1W2W-744_from_EWS79_RS07230-MONOMER	EWS79_RS06330	EWS79_RS06330	1	2847		-	True	EWS79_RS07230-MONOMER
TU1W2W-820_from_EWS79_RS07230-MONOMER	EWS79_RS06970,EWS79_RS06965	EWS79_RS06970,EWS79_RS06965	1	2424		-	True	EWS79_RS07230-MONOMER
TU1W2W-774_from_EWS79_RS07230-MONOMER	EWS79_RS06600	EWS79_RS06600	1	3201		-	True	EWS79_RS07230-MONOMER
TU1W2W-620_from_EWS79_RS07230-MONOMER	EWS79_RS05395	EWS79_RS05395	1	951		-	True	EWS79_RS07230-MONOMER
TU1W2W-846_from_EWS79_RS07230-MONOMER	EWS79_RS07150	EWS79_RS07150	1	447		+	True	EWS79_RS07230-MONOMER
TU1W2W-1038_from_EWS79_RS07230-MONOMER	EWS79_RS08775	EWS79_RS08775	1	771		+	True	EWS79_RS07230-MONOMER
TU1W2W-240_from_EWS79_RS07230-MONOMER	EWS79_RS01935	EWS79_RS01935	1	1365		+	True	EWS79_RS07230-MONOMER
TU1W2W-1174_from_EWS79_RS07230-MONOMER	EWS79_RS04100	EWS79_RS04100	1	1230		-	True	EWS79_RS07230-MONOMER
TU1W2W-941_from_EWS79_RS07230-MONOMER	EWS79_RS07885	EWS79_RS07885	1	1236		-	True	EWS79_RS07230-MONOMER
TU1W2W-847_from_EWS79_RS07230-MONOMER	EWS79_RS07155	EWS79_RS07155	1	1290		-	True	EWS79_RS07230-MONOMER
TU1W2W-316_from_EWS79_RS07230-MONOMER	EWS79_RS02655	EWS79_RS02655	1	981		-	True	EWS79_RS07230-MONOMER
TU1W2W-654_from_EWS79_RS07230-MONOMER	EWS79_RS05620	EWS79_RS05620	1	2253		+	True	EWS79_RS07230-MONOMER
TU1W2W-1108_from_EWS79_RS07230-MONOMER	EWS79_RS07235	EWS79_RS07235	1	1515		-	True	EWS79_RS07230-MONOMER
TU1W2W-445_from_EWS79_RS07230-MONOMER	EWS79_RS03830	EWS79_RS03830	1	486		-	True	EWS79_RS07230-MONOMER
TU1W2W-779_from_EWS79_RS07230-MONOMER	EWS79_RS06640	EWS79_RS06640	1	615		+	True	EWS79_RS07230-MONOMER
TU1W2W-58_from_EWS79_RS07230-MONOMER	EWS79_RS00490	EWS79_RS00490	1	1167		+	True	EWS79_RS07230-MONOMER
TU1W2W-344_from_EWS79_RS07230-MONOMER	EWS79_RS02950,EWS79_RS02945	EWS79_RS02950,EWS79_RS02945	1	801		+	True	EWS79_RS07230-MONOMER
TU1W2W-1030_from_EWS79_RS07230-MONOMER	EWS79_RS08710,EWS79_RS08705	EWS79_RS08710,EWS79_RS08705	1	1746		-	True	EWS79_RS07230-MONOMER
TU1W2W-128_from_EWS79_RS07230-MONOMER	EWS79_RS01035,EWS79_RS01030,EWS79_RS01025,EWS79_RS01020	EWS79_RS01035,EWS79_RS01030,EWS79_RS01025,EWS79_RS01020	1	1530		+	True	EWS79_RS07230-MONOMER
TU1W2W-884_from_EWS79_RS07230-MONOMER	EWS79_RS07480	EWS79_RS07480	1	480		+	True	EWS79_RS07230-MONOMER
TU1W2W-1123_from_EWS79_RS07230-MONOMER	EWS79_RS06400	EWS79_RS06400	1	462		+	True	EWS79_RS07230-MONOMER
TU1W2W-1235_from_EWS79_RS07230-MONOMER	EWS79_RS00995	EWS79_RS00995	1	750		-	True	EWS79_RS07230-MONOMER
TU1W2W-605_from_EWS79_RS07230-MONOMER	EWS79_RS05275	EWS79_RS05275	1	738		-	True	EWS79_RS07230-MONOMER
TU1W2W-1124_from_EWS79_RS07230-MONOMER	EWS79_RS06340	EWS79_RS06340	1	591		-	True	EWS79_RS07230-MONOMER
TU1W2W-1160_from_EWS79_RS07230-MONOMER	EWS79_RS04410	EWS79_RS04410	1	159		-	True	EWS79_RS07230-MONOMER
TU1W2W-1095_from_EWS79_RS07230-MONOMER	EWS79_RS07835	EWS79_RS07835	1	348		-	True	EWS79_RS07230-MONOMER
TU1W2W-94_from_EWS79_RS07230-MONOMER	EWS79_RS00725	EWS79_RS00725	1	402		-	True	EWS79_RS07230-MONOMER
TU1W2W-1004_from_EWS79_RS07230-MONOMER	EWS79_RS08485,EWS79_RS08480	EWS79_RS08485,EWS79_RS08480	1	1002		+	True	EWS79_RS07230-MONOMER
TU1W2W-969_from_EWS79_RS07230-MONOMER	EWS79_RS08120,EWS79_RS08115,EWS79_RS08110,EWS79_RS08105,EWS79_RS08100,EWS79_RS08095,EWS79_RS08090	EWS79_RS08120,EWS79_RS08115,EWS79_RS08110,EWS79_RS08105,EWS79_RS08100,EWS79_RS08095,EWS79_RS08090	1	1464		-	True	EWS79_RS07230-MONOMER
TU1W2W-221_from_EWS79_RS07230-MONOMER	EWS79_RS01745	EWS79_RS01745	1	924		+	True	EWS79_RS07230-MONOMER
TU1W2W-1009_from_EWS79_RS07230-MONOMER	EWS79_RS08510	EWS79_RS08510	1	1077		-	True	EWS79_RS07230-MONOMER
TU1W2W-1214_from_EWS79_RS07230-MONOMER	EWS79_RS02095	EWS79_RS02095	1	231		+	True	EWS79_RS07230-MONOMER
TU1W2W-1221_from_EWS79_RS07230-MONOMER	EWS79_RS01575	EWS79_RS01575	1	354		-	True	EWS79_RS07230-MONOMER
TU1W2W-416_from_EWS79_RS07230-MONOMER	EWS79_RS03550	EWS79_RS03550	1	1635		-	True	EWS79_RS07230-MONOMER
TU1W2W-1179_from_EWS79_RS07230-MONOMER	EWS79_RS03760	EWS79_RS03760	1	1119		+	True	EWS79_RS07230-MONOMER
TU1W2W-544_from_EWS79_RS07230-MONOMER	EWS79_RS04690	EWS79_RS04690	1	780		+	True	EWS79_RS07230-MONOMER
TU1W2W-1099_from_EWS79_RS07230-MONOMER	EWS79_RS07615	EWS79_RS07615	1	429		+	True	EWS79_RS07230-MONOMER
TU1W2W-691_from_EWS79_RS07230-MONOMER	EWS79_RS05975	EWS79_RS05975	1	75		+	True	EWS79_RS07230-MONOMER
TU1W2W-421_from_EWS79_RS07230-MONOMER	EWS79_RS03595,EWS79_RS03590	EWS79_RS03595,EWS79_RS03590	1	597		+	True	EWS79_RS07230-MONOMER
TU1W2W-646_from_EWS79_RS07230-MONOMER	EWS79_RS05550	EWS79_RS05550	1	687		-	True	EWS79_RS07230-MONOMER
TU1W2W-915_from_EWS79_RS07230-MONOMER	EWS79_RS07710	EWS79_RS07710	1	378		-	True	EWS79_RS07230-MONOMER
TU1W2W-570_from_EWS79_RS07230-MONOMER	EWS79_RS04960	EWS79_RS04960	1	621		+	True	EWS79_RS07230-MONOMER
TU1W2W-1034_from_EWS79_RS07230-MONOMER	EWS79_RS08735,EWS79_RS08730	EWS79_RS08735,EWS79_RS08730	1	1200		+	True	EWS79_RS07230-MONOMER
TU1W2W-1111_from_EWS79_RS07230-MONOMER	EWS79_RS06955	EWS79_RS06955	1	567		-	True	EWS79_RS07230-MONOMER
TU1W2W-1247_from_EWS79_RS07230-MONOMER	EWS79_RS00705	EWS79_RS00705	1	444		+	True	EWS79_RS07230-MONOMER
TU1W2W-363_from_EWS79_RS07230-MONOMER	EWS79_RS03085	EWS79_RS03085	1	324		-	True	EWS79_RS07230-MONOMER
TU1W2W-733_from_EWS79_RS07230-MONOMER	EWS79_RS06255	EWS79_RS06255	1	2220		-	True	EWS79_RS07230-MONOMER
TU1W2W-1237_from_EWS79_RS07230-MONOMER	EWS79_RS00920	EWS79_RS00920	1	651		+	True	EWS79_RS07230-MONOMER
TU1W2W-253_from_EWS79_RS07230-MONOMER	EWS79_RS02065	EWS79_RS02065	1	708		+	True	EWS79_RS07230-MONOMER
TU1W2W-151_from_EWS79_RS07230-MONOMER	EWS79_RS01185	EWS79_RS01185	1	783		-	True	EWS79_RS07230-MONOMER
TU1W2W-1188_from_EWS79_RS07230-MONOMER	EWS79_RS03410	EWS79_RS03410	1	1476		-	True	EWS79_RS07230-MONOMER
TU1W2W-439_from_EWS79_RS07230-MONOMER	EWS79_RS03795	EWS79_RS03795	1	687		-	True	EWS79_RS07230-MONOMER
TU1W2W-756_from_EWS79_RS07230-MONOMER	EWS79_RS06475	EWS79_RS06475	1	1230		-	True	EWS79_RS07230-MONOMER
TU1W2W-673_from_EWS79_RS07230-MONOMER	EWS79_RS05815	EWS79_RS05815	1	216		-	True	EWS79_RS07230-MONOMER
TU1W2W-399_from_EWS79_RS07230-MONOMER	EWS79_RS03380,EWS79_RS03375	EWS79_RS03380,EWS79_RS03375	1	1026		-	True	EWS79_RS07230-MONOMER
TU1W2W-1014_from_EWS79_RS07230-MONOMER	EWS79_RS08565,EWS79_RS08560,EWS79_RS08555	EWS79_RS08565,EWS79_RS08560,EWS79_RS08555	1	1584		-	True	EWS79_RS07230-MONOMER
TU1W2W-60_from_EWS79_RS07230-MONOMER	EWS79_RS00500	EWS79_RS00500	1	1350		+	True	EWS79_RS07230-MONOMER
TU1W2W-108_from_EWS79_RS07230-MONOMER	EWS79_RS00845	EWS79_RS00845	1	1128		+	True	EWS79_RS07230-MONOMER
TU1W2W-1001_from_EWS79_RS07230-MONOMER	EWS79_RS08450,EWS79_RS08445,EWS79_RS08440,EWS79_RS08435	EWS79_RS08450,EWS79_RS08445,EWS79_RS08440,EWS79_RS08435	1	999		-	True	EWS79_RS07230-MONOMER
TU1W2W-1119_from_EWS79_RS07230-MONOMER	EWS79_RS06440	EWS79_RS06440	1	1062		+	True	EWS79_RS07230-MONOMER
TU1W2W-638_from_EWS79_RS07230-MONOMER	EWS79_RS05510	EWS79_RS05510	1	1761		+	True	EWS79_RS07230-MONOMER
TU1W2W-169_from_EWS79_RS07230-MONOMER	EWS79_RS01335	EWS79_RS01335	1	1419		-	True	EWS79_RS07230-MONOMER
TU1W2W-988_from_EWS79_RS07230-MONOMER	EWS79_RS08330,EWS79_RS08325	EWS79_RS08330,EWS79_RS08325	1	116		-	True	EWS79_RS07230-MONOMER
TU1W2W-353_from_EWS79_RS07230-MONOMER	EWS79_RS03030	EWS79_RS03030	1	423		+	True	EWS79_RS07230-MONOMER
TU1W2W-188_from_EWS79_RS07230-MONOMER	EWS79_RS01455	EWS79_RS01455	1	1350		+	True	EWS79_RS07230-MONOMER
TU1W2W-43_from_EWS79_RS07230-MONOMER	EWS79_RS00375	EWS79_RS00375	1	798		-	True	EWS79_RS07230-MONOMER
TU1W2W-334_from_EWS79_RS07230-MONOMER	EWS79_RS02885	EWS79_RS02885	1	522		-	True	EWS79_RS07230-MONOMER
TU1W2W-551_from_EWS79_RS07230-MONOMER	EWS79_RS04760,EWS79_RS04755	EWS79_RS04760,EWS79_RS04755	1	435		+	True	EWS79_RS07230-MONOMER
TU1W2W-1252_from_EWS79_RS07230-MONOMER	EWS79_RS00225	EWS79_RS00225	1	510		+	True	EWS79_RS07230-MONOMER
TU1W2W-1026_from_EWS79_RS07230-MONOMER	EWS79_RS08650	EWS79_RS08650	1	951		+	True	EWS79_RS07230-MONOMER
TU1W2W-285_from_EWS79_RS07230-MONOMER	EWS79_RS02380,EWS79_RS02375	EWS79_RS02380,EWS79_RS02375	1	2271		+	True	EWS79_RS07230-MONOMER
TU1W2W-1222_from_EWS79_RS07230-MONOMER	EWS79_RS01570	EWS79_RS01570	1	462		+	True	EWS79_RS07230-MONOMER
TU1W2W-295_from_EWS79_RS07230-MONOMER	EWS79_RS02485	EWS79_RS02485	1	1014		+	True	EWS79_RS07230-MONOMER
TU1W2W-79_from_EWS79_RS07230-MONOMER	EWS79_RS00615	EWS79_RS00615	1	627		-	True	EWS79_RS07230-MONOMER
TU1W2W-898_from_EWS79_RS07230-MONOMER	EWS79_RS07585	EWS79_RS07585	1	2481		-	True	EWS79_RS07230-MONOMER
TU1W2W-301_from_EWS79_RS07230-MONOMER	EWS79_RS02520	EWS79_RS02520	1	87		+	True	EWS79_RS07230-MONOMER
TU1W2W-272_from_EWS79_RS07230-MONOMER	EWS79_RS02230	EWS79_RS02230	1	1194		+	True	EWS79_RS07230-MONOMER
TU1W2W-1205_from_EWS79_RS07230-MONOMER	EWS79_RS02475	EWS79_RS02475	1	1158		+	True	EWS79_RS07230-MONOMER
TU1W2W-917_from_EWS79_RS07230-MONOMER	EWS79_RS07720	EWS79_RS07720	1	1110		-	True	EWS79_RS07230-MONOMER
TU1W2W-864_from_EWS79_RS07230-MONOMER	EWS79_RS07325,EWS79_RS07320	EWS79_RS07325,EWS79_RS07320	1	1614		+	True	EWS79_RS07230-MONOMER
TU1W2W-595_from_EWS79_RS07230-MONOMER	EWS79_RS05185,EWS79_RS05180	EWS79_RS05185,EWS79_RS05180	1	801		-	True	EWS79_RS07230-MONOMER
TU1W2W-1146_from_EWS79_RS07230-MONOMER	EWS79_RS05230	EWS79_RS05230	1	1035		-	True	EWS79_RS07230-MONOMER
TU1W2W-114_from_EWS79_RS07230-MONOMER	EWS79_RS00905	EWS79_RS00905	1	309		-	True	EWS79_RS07230-MONOMER
TU1W2W-400_from_EWS79_RS07230-MONOMER	EWS79_RS03390,EWS79_RS03385	EWS79_RS03390,EWS79_RS03385	1	2781		+	True	EWS79_RS07230-MONOMER
TU1W2W-859_from_EWS79_RS07230-MONOMER	EWS79_RS07280,EWS79_RS07275,EWS79_RS07270,EWS79_RS07265	EWS79_RS07280,EWS79_RS07275,EWS79_RS07270,EWS79_RS07265	1	2292		-	True	EWS79_RS07230-MONOMER
TU1W2W-10_from_EWS79_RS07230-MONOMER	EWS79_RS00115	EWS79_RS00115	1	477		-	True	EWS79_RS07230-MONOMER
TU1W2W-451_from_EWS79_RS07230-MONOMER	EWS79_RS03900,EWS79_RS03895	EWS79_RS03900,EWS79_RS03895	1	1026		-	True	EWS79_RS07230-MONOMER
TU1W2W-701_from_EWS79_RS07230-MONOMER	EWS79_RS06035	EWS79_RS06035	1	1455		-	True	EWS79_RS07230-MONOMER
TU1W2W-217_from_EWS79_RS07230-MONOMER	EWS79_RS01715	EWS79_RS01715	1	74		+	True	EWS79_RS07230-MONOMER
TU1W2W-565_from_EWS79_RS07230-MONOMER	EWS79_RS04910,EWS79_RS04905,EWS79_RS04900	EWS79_RS04910,EWS79_RS04905,EWS79_RS04900	1	3489		-	True	EWS79_RS07230-MONOMER
TU1W2W-1077_from_EWS79_RS07230-MONOMER	EWS79_RS08550	EWS79_RS08550	1	1008		+	True	EWS79_RS07230-MONOMER
TU1W2W-700_from_EWS79_RS07230-MONOMER	EWS79_RS06030	EWS79_RS06030	1	1866		-	True	EWS79_RS07230-MONOMER
TU1W2W-862_from_EWS79_RS07230-MONOMER	EWS79_RS07310	EWS79_RS07310	1	654		-	True	EWS79_RS07230-MONOMER
TU1W2W-8_from_EWS79_RS07230-MONOMER	EWS79_RS00095,EWS79_RS00090	EWS79_RS00095,EWS79_RS00090	1	1767		+	True	EWS79_RS07230-MONOMER
TU1W2W-1251_from_EWS79_RS07230-MONOMER	EWS79_RS00245	EWS79_RS00245	1	1149		+	True	EWS79_RS07230-MONOMER
TU1W2W-879_from_EWS79_RS07230-MONOMER	EWS79_RS07430	EWS79_RS07430	1	1287		+	True	EWS79_RS07230-MONOMER
TU1W2W-892_from_EWS79_RS07230-MONOMER	EWS79_RS07540,EWS79_RS07535	EWS79_RS07540,EWS79_RS07535	1	1584		+	True	EWS79_RS07230-MONOMER
TU1W2W-553_from_EWS79_RS07230-MONOMER	EWS79_RS04770	EWS79_RS04770	1	372		-	True	EWS79_RS07230-MONOMER
TU1W2W-237_from_EWS79_RS07230-MONOMER	EWS79_RS01910,EWS79_RS01905,EWS79_RS01900,EWS79_RS01895	EWS79_RS01910,EWS79_RS01905,EWS79_RS01900,EWS79_RS01895	1	1566		+	True	EWS79_RS07230-MONOMER
TU1W2W-383_from_EWS79_RS07230-MONOMER	EWS79_RS03260,EWS79_RS03255	EWS79_RS03260,EWS79_RS03255	1	1359		-	True	EWS79_RS07230-MONOMER
TU1W2W-173_from_EWS79_RS07230-MONOMER	EWS79_RS01360	EWS79_RS01360	1	498		+	True	EWS79_RS07230-MONOMER
TU1W2W-475_from_EWS79_RS07230-MONOMER	EWS79_RS04050	EWS79_RS04050	1	1101		-	True	EWS79_RS07230-MONOMER
TU1W2W-29_from_EWS79_RS07230-MONOMER	EWS79_RS00275	EWS79_RS00275	1	1128		+	True	EWS79_RS07230-MONOMER
TU1W2W-468_from_EWS79_RS07230-MONOMER	EWS79_RS04010	EWS79_RS04010	1	1572		+	True	EWS79_RS07230-MONOMER
TU1W2W-481_from_EWS79_RS07230-MONOMER	EWS79_RS04090	EWS79_RS04090	1	1128		+	True	EWS79_RS07230-MONOMER
TU1W2W-911_from_EWS79_RS07230-MONOMER	EWS79_RS07690	EWS79_RS07690	1	744		-	True	EWS79_RS07230-MONOMER
TU1W2W-266_from_EWS79_RS07230-MONOMER	EWS79_RS02185,EWS79_RS02180	EWS79_RS02185,EWS79_RS02180	1	486		+	True	EWS79_RS07230-MONOMER
TU1W2W-491_from_EWS79_RS07230-MONOMER	EWS79_RS04210	EWS79_RS04210	1	85		+	True	EWS79_RS07230-MONOMER
TU1W2W-738_from_EWS79_RS07230-MONOMER	EWS79_RS06280	EWS79_RS06280	1	414		-	True	EWS79_RS07230-MONOMER
TU1W2W-41_from_EWS79_RS07230-MONOMER	EWS79_RS00365	EWS79_RS00365	1	705		-	True	EWS79_RS07230-MONOMER
TU1W2W-102_from_EWS79_RS07230-MONOMER	EWS79_RS00805	EWS79_RS00805	1	1362		-	True	EWS79_RS07230-MONOMER
TU1W2W-226_from_EWS79_RS07230-MONOMER	EWS79_RS01785	EWS79_RS01785	1	753		+	True	EWS79_RS07230-MONOMER
TU1W2W-530_from_EWS79_RS07230-MONOMER	EWS79_RS04575	EWS79_RS04575	1	765		+	True	EWS79_RS07230-MONOMER
TU1W2W-608_from_EWS79_RS07230-MONOMER	EWS79_RS05290	EWS79_RS05290	1	1647		-	True	EWS79_RS07230-MONOMER
TU1W2W-863_from_EWS79_RS07230-MONOMER	EWS79_RS07315	EWS79_RS07315	1	495		+	True	EWS79_RS07230-MONOMER
TU1W2W-590_from_EWS79_RS07230-MONOMER	EWS79_RS05125,EWS79_RS05120,EWS79_RS05115	EWS79_RS05125,EWS79_RS05120,EWS79_RS05115	1	3228		-	True	EWS79_RS07230-MONOMER
TU1W2W-381_from_EWS79_RS07230-MONOMER	EWS79_RS03235	EWS79_RS03235	1	4173		+	True	EWS79_RS07230-MONOMER
TU1W2W-168_from_EWS79_RS07230-MONOMER	EWS79_RS01330,EWS79_RS01325	EWS79_RS01330,EWS79_RS01325	1	1143		+	True	EWS79_RS07230-MONOMER
TU1W2W-312_from_EWS79_RS07230-MONOMER	EWS79_RS02630	EWS79_RS02630	1	1641		+	True	EWS79_RS07230-MONOMER
TU1W2W-727_from_EWS79_RS07230-MONOMER	EWS79_RS06225,EWS79_RS06220	EWS79_RS06225,EWS79_RS06220	1	786		-	True	EWS79_RS07230-MONOMER
TU1W2W-627_from_EWS79_RS07230-MONOMER	EWS79_RS05435	EWS79_RS05435	1	1521		+	True	EWS79_RS07230-MONOMER
TU1W2W-446_from_EWS79_RS07230-MONOMER	EWS79_RS03835	EWS79_RS03835	1	1536		+	True	EWS79_RS07230-MONOMER
TU1W2W-1234_from_EWS79_RS07230-MONOMER	EWS79_RS01000	EWS79_RS01000	1	87		+	True	EWS79_RS07230-MONOMER
TU1W2W-659_from_EWS79_RS07230-MONOMER	EWS79_RS05690,EWS79_RS05685	EWS79_RS05690,EWS79_RS05685	1	1239		+	True	EWS79_RS07230-MONOMER
TU1W2W-949_from_EWS79_RS07230-MONOMER	EWS79_RS07950	EWS79_RS07950	1	76		-	True	EWS79_RS07230-MONOMER
TU1W2W-367_from_EWS79_RS07230-MONOMER	EWS79_RS03130,EWS79_RS03125,EWS79_RS03120,EWS79_RS03115	EWS79_RS03130,EWS79_RS03125,EWS79_RS03120,EWS79_RS03115	1	1101		-	True	EWS79_RS07230-MONOMER
TU1W2W-472_from_EWS79_RS07230-MONOMER	EWS79_RS04035,EWS79_RS04030	EWS79_RS04035,EWS79_RS04030	1	1239		-	True	EWS79_RS07230-MONOMER
TU1W2W-35_from_EWS79_RS07230-MONOMER	EWS79_RS00315	EWS79_RS00315	1	534		-	True	EWS79_RS07230-MONOMER
TU1W2W-712_from_EWS79_RS07230-MONOMER	EWS79_RS06115	EWS79_RS06115	1	1434		-	True	EWS79_RS07230-MONOMER
TU1W2W-720_from_EWS79_RS07230-MONOMER	EWS79_RS06170	EWS79_RS06170	1	909		-	True	EWS79_RS07230-MONOMER
TU1W2W-758_from_EWS79_RS07230-MONOMER	EWS79_RS06485	EWS79_RS06485	1	657		+	True	EWS79_RS07230-MONOMER
TU1W2W-27_from_EWS79_RS07230-MONOMER	EWS79_RS00265	EWS79_RS00265	1	1662		-	True	EWS79_RS07230-MONOMER
TU1W2W-918_from_EWS79_RS07230-MONOMER	EWS79_RS07730,EWS79_RS07725	EWS79_RS07730,EWS79_RS07725	1	759		-	True	EWS79_RS07230-MONOMER
TU1W2W-1100_from_EWS79_RS07230-MONOMER	EWS79_RS07600	EWS79_RS07600	1	345		+	True	EWS79_RS07230-MONOMER
TU1W2W-743_from_EWS79_RS07230-MONOMER	EWS79_RS06325	EWS79_RS06325	1	2907		-	True	EWS79_RS07230-MONOMER
TU1W2W-1039_from_EWS79_RS07230-MONOMER	EWS79_RS08820,EWS79_RS08800,EWS79_RS08790,EWS79_RS08785,EWS79_RS08780	EWS79_RS08820,EWS79_RS08800,EWS79_RS08790,EWS79_RS08785,EWS79_RS08780	1	1944		+	True	EWS79_RS07230-MONOMER
TU1W2W-23_from_EWS79_RS07230-MONOMER	EWS79_RS00240	EWS79_RS00240	1	561		-	True	EWS79_RS07230-MONOMER
TU1W2W-536_from_EWS79_RS07230-MONOMER	EWS79_RS04625	EWS79_RS04625	1	75		-	True	EWS79_RS07230-MONOMER
TU1W2W-346_from_EWS79_RS07230-MONOMER	EWS79_RS02975,EWS79_RS02970,EWS79_RS02965	EWS79_RS02975,EWS79_RS02970,EWS79_RS02965	1	1995		+	True	EWS79_RS07230-MONOMER
TU1W2W-1138_from_EWS79_RS07230-MONOMER	EWS79_RS05710	EWS79_RS05710	1	1125		+	True	EWS79_RS07230-MONOMER
TU1W2W-680_from_EWS79_RS07230-MONOMER	EWS79_RS05875,EWS79_RS05870	EWS79_RS05875,EWS79_RS05870	1	771		-	True	EWS79_RS07230-MONOMER
TU1W2W-1216_from_EWS79_RS07230-MONOMER	EWS79_RS01995	EWS79_RS01995	1	432		-	True	EWS79_RS07230-MONOMER
TU1W2W-125_from_EWS79_RS07230-MONOMER	EWS79_RS01005	EWS79_RS01005	1	387		-	True	EWS79_RS07230-MONOMER
TU1W2W-171_from_EWS79_RS07230-MONOMER	EWS79_RS01350	EWS79_RS01350	1	249		-	True	EWS79_RS07230-MONOMER
TU1W2W-1170_from_EWS79_RS07230-MONOMER	EWS79_RS04165	EWS79_RS04165	1	1224		-	True	EWS79_RS07230-MONOMER
TU1W2W-1178_from_EWS79_RS07230-MONOMER	EWS79_RS03890	EWS79_RS03890	1	591		+	True	EWS79_RS07230-MONOMER
TU1W2W-40_from_EWS79_RS07230-MONOMER	EWS79_RS00360	EWS79_RS00360	1	483		-	True	EWS79_RS07230-MONOMER
TU1W2W-20_from_EWS79_RS07230-MONOMER	EWS79_RS00220,EWS79_RS00215	EWS79_RS00220,EWS79_RS00215	1	1152		-	True	EWS79_RS07230-MONOMER
TU1W2W-945_from_EWS79_RS07230-MONOMER	EWS79_RS07915,EWS79_RS07910	EWS79_RS07915,EWS79_RS07910	1	1023		-	True	EWS79_RS07230-MONOMER
TU1W2W-921_from_EWS79_RS07230-MONOMER	EWS79_RS07750	EWS79_RS07750	1	486		-	True	EWS79_RS07230-MONOMER
