Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
G1G01-1113	PP_1040	1189810	1190100	G1G01-1113-MONOMER
G1G01-154	PP_0147	156418	157725	G1G01-154-MONOMER
G1G01-3736	PP_3501	3970082	3971617	G1G01-3736-MONOMER
G1G01-4241	PP_3976	4483670	4484356	G1G01-4241-MONOMER
G1G01-2029	PP_1917	2160263	2161078	G1G01-2029-MONOMER
G1G01-2513	PP_2351	2681435	2683324	G1G01-2513-MONOMER
G1G01-4676	PP_4398	4988424	4989758	G1G01-4676-MONOMER
G1G01-5143	PP_4806	5468873	5469997	G1G01-5143-MONOMER
G1G01-5559	PP_5210	5942615	5943592	G1G01-5559-MONOMER
G1G01-3249	PP_3059	3439079	3440245	G1G01-3249-MONOMER
G1G01-8	PP_0008	8394	8798	G1G01-8-MONOMER
G1G01-1097	PP_1024	1167776	1168483	G1G01-1097-MONOMER
G1G01-1522	PP_1430	1629588	1631066	G1G01-1522-MONOMER
G1G01-3719	PP_3484	3948109	3948639	G1G01-3719-MONOMER
G1G01-4222	PP_3957	4463981	4465954	G1G01-4222-MONOMER
G1G01-2011	PP_1900	2143652	2144656	G1G01-2011-MONOMER
G1G01-2492	PP_2331	2658800	2660335	G1G01-2492-MONOMER
G1G01-4659	PP_4381	4973561	4975603	G1G01-4659-MONOMER
G1G01-5126	PP_4789	5450622	5451461	G1G01-5126-MONOMER
G1G01-2970	PP_2790	3178721	3180673	G1G01-2970-MONOMER
G1G01-5534	PP_5188	5918405	5918875	G1G01-5534-MONOMER
G1G01-3218	PP_3032	3418570	3418860	G1G01-3218-MONOMER
G1G01-783	PP_0709	824617	826116	G1G01-783-MONOMER
G1G01-1082	PP_1009	1150010	1151011	G1G01-1082-MONOMER
G1G01-1505	PP_1413	1612204	1612896	G1G01-1505-MONOMER
G1G01-3697	PP_3463	3926831	3928324	G1G01-3697-MONOMER
G1G01-4200	PP_3933	4438267	4439028	G1G01-4200-MONOMER
G1G01-1981	PP_1877	2100982	2101464	G1G01-1981-MONOMER
G1G01-2473	PP_2312	2641738	2643144	G1G01-2473-MONOMER
G1G01-4644	PP_4366	4955381	4956754	G1G01-4644-MONOMER
G1G01-5103	PP_4768	5429218	5429829	G1G01-5103-MONOMER
G1G01-2952	PP_2772	3156271	3157458	G1G01-2952-MONOMER
G1G01-5518	PP_5173	5897834	5900887	G1G01-5518-MONOMER
G1G01-3189	PP_3006	3400021	3400569	G1G01-3189-MONOMER
G1G01-761	PP_0689	801070	801327	G1G01-761-MONOMER
G1G01-1063	PP_0990	1130249	1130635	G1G01-1063-MONOMER
G1G01-1483	PP_1393	1588223	1589098	G1G01-1483-MONOMER
G1G01-368	PP_0335	401902	402525	G1G01-368-MONOMER
G1G01-4162	PP_5644	4414325	4414891	G1G01-4162-MONOMER
G1G01-1965	PP_1861	2082280	2083233	G1G01-1965-MONOMER
G1G01-2445	PP_2288	2615834	2617474	G1G01-2445-MONOMER
G1G01-4628	PP_4350	4942566	4943729	G1G01-4628-MONOMER
G1G01-5087	PP_4753	5408839	5410875	G1G01-5087-MONOMER
G1G01-2935	PP_2754	3137862	3139211	G1G01-2935-MONOMER
G1G01-5494	PP_5149	5874656	5876170	G1G01-5494-MONOMER
G1G01-3161	PP_2981	3379177	3380148	G1G01-3161-MONOMER
G1G01-739	PP_0667	775362	775898	G1G01-739-MONOMER
G1G01-1043	PP_0969	1109335	1109985	G1G01-1043-MONOMER
G1G01-1467	PP_1377	1569190	1570392	G1G01-1467-MONOMER
G1G01-3658	PP_3425	3876912	3878153	G1G01-3658-MONOMER
G1G01-4132	PP_3869	4393484	4394971	G1G01-4132-MONOMER
G1G01-1946	PP_1841	2064197	2064997	G1G01-1946-MONOMER
G1G01-2416	PP_2266	2586636	2589194	G1G01-2416-MONOMER
G1G01-4611	PP_4333	4923299	4924195	G1G01-4611-MONOMER
G1G01-5062	PP_4734	5382513	5383280	G1G01-5062-MONOMER
G1G01-2915	PP_2734	3117394	3118581	G1G01-2915-MONOMER
G1G01-5477	PP_5132	5855504	5856019	G1G01-5477-MONOMER
G1G01-3139	PP_2958	3362547	3362801	G1G01-3139-MONOMER
G1G01-720	PP_0651	758579	759028	G1G01-720-MONOMER
G1G01-1025	PP_0951	1094179	1094487	G1G01-1025-MONOMER
G1G01-1446	PP_1358	1547694	1548488	G1G01-1446-MONOMER
G1G01-3641	PP_3408	3858060	3858746	G1G01-3641-MONOMER
G1G01-4107	PP_3847	4370307	4371104	G1G01-4107-MONOMER
G1G01-1922	PP_1817	2042733	2043494	G1G01-1922-MONOMER
G1G01-2399	PP_2253	2569699	2570367	G1G01-2399-MONOMER
G1G01-4593	PP_4316	4906850	4907788	G1G01-4593-MONOMER
G1G01-5045	PP_4719	5366753	5367376	G1G01-5045-MONOMER
G1G01-2892	PP_2711	3101367	3102173	G1G01-2892-MONOMER
G1G01-5458	PP_5114	5835213	5835815	G1G01-5458-MONOMER
G1G01-3118	PP_2940	3342722	3343006	G1G01-3118-MONOMER
G1G01-692	PP_0629	736910	737617	G1G01-692-MONOMER
G1G01-1006	PP_0932	1074871	1075179	G1G01-1006-MONOMER
G1G01-1426	PP_1339	1525814	1526770	G1G01-1426-MONOMER
G1G01-3613	PP_3382	3828335	3829588	G1G01-3613-MONOMER
G1G01-4080	PP_3822	4350185	4351099	G1G01-4080-MONOMER
G1G01-1901	PP_1798	2020048	2021463	G1G01-1901-MONOMER
G1G01-2376	PP_2236	2542900	2543670	G1G01-2376-MONOMER
G1G01-4574	PP_4297	4886942	4888717	G1G01-4574-MONOMER
G1G01-5026	PP_4705	5350545	5350958	G1G01-5026-MONOMER
G1G01-2873	PP_2692	3082517	3084067	G1G01-2873-MONOMER
G1G01-5441	PP_5097	5820251	5821390	G1G01-5441-MONOMER
G1G01-3097	PP_2919	3319228	3320145	G1G01-3097-MONOMER
G1G01-670	PP_0613	718507	719916	G1G01-670-MONOMER
G1G01-1409	PP_1322	1508123	1508701	G1G01-1409-MONOMER
G1G01-3599	PP_3368	3811677	3812861	G1G01-3599-MONOMER
G1G01-4065	PP_3807	4334831	4335550	G1G01-4065-MONOMER
G1G01-1881	PP_1779	1987537	1988754	G1G01-1881-MONOMER
G1G01-2357	PP_2216	2526959	2528086	G1G01-2357-MONOMER
G1G01-4557	PP_4279	4868251	4870650	G1G01-4557-MONOMER
G1G01-5008	PP_4689	5328335	5329219	G1G01-5008-MONOMER
G1G01-2853	PP_2672	3059996	3060634	MONOMER1G01-4 // G1G01-2853-MONOMER
G1G01-5426	PP_5082	5803794	5804330	G1G01-5426-MONOMER
G1G01-3081	PP_2902	3300184	3300906	G1G01-3081-MONOMER
G1G01-65	PP_0062	72932	73483	G1G01-65-MONOMER
G1G01-1391	PP_1304	1490338	1492239	G1G01-1391-MONOMER
G1G01-3583	PP_3352	3788896	3790560	G1G01-3583-MONOMER
G1G01-404	PP_0370	448830	450608	G1G01-404-MONOMER
G1G01-1864	PP_1763	1967249	1967989	G1G01-1864-MONOMER
G1G01-2339	PP_2198	2504214	2505359	G1G01-2339-MONOMER
G1G01-4536	PP_4263	4847912	4848595	G1G01-4536-MONOMER
G1G01-499	PP_0453	550661	550972	G1G01-499-MONOMER
G1G01-2832	PP_2652	3040398	3041183	G1G01-2832-MONOMER
G1G01-5408	PP_5064	5775684	5777381	G1G01-5408-MONOMER
G1G01-3056	PP_2876	3276978	3278120	G1G01-3056-MONOMER
G1G01-632	PP_0582	679114	680391	G1G01-632-MONOMER
G1G01-1377	PP_1290	1475938	1477065	G1G01-1377-MONOMER
G1G01-3563	PP_3331	3770588	3772081	G1G01-3563-MONOMER
G1G01-4014	PP_3761	4289119	4292586	G1G01-4014-MONOMER
G1G01-1841	PP_1740	1939699	1941276	G1G01-1841-MONOMER
G1G01-2319	PP_2178	2483135	2484481	G1G01-2319-MONOMER
G1G01-4519	PP_4246	4833254	4834054	G1G01-4519-MONOMER
G1G01-4970	PP_4657	5282474	5283424	G1G01-4970-MONOMER
G1G01-2817	PP_2636	3016078	3018360	G1G01-2817-MONOMER
G1G01-5391	PP_5046	5752033	5753439	G1G01-5391-MONOMER
G1G01-3027	PP_2847	3250616	3251161	G1G01-3027-MONOMER
G1G01-613	PP_0563	654987	656342	G1G01-613-MONOMER
G1G01-1360	PP_1273	1454467	1455921	G1G01-1360-MONOMER
G1G01-3542	PP_3312	3748955	3749344	G1G01-3542-MONOMER
G1G01-3997	PP_3744	4273085	4273876	G1G01-3997-MONOMER
G1G01-1820	PP_1719	1918342	1920456	G1G01-1820-MONOMER
G1G01-230	PP_0210	261519	262484	G1G01-230-MONOMER
G1G01-4503	PP_4233	4804531	4805067	G1G01-4503-MONOMER
G1G01-4955	PP_4642	5266765	5267151	G1G01-4955-MONOMER
G1G01-2790	PP_2608	2982369	2983178	G1G01-2790-MONOMER
G1G01-5374	PP_5029	5730536	5731339	G1G01-5374-MONOMER
G1G01-3009	PP_2829	3228544	3229902	G1G01-3009-MONOMER
G1G01-599	PP_0549	637749	638036	G1G01-599-MONOMER
G1G01-1345	PP_1258	1437106	1438032	G1G01-1345-MONOMER
G1G01-3525	PP_3295	3729031	3729510	G1G01-3525-MONOMER
G1G01-3981	PP_3728	4253875	4256127	G1G01-3981-MONOMER
G1G01-180	PP_0165	187892	189838	G1G01-180-MONOMER
G1G01-2283	PP_2142	2444413	2444889	G1G01-2283-MONOMER
G1G01-4484	PP_4215	4762663	4763568	G1G01-4484-MONOMER
G1G01-4936	PP_4625	5249998	5250684	G1G01-4936-MONOMER
G1G01-2769	PP_2587	2954778	2955620	G1G01-2769-MONOMER
G1G01-5359	PP_5014	5714247	5714639	G1G01-5359-MONOMER
G1G01-2988	PP_2808	3200673	3202040	G1G01-2988-MONOMER
G1G01-583	PP_0533	618669	619997	G1G01-583-MONOMER
G1G01-132	PP_0126	131809	132426	G1G01-132-MONOMER
G1G01-3508	PP_3279	3713194	3714513	G1G01-3508-MONOMER
G1G01-3967	PP_3714	4236816	4237106	G1G01-3967-MONOMER
G1G01-178	PP_0163	186227	186916	G1G01-178-MONOMER
G1G01-2264	PP_2123	2421713	2422939	G1G01-2264-MONOMER
G1G01-4468	PP_4199	4744822	4745175	G1G01-4468-MONOMER
G1G01-4916	PP_4608	5230211	5230786	G1G01-4916-MONOMER
G1G01-2746	PP_2563	2922481	2925252	G1G01-2746-MONOMER
G1G01-5340	PP_4995	5692701	5693270	G1G01-5340-MONOMER
G1G01-5773	PP_5407	6166921	6168519	G1G01-5773-MONOMER
G1G01-1302	PP_1217	1394264	1395310	G1G01-1302-MONOMER
G1G01-349	PP_0316	379704	380810	G1G01-349-MONOMER
G1G01-392	PP_0358	436400	437287	G1G01-392-MONOMER
G1G01-1763	PP_1665	1860936	1861994	G1G01-1763-MONOMER
G1G01-2242	PP_2102	2400557	2401888	G1G01-2242-MONOMER
G1G01-4449	PP_4183	4725083	4725832	G1G01-4449-MONOMER
G1G01-490	PP_0446	537037	537402	G1G01-490-MONOMER
G1G01-2729	PP_2546	2891469	2891840	G1G01-2729-MONOMER
G1G01-5325	PP_4980	5672758	5674638	G1G01-5325-MONOMER
G1G01-5743	PP_5385	6137546	6138799	G1G01-5743-MONOMER
G1G01-1281	PP_1199	1373618	1373953	G1G01-1281-MONOMER
G1G01-3468	PP_3244	3679136	3679849	G1G01-3468-MONOMER
G1G01-1742	PP_1644	1838563	1839168	G1G01-1742-MONOMER
G1G01-39	PP_0037	40469	41758	G1G01-39-MONOMER
G1G01-2225	PP_2087	2378721	2379545	G1G01-2225-MONOMER
G1G01-4425	PP_4159	4700837	4701394	G1G01-4425-MONOMER
G1G01-2709	PP_2526	2873221	2873694	G1G01-2709-MONOMER
G1G01-5307	PP_4963	5653311	5654474	G1G01-5307-MONOMER
G1G01-5724	PP_5368	6117870	6119027	G1G01-5724-MONOMER
G1G01-126	PP_0121	126140	127090	G1G01-126-MONOMER
G1G01-3448	PP_3226	3661691	3662833	G1G01-3448-MONOMER
G1G01-978	PP_0904	1044293	1044994	G1G01-978-MONOMER
G1G01-1719	PP_1622	1817859	1818647	G1G01-1719-MONOMER
G1G01-3885	PP_3647	4143362	4143847	G1G01-3885-MONOMER
G1G01-2208	PP_2070	2356111	2356821	G1G01-2208-MONOMER
G1G01-4408	PP_4141	4678701	4679459	G1G01-4408-MONOMER
G1G01-2683	PP_2505	2852294	2853331	G1G01-2683-MONOMER
G1G01-4858	PP_4550	5173291	5174979	G1G01-4858-MONOMER
G1G01-5289	PP_4946	5628637	5630265	G1G01-5289-MONOMER
G1G01-1240	PP_1157	1330776	1332419	G1G01-1240-MONOMER
G1G01-5707	PP_5351	6099177	6100634	G1G01-5707-MONOMER
G1G01-3431	PP_3209	3641774	3643204	G1G01-3431-MONOMER
G1G01-957	PP_0882	1022078	1023712	G1G01-957-MONOMER
G1G01-1702	PP_1605	1799207	1799830	G1G01-1702-MONOMER
G1G01-387	PP_0353	429669	430379	G1G01-387-MONOMER
G1G01-2185	PP_2048	2329648	2331423	G1G01-2185-MONOMER
G1G01-4391	PP_4124	4661137	4663851	G1G01-4391-MONOMER
G1G01-2659	PP_2484	2831225	2831530	G1G01-2659-MONOMER
G1G01-4830	PP_4527	5142857	5143783	G1G01-4830-MONOMER
G1G01-527	PP_0480	563962	564348	G1G01-527-MONOMER
G1G01-1216	PP_1138	1303376	1304143	G1G01-1216-MONOMER
G1G01-5691	PP_5335	6081951	6083033	G1G01-5691-MONOMER
G1G01-3408	PP_3187	3615666	3616931	G1G01-3408-MONOMER
G1G01-939	PP_0864	1001823	1002986	G1G01-939-MONOMER
G1G01-1685	PP_1589	1781374	1784076	G1G01-1685-MONOMER
G1G01-3847	PP_3609	4101057	4101587	G1G01-3847-MONOMER
G1G01-2164	PP_2028	2304838	2306556	G1G01-2164-MONOMER
G1G01-4370	PP_4103	4637285	4638901	G1G01-4370-MONOMER
G1G01-2639	PP_2468	2812350	2812706	G1G01-2639-MONOMER
G1G01-4809	PP_4506	5119698	5120255	G1G01-4809-MONOMER
G1G01-525	PP_0478	562275	562895	G1G01-525-MONOMER
G1G01-1196	PP_1118	1281217	1282908	G1G01-1196-MONOMER
G1G01-5674	PP_5318	6063669	6064559	G1G01-5674-MONOMER
G1G01-3389	PP_3169	3590805	3591884	G1G01-3389-MONOMER
G1G01-922	PP_0847	982990	983331	G1G01-922-MONOMER
G1G01-1657	PP_1563	1756945	1758630	G1G01-1657-MONOMER
G1G01-3830	PP_3593	4083002	4083754	G1G01-3830-MONOMER
G1G01-2142	PP_2008	2278861	2280942	G1G01-2142-MONOMER
G1G01-4336	PP_4071	4596182	4599808	G1G01-4336-MONOMER
G1G01-2616	PP_2448	2795004	2796287	G1G01-2616-MONOMER
G1G01-4789	PP_4487	5097301	5099391	G1G01-4789-MONOMER
G1G01-5234	PP_4892	5561667	5562884	G1G01-5234-MONOMER
G1G01-1174	PP_1100	1257458	1258024	G1G01-1174-MONOMER
G1G01-5659	PP_5302	6049139	6051247	G1G01-5659-MONOMER
G1G01-3370	PP_3151	3569479	3570864	G1G01-3370-MONOMER
G1G01-907	PP_0832	969088	970137	G1G01-907-MONOMER
G1G01-1622	PP_1531	1737671	1738018	G1G01-1622-MONOMER
G1G01-3813	PP_3576	4057729	4058673	G1G01-3813-MONOMER
G1G01-2121	PP_1990	2256644	2257945	G1G01-2121-MONOMER
G1G01-4316	PP_4051	4566332	4568074	G1G01-4316-MONOMER
G1G01-2594	PP_2429	2776920	2777504	G1G01-2594-MONOMER
G1G01-4767	PP_4471	5077313	5078755	G1G01-4767-MONOMER
G1G01-2590	PP_2425	2771910	2772815	G1G01-2590-MONOMER
G1G01-4761	PP_4468	5074745	5075236	G1G01-4761-MONOMER
G1G01-5208	PP_4868	5534984	5536192	G1G01-5208-MONOMER
G1G01-1154	PP_1081	1241600	1241935	G1G01-1154-MONOMER
G1G01-5639	PP_5281	6030382	6030537	G1G01-5639-MONOMER
G1G01-335	PP_0303	363649	364533	G1G01-335-MONOMER
G1G01-884	PP_0809	949159	949665	G1G01-884-MONOMER
G1G01-1597	PP_1506	1712267	1712917	G1G01-1597-MONOMER
G1G01-3790	PP_3553	4028623	4030245	G1G01-3790-MONOMER
G1G01-2095	PP_1970	2231864	2232469	G1G01-2095-MONOMER
G1G01-4294	PP_4029	4539454	4540284	G1G01-4294-MONOMER
G1G01-2572	PP_2409	2752444	2753658	G1G01-2572-MONOMER
G1G01-4742	PP_4454	5054516	5055388	G1G01-4742-MONOMER
G1G01-5191	PP_4851	5518590	5518910	G1G01-5191-MONOMER
G1G01-114	PP_0109	114634	115713	G1G01-114-MONOMER
G1G01-5620	PP_5263	6009185	6010852	G1G01-5620-MONOMER
G1G01-3332	PP_3116	3525555	3526163	G1G01-3332-MONOMER
G1G01-865	PP_0791	907434	908210	G1G01-865-MONOMER
G1G01-1576	PP_1484	1688505	1689536	G1G01-1576-MONOMER
G1G01-3774	PP_3538	4010793	4011671	G1G01-3774-MONOMER
G1G01-2070	PP_1948	2203324	2204802	G1G01-2070-MONOMER
G1G01-4276	PP_4009	4519550	4519912	G1G01-4276-MONOMER
G1G01-255	PP_0233	287136	288107	G1G01-255-MONOMER
G1G01-4715	PP_4434	5031209	5032507	G1G01-4715-MONOMER
G1G01-5174	PP_4834	5500535	5501389	G1G01-5174-MONOMER
G1G01-560	PP_0511	598976	599635	G1G01-560-MONOMER
G1G01-3282	PP_3086	3473601	3474107	G1G01-3282-MONOMER
G1G01-845	PP_0769	888571	889263	G1G01-845-MONOMER
G1G01-1126	PP_1053	1202172	1203260	G1G01-1126-MONOMER
G1G01-1556	PP_1464	1669432	1670184	G1G01-1556-MONOMER
G1G01-3751	PP_3515	3987483	3989567	G1G01-3751-MONOMER
G1G01-2045	PP_1930	2176572	2176958	G1G01-2045-MONOMER
G1G01-4260	PP_3993	4503849	4504241	G1G01-4260-MONOMER
G1G01-253	PP_0231	285498	286337	G1G01-253-MONOMER
G1G01-47	PP_0046	52394	53737	G1G01-47-MONOMER
G1G01-5157	PP_4820	5482075	5483088	G1G01-5157-MONOMER
G1G01-5573	PP_5223	5959522	5959932	G1G01-5573-MONOMER
G1G01-3264	PP_3071	3453938	3455890	G1G01-3264-MONOMER
G1G01-815	PP_0740	858814	859713	G1G01-815-MONOMER
G1G01-1109	PP_1036	1182927	1184384	G1G01-1109-MONOMER
G1G01-1536	PP_1444	1644945	1647356	G1G01-1536-MONOMER
G1G01-3733	PP_3498	3967873	3969051	G1G01-3733-MONOMER
G1G01-4237	PP_3972	4480132	4481457	G1G01-4237-MONOMER
G1G01-2026	PP_1914	2157651	2158391	G1G01-2026-MONOMER
G1G01-2510	PP_2348	2677660	2678979	G1G01-2510-MONOMER
G1G01-4672	PP_4394	4985759	4986511	G1G01-4672-MONOMER
G1G01-5140	PP_4803	5465463	5466623	G1G01-5140-MONOMER
G1G01-5554	PP_5206	5936484	5937443	G1G01-5554-MONOMER
G1G01-3245	PP_3055	3436066	3436878	G1G01-3245-MONOMER
G1G01-796	PP_0722	838756	839697	G1G01-796-MONOMER
G1G01-1094	PP_1021	1164541	1165404	G1G01-1094-MONOMER
G1G01-152	PP_0145	153637	155295	G1G01-152-MONOMER
G1G01-3712	PP_3477	3941551	3942030	G1G01-3712-MONOMER
G1G01-4218	PP_3953	4458976	4460430	G1G01-4218-MONOMER
G1G01-2009	PP_1898	2142550	2143224	G1G01-2009-MONOMER
G1G01-2489	PP_2328	2655456	2656190	G1G01-2489-MONOMER
G1G01-4656	PP_4378	4968179	4970242	G1G01-4656-MONOMER
G1G01-5121	PP_4784	5446496	5447779	G1G01-5121-MONOMER
G1G01-2968	PP_2788	3177379	3177762	G1G01-2968-MONOMER
G1G01-5531	PP_5185	5914261	5915559	G1G01-5531-MONOMER
G1G01-3212	PP_3026	3412991	3414616	G1G01-3212-MONOMER
G1G01-78	PP_0073	83261	84172	G1G01-78-MONOMER
G1G01-108	PP_0104	109981	111570	G1G01-108-MONOMER
G1G01-1500	PP_1409	1607877	1608569	G1G01-1500-MONOMER
G1G01-3694	PP_3460	3923058	3923381	G1G01-3694-MONOMER
G1G01-4199	PP_3932	4436841	4438265	G1G01-4199-MONOMER
G1G01-1979	PP_1875	2097532	2099889	G1G01-1979-MONOMER
G1G01-247	PP_0225	278819	279577	G1G01-247-MONOMER
G1G01-4641	PP_4363	4952740	4954431	G1G01-4641-MONOMER
G1G01-510	PP_0464	555684	556052	G1G01-510-MONOMER
G1G01-2948	PP_2768	3151846	3152727	G1G01-2948-MONOMER
G1G01-5514	PP_5169	5894473	5895345	G1G01-5514-MONOMER
G1G01-3184	PP_3001	3396291	3397523	G1G01-3184-MONOMER
G1G01-758	PP_0686	799002	799343	G1G01-758-MONOMER
G1G01-1060	PP_0987	1125170	1126546	G1G01-1060-MONOMER
G1G01-148	PP_0141	149028	149819	G1G01-148-MONOMER
G1G01-3676	PP_3443	3899593	3901212	G1G01-3676-MONOMER
G1G01-4157	PP_3895	4411465	4411677	G1G01-4157-MONOMER
G1G01-1962	PP_1858	2080513	2081082	G1G01-1962-MONOMER
G1G01-244	PP_0222	274562	275947	G1G01-244-MONOMER
G1G01-4623	PP_4345	4937007	4937699	G1G01-4623-MONOMER
G1G01-5084	PP_4750	5405966	5406607	G1G01-5084-MONOMER
G1G01-2930	PP_2749	3131919	3132800	G1G01-2930-MONOMER
G1G01-5491	PP_5146	5872675	5873154	G1G01-5491-MONOMER
G1G01-3155	PP_2976	3376573	3376884	G1G01-3155-MONOMER
G1G01-735	PP_0663	771702	772139	G1G01-735-MONOMER
G1G01-104	PP_0100	105207	105926	G1G01-104-MONOMER
G1G01-1463	PP_1373	1563856	1565328	G1G01-1463-MONOMER
G1G01-3655	PP_3422	3874314	3874907	G1G01-3655-MONOMER
G1G01-413	PP_0378	458024	458779	G1G01-413-MONOMER
G1G01-194	PP_0176	227175	229262	G1G01-194-MONOMER
G1G01-2410	PP_5505	2582462	2582734	G1G01-2410-MONOMER
G1G01-4607	PP_4329	4919155	4919493	G1G01-4607-MONOMER
G1G01-5059	PP_4731	5380699	5381235	G1G01-5059-MONOMER
G1G01-291	PP_0269	326065	327732	G1G01-291-MONOMER
G1G01-5472	PP_5128	5849296	5851137	G1G01-5472-MONOMER
G1G01-3136	PP_2955	3358771	3359682	G1G01-3136-MONOMER
G1G01-716	PP_0647	756798	757187	G1G01-716-MONOMER
G1G01-1022	PP_0948	1092554	1092826	G1G01-1022-MONOMER
G1G01-1441	PP_1353	1542221	1543069	G1G01-1441-MONOMER
G1G01-3634	PP_3403	3854315	3855202	G1G01-3634-MONOMER
G1G01-4104	PP_3844	4366914	4368047	G1G01-4104-MONOMER
G1G01-1918	PP_1813	2039899	2040237	G1G01-1918-MONOMER
G1G01-2395	PP_2249	2565020	2566951	G1G01-2395-MONOMER
G1G01-4588	PP_4311	4902933	4904126	G1G01-4588-MONOMER
G1G01-5042	PP_4716	5362425	5363765	G1G01-5042-MONOMER
G1G01-2888	PP_2707	3097637	3098434	G1G01-2888-MONOMER
G1G01-5455	PP_5111	5830659	5832143	G1G01-5455-MONOMER
G1G01-3114	PP_2936	3339241	3340827	G1G01-3114-MONOMER
G1G01-688	PP_0626	734021	735316	G1G01-688-MONOMER
G1G01-1003	PP_0929	1071446	1071820	G1G01-1003-MONOMER
G1G01-1423	PP_1336	1522093	1523307	G1G01-1423-MONOMER
G1G01-3610	PP_3379	3824182	3824961	G1G01-3610-MONOMER
G1G01-4078	PP_3820	4347214	4348635	G1G01-4078-MONOMER
G1G01-1896	PP_1793	2011433	2014021	G1G01-1896-MONOMER
G1G01-2372	PP_2232	2540254	2540787	G1G01-2372-MONOMER
G1G01-457	PP_0421	509981	511030	G1G01-457-MONOMER
G1G01-5021	PP_4700	5341691	5342554	G1G01-5021-MONOMER
G1G01-2867	PP_2686	3076126	3076905	G1G01-2867-MONOMER
G1G01-5439	PP_5095	5818732	5819550	G1G01-5439-MONOMER
G1G01-3094	PP_2915	3315457	3316158	G1G01-3094-MONOMER
G1G01-665	PP_0608	715417	715785	G1G01-665-MONOMER
G1G01-1406	PP_1319	1506100	1506879	G1G01-1406-MONOMER
G1G01-3595	PP_3364	3805385	3807928	G1G01-3595-MONOMER
G1G01-4061	PP_3803	4331301	4332200	G1G01-4061-MONOMER
G1G01-1879	PP_1777	1985382	1986743	G1G01-1879-MONOMER
G1G01-2354	PP_2213	2523279	2524964	G1G01-2354-MONOMER
G1G01-4554	PP_4276	4862384	4865872	G1G01-4554-MONOMER
G1G01-5005	PP_4686	5325547	5326431	G1G01-5005-MONOMER
G1G01-2850	PP_2669	3056358	3057347	G1G01-2850-MONOMER
G1G01-5423	PP_5079	5801072	5801590	G1G01-5423-MONOMER
G1G01-3071	PP_2891	3288248	3288925	G1G01-3071-MONOMER
G1G01-646	PP_0595	693124	694041	G1G01-646-MONOMER
G1G01-1389	PP_1302	1488443	1489201	G1G01-1389-MONOMER
G1G01-358	PP_0325	389727	392741	G1G01-358-MONOMER
G1G01-4033	PP_3779	4307068	4308000	G1G01-4033-MONOMER
G1G01-1859	PP_1758	1960177	1961109	G1G01-1859-MONOMER
G1G01-2335	PP_2194	2500578	2501468	G1G01-2335-MONOMER
G1G01-4532	PP_4259	4843153	4844568	G1G01-4532-MONOMER
G1G01-4985	PP_4672	5298026	5300101	G1G01-4985-MONOMER
G1G01-283	PP_0261	315186	315986	G1G01-283-MONOMER
G1G01-5405	PP_5061	5770959	5772962	G1G01-5405-MONOMER
G1G01-3049	PP_2870	3272259	3273302	G1G01-3049-MONOMER
G1G01-63	PP_0060	69850	71904	G1G01-63-MONOMER
G1G01-1374	PP_1287	1471336	1472826	G1G01-1374-MONOMER
G1G01-356	PP_0323	388130	389380	G1G01-356-MONOMER
G1G01-4011	PP_3758	4286509	4287735	G1G01-4011-MONOMER
G1G01-1835	PP_1734	1933863	1934690	G1G01-1835-MONOMER
G1G01-2316	PP_2175	2480642	2481346	G1G01-2316-MONOMER
G1G01-4516	PP_4243	4818236	4831189	G1G01-4516-MONOMER
G1G01-4968	PP_4655	5281005	5281610	G1G01-4968-MONOMER
G1G01-2813	PP_2632	3010940	3012553	G1G01-2813-MONOMER
G1G01-5389	PP_5044	5748159	5749979	G1G01-5389-MONOMER
G1G01-3024	PP_2844	3248067	3248384	G1G01-3024-MONOMER
G1G01-610	PP_0560	650256	650711	G1G01-610-MONOMER
G1G01-1358	PP_1271	1451839	1453380	G1G01-1358-MONOMER
G1G01-354	PP_0321	385495	386535	G1G01-354-MONOMER
G1G01-3993	PP_3740	4267960	4269300	G1G01-3993-MONOMER
G1G01-1817	PP_1716	1916413	1916751	G1G01-1817-MONOMER
G1G01-2297	PP_2156	2463004	2464245	G1G01-2297-MONOMER
G1G01-450	PP_0413	501712	502959	G1G01-450-MONOMER
G1G01-4951	PP_4638	5261828	5263315	G1G01-4951-MONOMER
G1G01-2784	PP_2602	2974983	2976035	G1G01-2784-MONOMER
G1G01-5371	PP_5026	5726958	5728637	G1G01-5371-MONOMER
G1G01-3005	PP_2825	3224003	3224470	G1G01-3005-MONOMER
G1G01-596	PP_0546	633695	635710	G1G01-596-MONOMER
G1G01-1339	PP_1252	1429963	1431384	G1G01-1339-MONOMER
G1G01-3522	PP_3292	3726788	3727432	G1G01-3522-MONOMER
G1G01-3979	PP_3726	4251238	4252032	G1G01-3979-MONOMER
G1G01-1797	PP_1700	1894767	1896752	G1G01-1797-MONOMER
G1G01-2278	PP_2137	2439260	2440435	G1G01-2278-MONOMER
G1G01-4481	PP_4212	4758161	4759783	G1G01-4481-MONOMER
G1G01-4932	PP_4621	5243180	5244481	G1G01-4932-MONOMER
G1G01-2766	PP_2584	2949848	2951221	G1G01-2766-MONOMER
G1G01-5353	PP_5008	5705383	5705802	G1G01-5353-MONOMER
