Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
CPLX_LCYSTabcpp-0	Inner_Membrane	OU9_03986()	Inner_Membrane	r
OU9_01277-MONOMER	Outer_Membrane	OU9_01277()	Outer_Membrane	sb
OU9_01345-MONOMER	Periplasm	OU9_01345()	Periplasm	s
OU9_00593-MONOMER	Inner_Membrane	OU9_00593()	Inner_Membrane	r
OU9_05176-MONOMER	Inner_Membrane	OU9_05176()	Inner_Membrane	p
OU9_04298-MONOMER	Inner_Membrane	OU9_04298()	Inner_Membrane	r
OU9_03865-MONOMER	Inner_Membrane	OU9_03865()	Inner_Membrane	r
OU9_03864-MONOMER	Inner_Membrane	OU9_03864()	Inner_Membrane	r
OU9_02646-MONOMER	Periplasm	OU9_02646()	Periplasm	s
OU9_04752-MONOMER	Outer_Membrane	OU9_04752()	Outer_Membrane	pla
OU9_03042-MONOMER	Inner_Membrane	OU9_03042()	Inner_Membrane	r
OU9_03844-MONOMER	Outer_Membrane	OU9_03844()	Outer_Membrane	pla
OU9_04621-MONOMER	Outer_Membrane	OU9_04621()	Outer_Membrane	pla
OU9_04864-MONOMER	Outer_Membrane	OU9_04864()	Outer_Membrane	pla
OU9_05689-MONOMER	Inner_Membrane	OU9_05689()	Inner_Membrane	ra
OU9_00606-MONOMER	Periplasm	OU9_00606()	Periplasm	s
OU9_00349-MONOMER	Inner_Membrane	OU9_00349()	Inner_Membrane	r
OU9_04636-MONOMER	Inner_Membrane	OU9_04636()	Inner_Membrane	r
OU9_04943-MONOMER	Periplasm	OU9_04943()	Periplasm	t
OU9_03106-MONOMER	Inner_Membrane	OU9_03106()	Inner_Membrane	s
OU9_04105-MONOMER	Inner_Membrane	OU9_04105()	Inner_Membrane	s
OU9_04082-MONOMER	Membrane	OU9_04082()	Membrane	s
OU9_03227-MONOMER	Membrane	OU9_03227()	Membrane	s
OU9_02839-MONOMER	Membrane	OU9_02839()	Membrane	s
OU9_00385-MONOMER	Inner_Membrane	OU9_00385()	Inner_Membrane	s
OU9_03353-MONOMER	Inner_Membrane	OU9_03353()	Inner_Membrane	s
OU9_02281-MONOMER	Inner_Membrane	OU9_02281()	Inner_Membrane	s
OU9_01636-MONOMER	Inner_Membrane	OU9_01636()	Inner_Membrane	s
OU9_01498-MONOMER	Membrane	OU9_01498()	Membrane	s
OU9_00784-MONOMER	Inner_Membrane	OU9_00784()	Inner_Membrane	s
OU9_05417-MONOMER	Inner_Membrane	OU9_05417()	Inner_Membrane	s
OU9_03217-MONOMER	Inner_Membrane	OU9_03217()	Inner_Membrane	s
OU9_00795-MONOMER	Inner_Membrane	OU9_00795()	Inner_Membrane	s
OU9_04435-MONOMER	Membrane	OU9_04435()	Membrane	s
OU9_05096-MONOMER	Inner_Membrane	OU9_05096()	Inner_Membrane	s
OU9_05490-MONOMER	Inner_Membrane	OU9_05490()	Inner_Membrane	s
OU9_03513-MONOMER	Inner_Membrane	OU9_03513()	Inner_Membrane	s
OU9_03715-MONOMER	Inner_Membrane	OU9_03715()	Inner_Membrane	s
OU9_05352-MONOMER	Inner_Membrane	OU9_05352()	Inner_Membrane	s
CPLX_APSR-0	Inner_Membrane	OU9_05352()	Inner_Membrane	s
CPLX_METSOXR1-0	Inner_Membrane	OU9_05352()	Inner_Membrane	s
CPLX_METSOXR1-1	Inner_Membrane	OU9_05352()	Inner_Membrane	s
CPLX_RNDR1-0	Inner_Membrane	OU9_05352()	Inner_Membrane	s
CPLX_THIORDXi-0	Inner_Membrane	OU9_05352()	Inner_Membrane	s
CPLX_THIORDXi-3	Inner_Membrane	OU9_05352()	Inner_Membrane	s
CPLX_THIORDXi-6	Inner_Membrane	OU9_05352()	Inner_Membrane	s
CPLX_THIORDXi-9	Inner_Membrane	OU9_05352()	Inner_Membrane	s
CPLX_THIORDXi-12	Inner_Membrane	OU9_05352()	Inner_Membrane	s
CPLX_TRDR-0	Inner_Membrane	OU9_05352()	Inner_Membrane	s
CPLX_TRDR-1	Inner_Membrane	OU9_05352()	Inner_Membrane	s
OU9_04456-MONOMER	Membrane	OU9_04456()	Membrane	s
OU9_04825-MONOMER	Membrane	OU9_04825()	Membrane	s
OU9_03742-MONOMER	Membrane	OU9_03742()	Membrane	s
OU9_00913-MONOMER	Membrane	OU9_00913()	Membrane	s
OU9_01302-MONOMER	Inner_Membrane	OU9_01302()	Inner_Membrane	s
OU9_03623-MONOMER	Inner_Membrane	OU9_03623()	Inner_Membrane	s
OU9_04193-MONOMER	Membrane	OU9_04193()	Membrane	s
OU9_04836-MONOMER	Membrane	OU9_04836()	Membrane	s
OU9_05688-MONOMER	Inner_Membrane	OU9_05688()	Inner_Membrane	s
OU9_03289-MONOMER	Inner_Membrane	OU9_03289()	Inner_Membrane	s
OU9_04681-MONOMER	Membrane	OU9_04681()	Membrane	s
OU9_03683-MONOMER	Inner_Membrane	OU9_03683()	Inner_Membrane	s
OU9_01804-MONOMER	Inner_Membrane	OU9_01804()	Inner_Membrane	s
OU9_04730-MONOMER	Membrane	OU9_04730()	Membrane	s
OU9_04283-MONOMER	Membrane	OU9_04283()	Membrane	s
OU9_04484-MONOMER	Inner_Membrane	OU9_04484()	Inner_Membrane	s
OU9_03691-MONOMER	Inner_Membrane	OU9_03691()	Inner_Membrane	s
OU9_04552-MONOMER	Inner_Membrane	OU9_04552()	Inner_Membrane	s
OU9_05410-MONOMER	Inner_Membrane	OU9_05410()	Inner_Membrane	s
OU9_05370-MONOMER	Inner_Membrane	OU9_05370()	Inner_Membrane	s
OU9_04841-MONOMER	Membrane	OU9_04841()	Membrane	s
OU9_05119-MONOMER	Inner_Membrane	OU9_05119()	Inner_Membrane	s
OU9_04266-MONOMER	Inner_Membrane	OU9_04266()	Inner_Membrane	s
OU9_05350-MONOMER	Membrane	OU9_05350()	Membrane	s
OU9_01818-MONOMER	Membrane	OU9_01818()	Membrane	s
OU9_03030-MONOMER	Inner_Membrane	OU9_03030()	Inner_Membrane	s
OU9_03675-MONOMER	Membrane	OU9_03675()	Membrane	s
OU9_05223-MONOMER	Membrane	OU9_05223()	Membrane	s
OU9_04870-MONOMER	Inner_Membrane	OU9_04870()	Inner_Membrane	s
OU9_00984-MONOMER	Inner_Membrane	OU9_00984()	Inner_Membrane	s
OU9_05348-MONOMER	Inner_Membrane	OU9_05348()	Inner_Membrane	s
CPLX_OPHBDC-0	Inner_Membrane	OU9_05348()	Inner_Membrane	s
OU9_05045-MONOMER	Membrane	OU9_05045()	Membrane	s
OU9_05548-MONOMER	Membrane	OU9_05548()	Membrane	s
OU9_01825-MONOMER	Membrane	OU9_01825()	Membrane	s
CPLX_KAS13-0	Membrane	OU9_01825()	Membrane	s
OU9_05064-MONOMER	Inner_Membrane	OU9_05064()	Inner_Membrane	s
OU9_05353-MONOMER	Inner_Membrane	OU9_05353()	Inner_Membrane	s
OU9_04321-MONOMER	Membrane	OU9_04321()	Membrane	s
OU9_03396-MONOMER	Membrane	OU9_03396()	Membrane	s
OU9_03543-MONOMER	Membrane	OU9_03543()	Membrane	s
OU9_04846-MONOMER	Membrane	OU9_04846()	Membrane	s
OU9_03207-MONOMER	Membrane	OU9_03207()	Membrane	s
OU9_04611-MONOMER	Inner_Membrane	OU9_04611()	Inner_Membrane	s
OU9_01167-MONOMER	Inner_Membrane	OU9_01167()	Inner_Membrane	s
OU9_03139-MONOMER	Inner_Membrane	OU9_03139()	Inner_Membrane	s
OU9_05609-MONOMER	Periplasm	OU9_05609()	Periplasm	s
OU9_03696-MONOMER	Membrane	OU9_03696()	Membrane	s
OU9_04335-MONOMER	Inner_Membrane	OU9_04335()	Inner_Membrane	s
OU9_03386-MONOMER	Inner_Membrane	OU9_03386()	Inner_Membrane	s
OU9_00846-MONOMER	Periplasm	OU9_00846()	Periplasm	s
OU9_02697-MONOMER	Periplasm	OU9_02697()	Periplasm	s
OU9_04860-MONOMER	Inner_Membrane	OU9_04860()	Inner_Membrane	s
OU9_05667-MONOMER	Inner_Membrane	OU9_05667()	Inner_Membrane	s
OU9_00676-MONOMER	Inner_Membrane	OU9_00676()	Inner_Membrane	s
OU9_05283-MONOMER	Inner_Membrane	OU9_05283()	Inner_Membrane	s
OU9_02770-MONOMER	Membrane	OU9_02770()	Membrane	s
OU9_04859-MONOMER	Membrane	OU9_04859()	Membrane	s
OU9_01645-MONOMER	Inner_Membrane	OU9_01645()	Inner_Membrane	s
OU9_02051-MONOMER	Membrane	OU9_02051()	Membrane	s
OU9_05354-MONOMER	Outer_Membrane	OU9_05354()	Outer_Membrane	s
OU9_01022-MONOMER	Membrane	OU9_01022()	Membrane	s
OU9_04475-MONOMER	Inner_Membrane	OU9_04475()	Inner_Membrane	s
OU9_00382-MONOMER	Inner_Membrane	OU9_00382()	Inner_Membrane	s
