Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
NCTC10038_05027-MONOMER	Outer_Membrane	NCTC10038_05027()	Outer_Membrane	pla
NCTC10038_00845-MONOMER	Outer_Membrane	NCTC10038_00845()	Outer_Membrane	pla
NCTC10038_05239-MONOMER	Outer_Membrane	NCTC10038_05239()	Outer_Membrane	pla
NCTC10038_06133-MONOMER	Inner_Membrane	NCTC10038_06133()	Inner_Membrane	ra
NCTC10038_05539-MONOMER	Periplasm	NCTC10038_05539()	Periplasm	s
NCTC10038_05783-MONOMER	Inner_Membrane	NCTC10038_05783()	Inner_Membrane	r
NCTC10038_00835-MONOMER	Inner_Membrane	NCTC10038_00835()	Inner_Membrane	r
NCTC10038_00671-MONOMER	Periplasm	NCTC10038_00671()	Periplasm	t
NCTC10038_04519-MONOMER	Inner_Membrane	NCTC10038_04519()	Inner_Membrane	s
NCTC10038_05411-MONOMER	Inner_Membrane	NCTC10038_05411()	Inner_Membrane	s
NCTC10038_05375-MONOMER	Membrane	NCTC10038_05375()	Membrane	s
NCTC10038_04804-MONOMER	Membrane	NCTC10038_04804()	Membrane	s
NCTC10038_01833-MONOMER	Membrane	NCTC10038_01833()	Membrane	s
NCTC10038_05746-MONOMER	Inner_Membrane	NCTC10038_05746()	Inner_Membrane	s
NCTC10038_04797-MONOMER	Inner_Membrane	NCTC10038_04797()	Inner_Membrane	s
NCTC10038_02715-MONOMER	Inner_Membrane	NCTC10038_02715()	Inner_Membrane	s
NCTC10038_03874-MONOMER	Inner_Membrane	NCTC10038_03874()	Inner_Membrane	s
NCTC10038_02015-MONOMER	Membrane	NCTC10038_02015()	Membrane	s
NCTC10038_01259-MONOMER	Inner_Membrane	NCTC10038_01259()	Inner_Membrane	s
NCTC10038_05945-MONOMER	Inner_Membrane	NCTC10038_05945()	Inner_Membrane	s
NCTC10038_01867-MONOMER	Inner_Membrane	NCTC10038_01867()	Inner_Membrane	s
NCTC10038_00497-MONOMER	Inner_Membrane	NCTC10038_00497()	Inner_Membrane	s
NCTC10038_04820-MONOMER	Membrane	NCTC10038_04820()	Membrane	s
NCTC10038_00534-MONOMER	Inner_Membrane	NCTC10038_00534()	Inner_Membrane	s
NCTC10038_05647-MONOMER	Inner_Membrane	NCTC10038_05647()	Inner_Membrane	s
NCTC10038_01839-MONOMER	Inner_Membrane	NCTC10038_01839()	Inner_Membrane	s
NCTC10038_03132-MONOMER	Membrane	NCTC10038_03132()	Membrane	s
NCTC10038_01433-MONOMER	Inner_Membrane	NCTC10038_01433()	Inner_Membrane	s
NCTC10038_05875-MONOMER	Inner_Membrane	NCTC10038_05875()	Inner_Membrane	s
CPLX_APSR-0	Inner_Membrane	NCTC10038_05875()	Inner_Membrane	s
CPLX_METSOXR1-0	Inner_Membrane	NCTC10038_05875()	Inner_Membrane	s
CPLX_METSOXR1-1	Inner_Membrane	NCTC10038_05875()	Inner_Membrane	s
CPLX_RNDR1-0	Inner_Membrane	NCTC10038_05875()	Inner_Membrane	s
CPLX_THIORDXi-0	Inner_Membrane	NCTC10038_05875()	Inner_Membrane	s
CPLX_THIORDXi-2	Inner_Membrane	NCTC10038_05875()	Inner_Membrane	s
CPLX_THIORDXi-4	Inner_Membrane	NCTC10038_05875()	Inner_Membrane	s
CPLX_THIORDXi-6	Inner_Membrane	NCTC10038_05875()	Inner_Membrane	s
CPLX_TRDR-0	Inner_Membrane	NCTC10038_05875()	Inner_Membrane	s
NCTC10038_04957-MONOMER	Membrane	NCTC10038_04957()	Membrane	s
NCTC10038_05204-MONOMER	Membrane	NCTC10038_05204()	Membrane	s
NCTC10038_04704-MONOMER	Membrane	NCTC10038_04704()	Membrane	s
NCTC10038_02820-MONOMER	Inner_Membrane	NCTC10038_02820()	Inner_Membrane	s
NCTC10038_01330-MONOMER	Inner_Membrane	NCTC10038_01330()	Inner_Membrane	s
NCTC10038_05506-MONOMER	Membrane	NCTC10038_05506()	Membrane	s
NCTC10038_05212-MONOMER	Membrane	NCTC10038_05212()	Membrane	s
NCTC10038_06132-MONOMER	Inner_Membrane	NCTC10038_06132()	Inner_Membrane	s
NCTC10038_04265-MONOMER	Inner_Membrane	NCTC10038_04265()	Inner_Membrane	s
NCTC10038_01407-MONOMER	Membrane	NCTC10038_01407()	Membrane	s
NCTC10038_05265-MONOMER	Membrane	NCTC10038_05265()	Membrane	s
NCTC10038_01463-MONOMER	Inner_Membrane	NCTC10038_01463()	Inner_Membrane	s
NCTC10038_03847-MONOMER	Inner_Membrane	NCTC10038_03847()	Inner_Membrane	s
NCTC10038_01088-MONOMER	Membrane	NCTC10038_01088()	Membrane	s
NCTC10038_04584-MONOMER	Inner_Membrane	NCTC10038_04584()	Inner_Membrane	s
NCTC10038_01138-MONOMER	Inner_Membrane	NCTC10038_01138()	Inner_Membrane	s
NCTC10038_01456-MONOMER	Inner_Membrane	NCTC10038_01456()	Inner_Membrane	s
NCTC10038_01056-MONOMER	Inner_Membrane	NCTC10038_01056()	Inner_Membrane	s
NCTC10038_02552-MONOMER	Inner_Membrane	NCTC10038_02552()	Inner_Membrane	s
NCTC10038_05908-MONOMER	Inner_Membrane	NCTC10038_05908()	Inner_Membrane	s
NCTC10038_05216-MONOMER	Membrane	NCTC10038_05216()	Membrane	s
NCTC10038_00509-MONOMER	Inner_Membrane	NCTC10038_00509()	Inner_Membrane	s
NCTC10038_05873-MONOMER	Membrane	NCTC10038_05873()	Membrane	s
NCTC10038_03907-MONOMER	Membrane	NCTC10038_03907()	Membrane	s
NCTC10038_04646-MONOMER	Inner_Membrane	NCTC10038_04646()	Inner_Membrane	s
NCTC10038_03863-MONOMER	Inner_Membrane	NCTC10038_03863()	Inner_Membrane	s
NCTC10038_01470-MONOMER	Membrane	NCTC10038_01470()	Membrane	s
NCTC10038_00392-MONOMER	Membrane	NCTC10038_00392()	Membrane	s
NCTC10038_04202-MONOMER	Inner_Membrane	NCTC10038_04202()	Inner_Membrane	s
NCTC10038_04884-MONOMER	Inner_Membrane	NCTC10038_04884()	Inner_Membrane	s
NCTC10038_05871-MONOMER	Inner_Membrane	NCTC10038_05871()	Inner_Membrane	s
CPLX_OPHBDC-0	Inner_Membrane	NCTC10038_05871()	Inner_Membrane	s
NCTC10038_00570-MONOMER	Membrane	NCTC10038_00570()	Membrane	s
NCTC10038_06031-MONOMER	Membrane	NCTC10038_06031()	Membrane	s
NCTC10038_00551-MONOMER	Inner_Membrane	NCTC10038_00551()	Inner_Membrane	s
NCTC10038_05886-MONOMER	Inner_Membrane	NCTC10038_05886()	Inner_Membrane	s
NCTC10038_05482-MONOMER	Membrane	NCTC10038_05482()	Membrane	s
NCTC10038_02975-MONOMER	Inner_Membrane	NCTC10038_02975()	Inner_Membrane	s
NCTC10038_01349-MONOMER	Membrane	NCTC10038_01349()	Membrane	s
NCTC10038_05221-MONOMER	Membrane	NCTC10038_05221()	Membrane	s
NCTC10038_01877-MONOMER	Membrane	NCTC10038_01877()	Membrane	s
NCTC10038_00966-MONOMER	Inner_Membrane	NCTC10038_00966()	Inner_Membrane	s
NCTC10038_04655-MONOMER	Inner_Membrane	NCTC10038_04655()	Inner_Membrane	s
NCTC10038_02897-MONOMER	Inner_Membrane	NCTC10038_02897()	Inner_Membrane	s
NCTC10038_03484-MONOMER	Inner_Membrane	NCTC10038_03484()	Inner_Membrane	s
NCTC10038_00089-MONOMER	Periplasm	NCTC10038_00089()	Periplasm	s
NCTC10038_01451-MONOMER	Membrane	NCTC10038_01451()	Membrane	s
NCTC10038_05480-MONOMER	Inner_Membrane	NCTC10038_05480()	Inner_Membrane	s
NCTC10038_02578-MONOMER	Inner_Membrane	NCTC10038_02578()	Inner_Membrane	s
NCTC10038_05117-MONOMER	Periplasm	NCTC10038_05117()	Periplasm	s
NCTC10038_05090-MONOMER	Periplasm	NCTC10038_05090()	Periplasm	s
NCTC10038_05235-MONOMER	Inner_Membrane	NCTC10038_05235()	Inner_Membrane	s
NCTC10038_00810-MONOMER	Inner_Membrane	NCTC10038_00810()	Inner_Membrane	s
NCTC10038_05508-MONOMER	Inner_Membrane	NCTC10038_05508()	Inner_Membrane	s
NCTC10038_00293-MONOMER	Inner_Membrane	NCTC10038_00293()	Inner_Membrane	s
NCTC10038_04028-MONOMER	Membrane	NCTC10038_04028()	Membrane	s
NCTC10038_05233-MONOMER	Membrane	NCTC10038_05233()	Membrane	s
NCTC10038_02643-MONOMER	Inner_Membrane	NCTC10038_02643()	Inner_Membrane	s
NCTC10038_03194-MONOMER	Membrane	NCTC10038_03194()	Membrane	s
NCTC10038_05887-MONOMER	Outer_Membrane	NCTC10038_05887()	Outer_Membrane	s
NCTC10038_01649-MONOMER	Membrane	NCTC10038_01649()	Membrane	s
NCTC10038_04904-MONOMER	Inner_Membrane	NCTC10038_04904()	Inner_Membrane	s
NCTC10038_05749-MONOMER	Inner_Membrane	NCTC10038_05749()	Inner_Membrane	s
